"POINTID","Coarse","Clay","Sand","Silt","geometry"
46982044,12,15,34,51,c(14.492605, 41.39626638)
46982506,21,26,12,62,c(14.82520177, 45.55657918)
46982642,9,6,53,41,c(14.93604108, 46.77854482)
46982660,6,9,38,53,c(14.9512077, 46.94019757)
47022632,8,9,43,48,c(14.97981317, 46.68632819)
47022650,8,9,43,49,c(14.99507212, 46.84798219)
47024834,4,4,63,33,c(18.48352802, 66.40927799)
47042630,10,8,45,47,c(15.00418801, 46.66715557)
47042658,12,8,42,50,c(15.02807888, 46.91860612)
47042738,32,8,56,36,c(15.09798277, 47.63680744)
47042780,41,30,13,57,c(15.13568848, 48.01373378)
47061660,5,20,34,45,c(14.34943102, 37.92062611)
47062016,1,11,31,58,c(14.56914185, 41.13927484)
47062718,20,7,49,44,c(15.10672908, 47.45605039)
47082084,2,32,35,33,c(14.63861355, 41.75163636)
47082630,13,9,43,48,c(15.05631052, 46.6647167)
47082664,8,7,59,35,c(15.08565924, 46.97002764)
47082720,25,9,33,58,c(15.13496479, 47.47275819)
47082754,22,8,38,54,c(15.16550245, 47.77790891)
47084862,23,7,62,31,c(18.70103312, 66.65345857)
47102412,8,25,23,52,c(14.90317842, 44.70434864)
47102628,16,7,46,46,c(15.08064854, 46.64552684)
47103052,13,24,9,66,c(15.48242165, 50.44889572)
47122662,15,10,37,53,c(15.13632113, 46.94959028)
47122698,6,10,39,52,c(15.16817196, 47.27277908)
47122706,7,6,53,41,c(15.17531885, 47.34458953)
47143284,4,9,69,22,c(15.7972132, 52.52422538)
47143468,3,16,43,40,c(16.02455951, 54.17133595)
47144998,8,1,93,6,c(19.28368711, 67.86477579)
47162614,36,15,41,44,c(15.14660204, 46.51608091)
47182610,23,14,36,50,c(15.16910013, 46.47890883)
47182690,32,18,26,55,c(15.24001763, 47.19717734)
47184868,5,11,38,52,c(18.94228763, 66.69572825)
47185040,47,6,71,23,c(19.52756851, 68.23604438)
47201440,9,44,17,39,c(14.38124639, 35.9178787)
47202740,58,17,33,50,c(15.31217328, 47.64463301)
47202790,21,31,12,57,c(15.35904016, 48.09323732)
47204802,8,6,55,39,c(18.78173366, 66.10248241)
47204874,9,23,30,47,c(19.00598221, 66.74711876)
47222676,19,19,29,52,c(15.27994053, 47.06895544)
47242764,28,17,21,62,c(15.38785093, 47.85737019)
47261442,12,28,29,43,c(14.44813591, 35.93292101)
47262412,3,34,10,56,c(15.1043261, 44.69469889)
47262606,17,8,55,37,c(15.26941058, 46.43793021)
47262634,14,25,16,58,c(15.29439514, 46.68934301)
47282424,1,28,9,63,c(15.1393345, 44.80136116)
47283082,19,6,56,38,c(15.76813938, 50.70526143)
47301996,2,47,12,40,c(14.83937251, 40.94531355)
47302608,21,8,51,41,c(15.3230916, 46.45332319)
47322438,1,37,6,57,c(15.20139548, 44.92473029)
47322694,25,14,32,53,c(15.42797125, 47.22401265)
47322744,18,13,29,58,c(15.47525207, 47.67265508)
47323050,11,19,35,46,c(15.78913711, 50.41577677)
47324868,6,6,57,37,c(19.25377319, 66.67916759)
47325030,14,5,64,32,c(19.82121894, 68.12880351)
47342710,17,26,24,50,c(15.46938929, 47.36626722)
47344996,26,7,54,39,c(19.74234709, 67.82201527)
47361656,10,22,28,50,c(14.68522597, 37.86834532)
47362402,0,30,14,56,c(15.22166579, 44.59855985)
47382080,1,48,15,37,c(14.99442388, 41.69829038)
47402716,20,8,38,54,c(15.55435494, 47.41608545)
47422412,0,27,12,61,c(15.30541055, 44.68466192)
47422704,22,11,32,57,c(15.56920571, 47.30706912)
47442436,5,31,19,50,c(15.35109912, 44.89911692)
47442502,1,34,9,57,c(15.40871904, 45.49219626)
47442612,12,14,32,54,c(15.50843794, 46.48005183)
47442702,26,16,25,59,c(15.59364242, 47.28776926)
47462514,2,25,26,48,c(15.44491499, 45.5986859)
47462746,26,16,42,43,c(15.66310175, 47.68111841)
47482734,26,7,46,47,c(15.67776567, 47.57210351)
47482742,27,4,68,28,c(15.6856875, 47.64386094)
47502700,17,12,30,58,c(15.67075658, 47.26572273)
47522416,0,31,15,54,c(15.43453076, 44.71414728)
47522746,26,12,44,44,c(15.74276958, 47.67695905)
47522858,22,16,50,34,c(15.8579662, 48.68113594)
47524906,12,9,52,39,c(19.83046722, 66.99419312)
47542736,21,7,53,41,c(15.75927001, 47.58587287)
47545012,19,6,71,23,c(20.26858198, 67.93895223)
47562706,13,13,31,56,c(15.75574766, 47.31538581)
47562710,12,12,41,47,c(15.75972847, 47.3512665)
47562732,21,10,29,61,c(15.78174933, 47.54859482)
47564910,33,28,19,53,c(19.93469235, 67.02479807)
47565014,7,6,57,36,c(20.32305149, 67.95413441)
47582496,0,20,32,48,c(15.58168344, 45.42900493)
47582730,17,12,30,58,c(15.8062161, 47.52924927)
47582744,20,9,29,62,c(15.82039312, 47.65480589)
47602574,3,29,6,65,c(15.67980124, 46.12807846)
47621670,2,12,51,38,c(14.98736634, 37.98022402)
47622390,1,25,14,61,c(15.53722576, 44.47382601)
47622754,45,15,42,43,c(15.88374465, 47.7416345)
47623044,20,21,12,67,c(16.20286011, 50.33999594)
47642424,5,31,8,60,c(15.59252547, 44.77807326)
47642728,23,6,45,49,c(15.88359546, 47.50705186)
47662094,12,26,50,24,c(15.33987568, 41.80718546)
47662432,2,22,16,62,c(15.62490917, 44.84861046)
47662810,26,31,14,55,c(15.99581379, 48.24079034)
47682402,4,34,12,54,c(15.62305053, 44.57765384)
47682460,0,30,12,58,c(15.67567034, 45.09881948)
47701994,2,36,18,46,c(15.30992293, 40.90305021)
47702416,1,35,12,53,c(15.66076775, 44.70211221)
47702576,1,38,5,56,c(15.81066743, 46.13907968)
47702722,11,13,41,46,c(15.95677387, 47.44893068)
47722034,1,23,21,56,c(15.3644047, 41.26250579)
47722316,8,13,48,39,c(15.59682525, 43.8017753)
47722388,1,28,12,59,c(15.66058356, 44.44910549)
47722586,0,18,51,31,c(15.84621437, 46.22742363)
47741670,5,9,36,55,c(15.12276269, 37.97303936)
47742418,1,37,8,55,c(15.71285836, 44.71734286)
47742484,1,26,10,65,c(15.77404321, 45.31025289)
47742548,0,25,13,61,c(15.83503373, 45.88492)
47742728,15,11,40,50,c(16.01589792, 47.49982374)
47742938,17,24,26,50,c(16.24602942, 49.38165645)
47763328,9,18,55,27,c(16.76788246, 52.86984077)
47801976,1,13,40,47,c(15.41387205, 40.7342868)
47802318,2,37,10,54,c(15.69755952, 43.81432962)
47821984,1,18,51,30,c(15.44362614, 40.80515401)
47842580,0,38,10,52,c(15.99517536, 46.16497878)
47842680,28,25,12,63,c(16.09745712, 47.06204901)
47882408,1,18,25,57,c(15.8793984, 44.61771258)
47902034,1,29,34,37,c(15.57788082, 41.2507464)
47902478,2,19,27,53,c(15.97141504, 45.2450283)
47942316,10,21,36,43,c(15.86891977, 43.78661361)
47942590,0,23,8,69,c(16.13440011, 46.24736626)
48023148,18,38,17,45,c(16.89921459, 51.23844835)
48042546,1,43,5,52,c(16.21789279, 45.84511068)
48062614,0,28,10,63,c(16.31477381, 46.45360512)
48081952,0,19,28,53,c(15.72352211, 40.49921091)
48082564,1,28,12,60,c(16.28790706, 46.0035859)
48082960,14,24,24,52,c(16.73984702, 49.55164195)
48083036,15,11,44,45,c(16.83626402, 50.23165759)
48101972,1,49,18,33,c(15.76334732, 40.67821857)
48102288,0,49,5,46,c(16.04042177, 43.52342691)
48102304,2,28,18,54,c(16.05541499, 43.66726808)
48102606,1,37,10,53,c(16.35807421, 46.37878878)
48122006,2,36,38,25,c(15.81512312, 40.98338469)
48141984,0,17,54,29,c(15.82031895, 40.7836601)
48142034,11,25,29,45,c(15.8624018, 41.23435495)
48142358,0,27,11,62,c(16.15651663, 44.14963642)
48142494,0,30,8,62,c(16.29214078, 45.37090188)
48161946,2,32,21,48,c(15.81229378, 40.43959405)
48162584,2,38,9,54,c(16.41208309, 46.17684235)
48201676,57,7,69,24,c(15.64603349, 37.99800147)
48202472,0,27,29,44,c(16.3456618, 45.16886643)
48261700,20,6,65,30,c(15.73200319, 38.21104203)
48265034,21,13,45,42,c(22.04192857, 68.03022647)
48281936,1,23,22,55,c(15.94430947, 40.34099679)
48282506,1,46,5,49,c(16.48274977, 45.46778894)
48301938,1,22,18,61,c(15.96936904, 40.35761549)
48302536,0,22,11,67,c(16.54034305, 45.73534819)
48302612,3,23,21,56,c(16.62361851, 46.41687083)
48303032,20,5,65,30,c(17.1379664, 50.17705797)
48321684,25,10,59,32,c(15.78755433, 38.06224201)
48322288,8,30,24,46,c(16.31112223, 43.50710779)
48322566,1,20,20,60,c(16.59859948, 46.00282268)
48341914,1,26,21,53,c(15.99578515, 40.13829419)
48343156,3,9,58,33,c(17.36694005, 51.28191741)
48361714,24,22,27,51,c(15.85611219, 38.33076716)
48362938,28,33,10,57,c(17.09640969, 49.33113398)
48381694,34,16,31,54,c(15.86310001, 38.1485395)
48402042,16,32,31,38,c(16.17764359, 41.28774439)
48402298,4,39,12,49,c(16.41944874, 43.59085953)
48402592,0,26,11,64,c(16.73052284, 46.22949247)
48403024,16,9,46,45,c(17.26642173, 50.096711)
48405016,3,12,22,66,c(22.28482308, 67.84801925)
48421742,24,15,45,40,c(15.94645089, 38.57966483)
48421886,10,37,12,52,c(16.06511759, 39.87995066)
48445084,16,5,56,39,c(22.70172525, 68.44541323)
48461894,1,24,29,47,c(16.11836027, 39.94922554)
48462300,0,35,14,51,c(16.49536351, 43.60417593)
48482316,3,31,24,45,c(16.53622152, 43.74635612)
48501900,2,20,34,46,c(16.16999347, 40.00042448)
48505068,12,4,79,18,c(22.76508489, 68.29341496)
48521896,1,35,18,47,c(16.18976876, 39.96287301)
48525072,4,9,72,19,c(22.83184277, 68.32556712)
48541882,24,34,26,40,c(16.20085637, 39.83510745)
48581866,28,45,14,41,c(16.23332509, 39.68779832)
48583234,4,4,75,21,c(17.8288657, 51.95616664)
48585066,16,6,69,26,c(22.94344738, 68.2622446)
48585070,10,6,64,30,c(22.96328806, 68.29772036)
48622024,4,48,14,38,c(16.42173349, 41.10907074)
48641796,22,20,19,61,c(16.2422475, 39.05154763)
48661902,1,19,28,53,c(16.35769862, 40.00653521)
48665052,20,5,73,23,c(23.06151508, 68.12453507)
48665056,14,5,70,25,c(23.08139334, 68.15999224)
48685050,5,1,92,7,c(23.09828305, 68.10339495)
48701802,21,18,37,45,c(16.31614823, 39.10124459)
48701838,44,4,79,18,c(16.34745141, 39.42617432)
48702022,1,49,11,40,c(16.51443139, 41.08488331)
48702512,1,27,10,64,c(17.02403832, 45.48735199)
48702570,1,23,15,61,c(17.09152119, 46.00722524)
48721710,20,18,41,41,c(16.26072197, 38.26876196)
48745020,11,4,81,15,c(23.089513, 67.82728842)
48761830,30,15,55,30,c(16.40949195, 39.3494348)
48781840,19,11,52,37,c(16.44137224, 39.43814195)
48783016,14,29,5,66,c(17.78325818, 49.99022217)
48801776,27,37,15,49,c(16.4080233, 38.85895175)
48801836,23,13,48,39,c(16.46084721, 39.40051733)
48805052,5,6,52,42,c(23.3882524, 68.10038578)
48805084,4,5,70,25,c(23.55291857, 68.38368601)
48822296,1,24,30,46,c(16.9343925, 43.53920961)
48822884,13,15,34,51,c(17.65067839, 48.80684867)
48842482,0,35,12,53,c(17.1670971, 45.20640237)
48845030,11,4,74,23,c(23.37006526, 67.89862411)
48861746,11,8,48,45,c(16.45030604, 38.58345978)
48881806,15,14,42,44,c(16.52600998, 39.12362618)
48881820,27,23,28,49,c(16.53854215, 39.24996732)
48882292,3,36,17,47,c(17.00386406, 43.4982691)
48882296,3,31,21,48,c(17.00819553, 43.53418625)
48883170,5,7,64,29,c(18.15908786, 51.35543336)
48921816,14,13,55,33,c(16.58087416, 39.21075649)
48922522,0,26,11,63,c(17.31595567, 45.55793663)
48922552,2,17,31,52,c(17.3521659, 45.82673597)
48941830,28,11,50,39,c(16.61654355, 39.33550652)
48965050,25,3,82,15,c(23.75046625, 68.05438297)
48985004,21,12,49,39,c(23.56141655, 67.64399112)
49002534,0,24,10,65,c(17.4325018, 45.65833095)
49041822,19,6,75,18,c(16.72414209, 39.25540986)
49104984,13,6,68,26,c(23.73403437, 67.44584831)
49123230,3,18,52,30,c(18.60282937, 51.86587637)
49162492,1,21,11,68,c(17.58442539, 45.26754897)
49165040,17,3,83,15,c(24.16128319, 67.92965903)
49205016,9,3,81,15,c(24.12642775, 67.71040681)
49284984,19,4,76,21,c(24.14164122, 67.41324156)
49303342,1,2,93,5,c(19.06530702, 52.84425394)
49324960,25,4,74,22,c(24.10828062, 67.19409569)
49343410,5,15,57,28,c(19.25384013, 53.44516146)
49384868,7,24,17,59,c(23.78522373, 66.37115019)
49385002,7,6,60,34,c(24.46289182, 67.55343362)
49402872,43,28,13,59,c(18.41756908, 48.64285088)
49425006,36,8,63,29,c(24.57523267, 67.58114359)
49425226,8,0,100,0,c(25.8732278, 69.51694694)
49445008,8,6,67,28,c(24.63150193, 67.59497141)
49445044,17,8,67,25,c(24.82886051, 67.91209822)
49484958,20,5,74,21,c(24.45614461, 67.14679902)
49503262,1,3,87,10,c(19.20939013, 52.10934119)
49504846,11,18,27,55,c(23.93926272, 66.15546038)
49562000,2,32,28,41,c(17.50601277, 40.81494564)
49565156,2,4,76,20,c(25.76895775, 68.87320472)
49565160,17,11,43,46,c(25.79384467, 68.9083312)
49585158,12,7,59,34,c(25.8292408, 68.88664156)
49604946,19,5,71,23,c(24.66073101, 67.01842239)
49624882,18,4,73,23,c(24.37581939, 66.45090888)
49642882,60,25,23,52,c(18.75699133, 48.70700122)
49644930,25,6,68,26,c(24.66549339, 66.86993458)
49665282,2,3,87,11,c(26.84602802, 69.9565147)
49682560,14,24,27,49,c(18.33509214, 45.82631904)
49685086,23,6,66,28,c(25.62639985, 68.23390915)
49702880,34,17,25,58,c(18.83482899, 48.68272778)
49705052,45,24,39,37,c(25.47276776, 67.93122135)
49705076,33,6,68,26,c(25.6134935, 68.14202371)
49722502,7,30,6,64,c(18.30689844, 45.30340512)
49724820,7,7,35,58,c(24.28498426, 65.88611835)
49724864,18,6,51,43,c(24.50225764, 66.27368012)
49765086,18,7,63,30,c(25.81251944, 68.21753734)
49781958,2,33,33,34,c(17.71829151, 40.41714067)
49784970,10,6,74,20,c(25.19093573, 67.19473237)
49785064,42,8,60,32,c(25.72743245, 68.02036095)
49785262,5,5,77,18,c(27.00412009, 69.75498644)
49804882,12,3,79,17,c(24.76698418, 66.4169822)
49805044,40,14,54,32,c(25.65566299, 67.84073235)
49845142,8,4,78,17,c(26.34709568, 68.69175795)
49864960,24,4,75,21,c(25.31424979, 67.09104229)
49882996,8,25,11,64,c(19.27209419, 49.69708093)
49884818,9,3,78,19,c(24.61553811, 65.83866957)
49902530,0,33,5,62,c(18.57396392, 45.53554683)
49962994,13,24,16,61,c(19.37873985, 49.67014899)
49984918,17,16,56,28,c(25.34956794, 66.6983475)
49984936,20,23,13,64,c(25.44779621, 66.8563782)
49984954,12,13,49,38,c(25.54740911, 67.01436658)
49985170,25,8,65,27,c(26.86204097, 68.90646495)
49985224,14,8,60,32,c(27.22929239, 69.37822678)
50002954,6,20,32,48,c(19.36444291, 49.3092136)
50003224,7,8,62,29,c(19.85859296, 51.71254758)
50004912,18,3,82,15,c(25.36083736, 66.64169261)
50025016,13,6,69,25,c(25.99197089, 67.54993)
50025210,7,11,36,53,c(27.22917826, 69.24700143)
50045170,17,7,66,28,c(27.00507176, 68.89321677)
50063302,1,6,74,20,c(20.10107009, 52.39859179)
50064868,10,4,61,35,c(25.25606007, 66.24348331)
50064890,24,4,72,24,c(25.37298263, 66.43663223)
50081966,4,16,58,26,c(18.07776972, 40.46087514)
50083244,4,12,46,42,c(20.0130591, 51.8806014)
50102914,14,10,52,38,c(19.43196035, 48.94135496)
50124834,17,5,63,32,c(25.20687805, 65.93314205)
50164810,11,5,63,32,c(25.16819452, 65.7145749)
50164936,14,2,87,11,c(25.84377129, 66.81992598)
50165062,29,10,53,37,c(26.58871876, 67.92302426)
50183292,2,7,66,27,c(20.25514435, 52.29469695)
50183772,4,16,39,45,c(21.37902771, 56.55234403)
50203276,5,11,62,27,c(20.25117697, 52.15002704)
50222920,18,6,57,37,c(19.60503101, 48.98088361)
50224906,6,2,87,11,c(25.80747615, 66.54472655)
50224978,16,7,64,29,c(26.2174457, 67.17534203)
50225104,24,5,80,16,c(26.99359485, 68.27694002)
50243722,12,23,36,41,c(21.34357416, 56.10099521)
50265206,6,8,39,52,c(27.77962341, 69.15731159)
50282626,2,10,70,20,c(19.20210217, 46.35250619)
50285020,14,4,75,21,c(26.60278618, 67.52996994)
50285214,1,1,96,3,c(27.88474724, 69.222303)
50302926,28,31,12,57,c(19.72410491, 49.02489275)
50303656,7,9,46,45,c(21.26885335, 55.50791934)
50305068,12,8,60,32,c(26.94700562, 67.94496273)
50322912,22,11,53,37,c(19.7265171, 48.89785709)
50325010,7,6,72,21,c(26.63186707, 67.43394667)
50342776,15,33,11,56,c(19.52066151, 47.68381473)
50344878,22,4,73,23,c(25.91238658, 66.27483298)
50344932,18,5,74,21,c(26.21567466, 66.74757256)
50345130,20,6,76,19,c(27.4445816, 68.47688583)
50382960,9,26,19,55,c(19.89388077, 49.31799862)
50384994,11,11,35,53,c(26.669121, 67.28118587)
50385232,14,2,93,6,c(28.2567818, 69.3552659)
50403010,42,18,27,56,c(20.01319777, 49.76046931)
50403182,4,12,45,43,c(20.3466434, 51.28958398)
50403872,6,20,19,62,c(22.01274678, 57.4051416)
50404972,7,5,72,23,c(26.58152156, 67.08463911)
50405140,24,9,59,31,c(27.65262626, 68.55030686)
50405152,17,6,71,23,c(27.73489843, 68.65478642)
50424896,17,8,58,34,c(26.18501771, 66.41582637)
50463086,9,28,33,40,c(20.24097721, 50.42887896)
50505018,9,7,48,45,c(27.08516849, 67.46446828)
50505168,23,5,69,26,c(28.08211453, 68.77066014)
50522866,15,33,12,55,c(19.9148291, 48.4643512)
50562924,20,11,55,34,c(20.0731292, 48.97572207)
50562928,10,15,49,36,c(20.08044707, 49.0113136)
50564980,7,6,70,24,c(26.98404026, 67.11973986)
50585140,14,5,75,20,c(28.07343652, 68.50849201)
50602888,14,13,43,44,c(20.06172559, 48.65045849)
50602934,14,25,29,46,c(20.1457474, 49.05976511)
50604932,11,5,70,24,c(26.78333213, 66.6921218)
50622704,5,21,33,46,c(19.7685124, 47.00925896)
50642640,1,2,90,8,c(19.68891468, 46.436291)
50642910,18,18,33,48,c(20.15575196, 48.84129815)
50642978,19,20,17,64,c(20.28249222, 49.44612448)
50663868,14,26,30,45,c(22.42689884, 57.33003722)
50665032,13,7,61,32,c(27.53333981, 67.55058506)
50683002,13,34,6,60,c(20.38311176, 49.65445393)
50683680,15,17,45,38,c(21.92687254, 55.6655253)
50684898,6,5,72,23,c(26.75715204, 66.37802144)
50684938,16,5,69,25,c(26.99341916, 66.72701824)
50685018,28,9,52,40,c(27.48842321, 67.42416047)
50685036,17,6,71,22,c(27.60414775, 67.58085064)
50685054,23,6,70,24,c(27.72154163, 67.73747607)
50703190,2,8,68,24,c(20.78956082, 51.32171629)
50703804,6,23,18,59,c(22.30429705, 56.75853677)
50705044,14,8,60,33,c(27.70122388, 67.64588801)
50743686,8,15,41,44,c(22.03727629, 55.70963334)
50765014,12,7,66,27,c(27.64151348, 67.37115254)
50783758,15,6,62,32,c(22.30079169, 56.33987593)
50784986,20,19,26,54,c(27.50788816, 67.12294106)
50863368,2,4,86,11,c(21.41645903, 52.87814857)
50864866,18,12,25,63,c(26.95634353, 66.05974114)
50905002,9,2,84,14,c(27.87552936, 67.2346387)
50923288,2,3,85,12,c(21.31937006, 52.16096064)
50944888,20,5,66,29,c(27.25600463, 66.2338094)
50965004,13,4,71,26,c(28.0214704, 67.23808574)
51002942,8,13,44,43,c(20.70373415, 49.08006791)
51025014,2,4,83,13,c(28.22015348, 67.31083098)
51044970,5,2,84,14,c(27.97813787, 66.92420883)
51065058,13,6,66,28,c(28.6060304, 67.68278089)
51105052,9,5,80,15,c(28.65470993, 67.62116293)
51125008,17,3,76,21,c(28.40200636, 67.2351189)
51142618,43,37,13,50,c(20.29587795, 46.17978162)
51143456,3,6,58,36,c(22.04572389, 53.6164338)
51143722,4,14,40,46,c(22.76821189, 55.96583797)
51204888,9,3,86,12,c(27.81045372, 66.17507484)
51223716,13,11,51,37,c(22.8767955, 55.90014499)
51224874,2,2,87,10,c(27.76764296, 66.04887329)
51244950,16,5,71,23,c(28.28538196, 66.70385233)
51244972,16,16,49,35,c(28.42818841, 66.89455231)
51245080,33,5,77,18,c(29.16576404, 67.82910949)
51265006,15,6,66,29,c(28.69781193, 67.18423445)
51265074,11,4,79,18,c(29.16819357, 67.7723076)
51305050,16,3,81,16,c(29.0886944, 67.55502907)
51362950,15,24,29,47,c(21.20801144, 49.10304307)
51364966,22,4,69,26,c(28.65010644, 66.81387973)
51423570,6,13,24,63,c(22.77056099, 54.58039619)
51424852,20,6,55,39,c(28.05541344, 65.81179843)
51424900,11,6,52,42,c(28.35315622, 66.22796666)
51424978,18,5,72,23,c(28.86046513, 66.90318681)
51464836,16,5,67,28,c(28.04194912, 65.66372072)
51464922,4,8,54,38,c(28.57887454, 66.40899931)
51502870,11,37,12,51,c(21.23486224, 48.37385462)
51503198,1,5,80,15,c(21.94273518, 51.28107391)
51542896,19,29,17,55,c(21.34087608, 48.59912864)
51543472,4,3,83,13,c(22.68469757, 53.69668021)
51584880,2,3,86,11,c(28.56572049, 66.01675942)
51624844,25,10,60,30,c(28.42454374, 65.69558107)
51643338,2,9,69,22,c(22.48348085, 52.4979399)
51644872,16,9,51,40,c(28.64146635, 65.93317964)
51664954,12,6,42,52,c(29.21917184, 66.63692912)
51682754,32,33,11,56,c(21.24452811, 47.31922837)
51703136,5,29,16,55,c(22.08057219, 50.70298723)
51723090,2,3,87,11,c(22.00314195, 50.29292893)
51724894,17,6,59,35,c(28.95084218, 66.10405849)
51743706,29,9,41,49,c(23.66308434, 55.72622941)
51783768,7,17,37,46,c(23.92110025, 56.26465015)
51824890,39,3,74,23,c(29.13580419, 66.04503506)
51844906,17,5,67,28,c(29.28307995, 66.17815996)
51902856,36,44,6,50,c(21.73978792, 48.19379558)
51964900,19,8,53,40,c(29.49666135, 66.0965259)
52124010,5,10,41,49,c(25.31871579, 58.32528526)
52142920,14,25,14,61,c(22.1974166, 48.7259613)
52163856,3,11,38,51,c(24.82309163, 56.96908609)
52181880,12,38,9,53,c(20.39887409, 39.45792311)
52224068,9,20,30,49,c(25.71157848, 58.81299514)
52224086,36,12,38,50,c(25.78332171, 58.97026014)
52263284,3,3,78,19,c(23.23907611, 51.92335549)
52321948,26,24,23,53,c(20.65981394, 40.04957566)
52363162,10,19,19,62,c(23.06722482, 50.83117239)
52364004,5,10,44,46,c(25.6952112, 58.22620937)
52401908,23,36,18,47,c(20.69261035, 39.68125139)
52483188,5,14,48,39,c(23.30165029, 51.04114631)
52483744,13,13,57,30,c(24.94555016, 55.92832632)
52503606,4,17,51,33,c(24.52383342, 54.7146526)
52521950,40,22,33,44,c(20.89433128, 40.04185256)
52521960,13,18,38,44,c(20.90962741, 40.1313298)
52561940,26,25,24,51,c(20.92531755, 39.94718008)
52581944,35,25,20,54,c(20.95455224, 39.98037273)
52582016,30,27,22,50,c(21.06643831, 40.62429634)
52601984,11,23,44,33,c(21.0395725, 40.33556297)
52641894,17,25,21,54,c(20.94755011, 39.52505147)
52641966,33,31,10,60,c(21.05797236, 40.16933021)
52643750,20,17,41,41,c(25.21697977, 55.95088357)
52661964,32,19,41,40,c(21.07804138, 40.14881067)
52682034,20,12,47,41,c(21.21190925, 40.77189609)
52701824,30,36,13,51,c(20.91131183, 38.89030395)
52701914,38,32,12,56,c(21.04698033, 39.69623516)
52702036,25,10,53,37,c(21.23851917, 40.78709115)
52721908,23,50,11,39,c(21.06078941, 39.63991425)
52721944,19,20,36,44,c(21.11635906, 39.96201072)
52723768,10,7,56,37,c(25.40542938, 56.0931623)
52761962,11,21,21,58,c(21.19076102, 40.11768708)
52762016,23,16,26,58,c(21.27650337, 40.60035997)
52763968,3,2,91,7,c(26.21503049, 57.83211725)
52801884,27,29,18,54,c(21.11585309, 39.41458111)
52803628,28,20,43,37,c(25.05244629, 54.85260294)
52803934,41,21,20,59,c(26.14737244, 57.52749093)
52823988,27,2,88,11,c(26.39323568, 57.99424466)
52841986,8,16,36,48,c(21.32158476, 40.32152404)
52861882,37,32,11,57,c(21.1815222, 39.3887418)
52862002,28,37,12,50,c(21.37052127, 40.46179716)
52882004,17,17,33,50,c(21.39703083, 40.47695664)
52901866,42,22,28,50,c(21.20268689, 39.24022379)
52902006,17,15,44,41,c(21.42355383, 40.49210835)
52902694,14,18,19,63,c(22.70713211, 46.61022192)
52903858,12,9,41,50,c(26.01843119, 56.84433129)
52942010,19,11,48,41,c(21.47664014, 40.52238842)
52942028,11,14,42,44,c(21.50607071, 40.68314049)
52981856,19,22,22,56,c(21.27864938, 39.14004923)
52981916,12,17,41,42,c(21.37223054, 39.67685184)
52982712,14,10,51,38,c(22.84928324, 46.75719656)
53001984,24,37,14,49,c(21.50412925, 40.28193546)
53023984,22,1,92,7,c(26.70611107, 57.91803504)
53041908,29,28,30,42,c(21.42855231, 39.59718828)
53041990,19,29,20,51,c(21.56033077, 40.33004679)
53042016,11,21,15,64,c(21.6029903, 40.56223797)
53082046,15,26,34,40,c(21.69955377, 40.82448383)
53101990,16,38,12,50,c(21.63000069, 40.32177256)
53121854,23,26,21,53,c(21.43522195, 39.10329507)
53121938,15,31,26,43,c(21.56852594, 39.85445641)
53123826,8,17,33,50,c(26.24846495, 56.5209952)
53124134,5,9,75,15,c(27.51384602, 59.20018128)
53142710,23,23,23,54,c(23.05153289, 46.71444827)
53161898,18,27,30,43,c(21.55038169, 39.49140248)
53162712,8,13,29,58,c(23.08177416, 46.72897814)
53201820,26,20,25,55,c(21.47325522, 38.78815695)
53204002,5,3,81,16,c(27.07640369, 58.03659978)
53221774,26,6,85,10,c(21.42496544, 38.37357989)
53221972,21,30,12,58,c(21.73950206, 40.14435118)
53241996,16,19,48,34,c(21.80249693, 40.3558372)
53242014,19,39,14,48,c(21.83262144, 40.51649854)
53242058,13,34,15,51,c(21.90714921, 40.90905262)
53261884,16,27,27,46,c(21.64254729, 39.35246606)
53262034,21,17,37,46,c(21.88968637, 40.69213502)
53281994,19,24,26,51,c(21.84560061, 40.33235946)
53282678,9,19,27,53,c(23.16104043, 46.4092438)
53282696,21,6,56,37,c(23.20092803, 46.56842453)
53301952,12,13,32,55,c(21.79899504, 39.95454742)
53321804,33,31,31,38,c(21.58433031, 38.62855952)
53321876,23,18,36,46,c(21.69832286, 39.27263283)
53321886,28,22,32,46,c(21.71440245, 39.36203268)
53321948,25,9,58,33,c(21.81547537, 39.91601728)
53341880,8,30,27,44,c(21.72761006, 39.30561458)
53361962,23,10,69,21,c(21.88485605, 40.03540248)
53401876,20,23,25,52,c(21.78971544, 39.26148849)
53401926,26,10,44,46,c(21.87133478, 39.7082665)
53402272,18,24,18,59,c(22.48159553, 42.79114521)
53403908,12,19,27,54,c(27.01570183, 57.17697957)
53441692,4,15,63,22,c(21.54690036, 37.60898948)
53441970,21,29,11,60,c(21.99072003, 40.09546891)
53442006,7,13,26,60,c(22.05170117, 40.41670448)
53442046,16,35,19,46,c(22.12045951, 40.77343582)
53442258,28,17,29,54,c(22.50339832, 42.66072491)
53462002,24,16,40,44,c(22.06811045, 40.37815225)
53462246,16,12,45,43,c(22.50488202, 42.55105924)
53481844,23,27,24,49,c(21.82927088, 38.96420172)
53481854,21,21,28,51,c(21.84539413, 39.05360917)
53482214,18,17,34,49,c(22.46909674, 42.26353702)
53501828,35,47,13,40,c(21.82629467, 38.8183218)
