"POINTID","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018","geometry"
50043106,"PL","PL2","PL22","PL22B",c(19.69103003, 50.65802205)
50043370,"PL","PL9","PL92","PL922",c(20.21281897, 53.00528424)
50043478,"PL","PL6","PL62","PL622",c(20.44669507, 53.96437456)
50043724,"LV","LV0","LV00","LV003",c(21.03084093, 56.14660879)
50044414,"FI","FI1","FI19","FI197",c(23.17823848, 62.249862)
50044612,"FI","FI1","FI1D","FI1D5",c(23.98663538, 63.99557779)
50044630,"FI","FI1","FI1D","FI1D9",c(24.06569453, 64.15412024)
50044640,"FI","FI1","FI1D","FI1D9",c(24.11004836, 64.24218694)
50045170,"FI","FI1","FI1D","FI1D7",c(27.00507176, 68.89321677)
50061970,"IT","ITF","ITF4","ITF44",c(18.05897148, 40.49876265)
50062694,"HU","HU3","HU33","HU331",c(19.02149014, 46.98381355)
50062712,"HU","HU1","HU12","HU120",c(19.04935078, 47.14448277)
50063132,"PL","PL7","PL71","PL713",c(19.7677316, 50.88698531)
50063150,"PL","PL7","PL71","PL713",c(19.8017495, 51.04712018)
50063158,"PL","PL7","PL71","PL713",c(19.81696245, 51.11828485)
50063180,"PL","PL7","PL71","PL713",c(19.8590992, 51.31396757)
50063194,"PL","PL7","PL71","PL713",c(19.88614579, 51.43847766)
50063216,"PL","PL7","PL71","PL713",c(19.92901751, 51.63411253)
50063258,"PL","PL7","PL71","PL715",c(20.01214191, 52.00751721)
50063302,"PL","PL9","PL92","PL923",c(20.10107009, 52.39859179)
50063312,"PL","PL9","PL92","PL923",c(20.12155038, 52.48745668)
50063330,"PL","PL9","PL92","PL923",c(20.15867059, 52.64739895)
50063396,"PL","PL6","PL62","PL622",c(20.29765434, 53.23369572)
50063500,"PL","PL6","PL62","PL622",c(20.52625881, 54.15706206)
50064428,"FI","FI1","FI19","FI194",c(23.26976684, 62.37001846)
50064620,"FI","FI1","FI1D","FI1D5",c(24.06157954, 64.06244539)
50064868,"FI","FI1","FI1D","FI1D7",c(25.25606007, 66.24348331)
50064890,"FI","FI1","FI1D","FI1D7",c(25.37298263, 66.43663223)
50081966,"IT","ITF","ITF4","ITF45",c(18.07776972, 40.46087514)
50083190,"PL","PL7","PL71","PL713",c(19.90691771, 51.40047505)
50083244,"PL","PL7","PL71","PL715",c(20.0130591, 51.8806014)
50083316,"PL","PL9","PL92","PL923",c(20.15899094, 52.52050098)
50083478,"PL","PL6","PL62","PL622",c(20.50707136, 53.95918685)
50083514,"PL","PL6","PL62","PL622",c(20.58838212, 54.27869549)
50083792,"LV","LV0","LV00","LV003",c(21.27093506, 56.74364549)
50084198,"FI","FI1","FI1C","FI1C1",c(22.47911635, 60.33597003)
50084240,"FI","FI1","FI1C","FI1C1",c(22.62157255, 60.70704469)
50084270,"FI","FI1","FI1C","FI1C1",c(22.72562561, 60.97203019)
50084306,"FI","FI1","FI19","FI197",c(22.85310203, 61.28993629)
50084338,"FI","FI1","FI19","FI197",c(22.96888028, 61.57244771)
50084446,"FI","FI1","FI19","FI194",c(23.37773774, 62.5254002)
50084576,"FI","FI1","FI1D","FI1D5",c(23.91029106, 63.67130773)
50085170,"FI","FI1","FI1D","FI1D7",c(27.10033685, 68.88432413)
50102604,"HU","HU3","HU33","HU331",c(18.93686438, 46.17578832)
50102618,"HU","HU3","HU33","HU331",c(18.95780346, 46.30084006)
50102730,"HU","HU1","HU12","HU120",c(19.12996821, 47.30071061)
50102734,"HU","HU1","HU12","HU120",c(19.13627402, 47.33640276)
50102888,"SK","SK0","SK03","SK032",c(19.38775974, 48.70966954)
50102914,"SK","SK0","SK03","SK031",c(19.43196035, 48.94135496)
50102928,"SK","SK0","SK03","SK031",c(19.45597786, 49.0660895)
50103068,"PL","PL2","PL21","PL21A",c(19.70484962, 50.31271654)
50103184,"PL","PL7","PL71","PL713",c(19.92377681, 51.34468363)
50103238,"PL","PL7","PL71","PL715",c(20.02990595, 51.82479976)
50103248,"PL","PL7","PL71","PL715",c(20.04986564, 51.91369091)
50104224,"FI","FI1","FI1C","FI1C1",c(22.60268355, 60.56251007)
50104242,"FI","FI1","FI1C","FI1C1",c(22.66443171, 60.721509)
50104264,"FI","FI1","FI1C","FI1C1",c(22.74084668, 60.91581298)
50104274,"FI","FI1","FI19","FI196",c(22.77592964, 61.00412266)
50104278,"FI","FI1","FI19","FI196",c(22.79002455, 61.03944472)
50104318,"FI","FI1","FI19","FI197",c(22.93294606, 61.39260727)
50104534,"FI","FI1","FI19","FI194",c(23.77203137, 63.29772459)
50104670,"FI","FI1","FI1D","FI1D9",c(24.36653189, 64.49531478)
50121918,"IT","ITF","ITF4","ITF45",c(18.069708, 40.02533533)
50121954,"IT","ITF","ITF4","ITF45",c(18.11071425, 40.34911861)
50123124,"PL","PL7","PL72","PL722",c(19.83719676, 50.80860444)
50123484,"PL","PL6","PL62","PL622",c(20.58095597, 54.00721833)
50123764,"LV","LV0","LV00","LV003",c(21.26164438, 56.48995855)
50123782,"LV","LV0","LV00","LV003",c(21.30899821, 56.64941702)
50124194,"FI","FI1","FI1C","FI1C1",c(22.53682124, 60.29430062)
50124366,"FI","FI1","FI19","FI197",c(23.14648996, 61.81292198)
50124636,"FI","FI1","FI1D","FI1D9",c(24.25267806, 64.19242393)
50124834,"FI","FI1","FI1D","FI1D7",c(25.20687805, 65.93314205)
50141928,"IT","ITF","ITF4","ITF45",c(18.10428748, 40.11336302)
50141940,"IT","ITF","ITF4","ITF45",c(18.117984, 40.22128954)
50142760,"HU","HU1","HU12","HU120",c(19.23032814, 47.56390376)
50142882,"SK","SK0","SK03","SK032",c(19.43154711, 48.65161597)
50142940,"SK","SK0","SK03","SK031",c(19.5311537, 49.16835768)
50142958,"SK","SK0","SK03","SK031",c(19.56260529, 49.32867905)
50143092,"PL","PL2","PL22","PL22B",c(19.80515055, 50.52150694)
50143110,"PL","PL2","PL22","PL22B",c(19.8389036, 50.68164892)
50143134,"PL","PL7","PL72","PL722",c(19.88435678, 50.89513966)
50143146,"PL","PL7","PL72","PL722",c(19.90727822, 51.00187147)
50143152,"PL","PL7","PL71","PL713",c(19.91878811, 51.05523399)
50143296,"PL","PL9","PL92","PL926",c(20.20523578, 52.33527322)
50143314,"PL","PL9","PL92","PL922",c(20.24247484, 52.49519059)
50143404,"PL","PL6","PL62","PL622",c(20.43373805, 53.2944935)
50143498,"PL","PL6","PL62","PL622",c(20.64297028, 54.12882526)
50143512,"PL","PL6","PL62","PL622",c(20.67500093, 54.25304481)
50143726,"LV","LV0","LV00","LV003",c(21.19500193, 56.15047869)
50144222,"FI","FI1","FI1C","FI1C1",c(22.66744207, 60.53844773)
50144226,"FI","FI1","FI1C","FI1C1",c(22.68116087, 60.57377538)
50144242,"FI","FI1","FI1C","FI1C1",c(22.73637723, 60.71507568)
50144640,"FI","FI1","FI1D","FI1D9",c(24.31076996, 64.22396468)
50144658,"FI","FI1","FI1D","FI1D9",c(24.3924628, 64.38234746)
50162668,"HU","HU3","HU33","HU331",c(19.11160687, 46.7407364)
50162836,"SK","SK0","SK03","SK032",c(19.38112479, 48.23934111)
50162998,"PL","PL2","PL21","PL219",c(19.66094902, 49.682514)
50163222,"PL","PL7","PL71","PL713",c(20.08422297, 51.67515744)
50163244,"PL","PL7","PL71","PL715",c(20.12828574, 51.87069428)
50163250,"PL","PL7","PL71","PL715",c(20.14038473, 51.92401741)
50163358,"PL","PL9","PL92","PL922",c(20.36436122, 52.88346625)
50163370,"PL","PL9","PL92","PL922",c(20.3899939, 52.99002925)
50163692,"LT","LT0","LT02","LT023",c(21.1399505, 55.84641451)
50163796,"LV","LV0","LV00","LV003",c(21.41076841, 56.7677421)
50163836,"LV","LV0","LV00","LV003",c(21.51911467, 57.12193974)
50164234,"FI","FI1","FI1C","FI1C1",c(22.74458949, 60.64120527)
50164284,"FI","FI1","FI19","FI196",c(22.92032298, 61.08263766)
50164494,"FI","FI1","FI19","FI194",c(23.72292215, 62.93472673)
50164518,"FI","FI1","FI19","FI194",c(23.82190437, 63.14617866)
50164564,"FI","FI1","FI1D","FI1D5",c(24.01616987, 63.55132629)
50164594,"FI","FI1","FI1D","FI1D5",c(24.14619468, 63.81545375)
50164810,"FI","FI1","FI1D","FI1D7",c(25.16819452, 65.7145749)
50164936,"FI","FI1","FI1D","FI1D7",c(25.84377129, 66.81992598)
50164954,"FI","FI1","FI1D","FI1D7",c(25.94571322, 66.97765904)
50165062,"FI","FI1","FI1D","FI1D7",c(26.58871876, 67.92302426)
50183044,"PL","PL2","PL21","PL214",c(19.77201093, 50.08959345)
50183184,"PL","PL7","PL71","PL713",c(20.03768052, 51.33488139)
50183224,"PL","PL7","PL71","PL713",c(20.11689844, 51.69045161)
50183292,"PL","PL9","PL92","PL926",c(20.25514435, 52.29469695)
50183332,"PL","PL9","PL92","PL922",c(20.33864257, 52.65000573)
50183494,"PL","PL6","PL62","PL622",c(20.69440135, 54.08804973)
50183772,"LV","LV0","LV00","LV003",c(21.37902771, 56.55234403)
50184210,"FI","FI1","FI1C","FI1C1",c(22.69782056, 60.42605153)
50184236,"FI","FI1","FI1C","FI1C1",c(22.78741495, 60.65563249)
50184304,"FI","FI1","FI19","FI197",c(23.02871392, 61.25586251)
50184484,"FI","FI1","FI19","FI194",c(23.72050736, 62.8431118)
50184520,"FI","FI1","FI19","FI194",c(23.86897326, 63.16025962)
50184570,"FI","FI1","FI1D","FI1D5",c(24.08126212, 63.6005605)
50202690,"HU","HU3","HU33","HU331",c(19.19794526, 46.93265691)
50202816,"HU","HU3","HU31","HU313",c(19.40126604, 48.05648597)
50202892,"SK","SK0","SK03","SK032",c(19.52952936, 48.73379107)
50203270,"PL","PL7","PL71","PL715",c(20.23885632, 52.09672018)
50203276,"PL","PL9","PL92","PL926",c(20.25117697, 52.15002704)
50203342,"PL","PL9","PL92","PL922",c(20.38912758, 52.73625984)
50203822,"LV","LV0","LV00","LV003",c(21.54589567, 56.99222311)
50203858,"LV","LV0","LV00","LV003",c(21.64525137, 57.31089725)
50204184,"FI","FI1","FI1C","FI1C1",c(22.64507102, 60.19323481)
50204242,"FI","FI1","FI1C","FI1C1",c(22.84424564, 60.70535831)
50204296,"FI","FI1","FI19","FI197",c(23.03624461, 61.18196132)
50204400,"FI","FI1","FI19","FI197",c(23.42506577, 62.09928537)
50204418,"FI","FI1","FI19","FI197",c(23.49504976, 62.25797193)
50204476,"FI","FI1","FI19","FI194",c(23.72626444, 62.76912356)
50205196,"FI","FI1","FI1D","FI1D7",c(27.56524658, 69.08402612)
50222584,"HU","HU3","HU33","HU331",c(19.06098325, 45.98408745)
50222920,"SK","SK0","SK03","SK031",c(19.60503101, 48.98088361)
50223106,"PL","PL7","PL72","PL722",c(19.9436091, 50.63637388)
50223854,"LV","LV0","LV00","LV003",c(21.66683114, 57.27257694)
50224262,"FI","FI1","FI1C","FI1C1",c(22.95072985, 60.87862408)
50224370,"FI","FI1","FI19","FI197",c(23.34739918, 61.83136483)
50224522,"FI","FI1","FI19","FI194",c(23.95484051, 63.17076608)
50224612,"FI","FI1","FI1D","FI1D9",c(24.34482089, 63.96291274)
50224684,"FI","FI1","FI1D","FI1D9",c(24.67480589, 64.59607889)
50224906,"FI","FI1","FI1D","FI1D7",c(25.80747615, 66.54472655)
50224978,"FI","FI1","FI1D","FI1D7",c(26.2174457, 67.17534203)
50225104,"FI","FI1","FI1D","FI1D7",c(26.99359485, 68.27694002)
50241908,"IT","ITF","ITF4","ITF45",c(18.19749453, 39.92377016)
50241926,"IT","ITF","ITF4","ITF45",c(18.21819128, 40.0856644)
50241938,"IT","ITF","ITF4","ITF45",c(18.23206939, 40.19357449)
50241952,"IT","ITF","ITF4","ITF45",c(18.2483423, 40.31945008)
50242604,"HU","HU3","HU33","HU331",c(19.11689069, 46.16050817)
50242658,"HU","HU3","HU33","HU331",c(19.19995559, 46.64260631)
50242736,"HU","HU1","HU12","HU120",c(19.32342917, 47.33856974)
50243144,"PL","PL7","PL72","PL722",c(20.04472661, 50.97185277)
50243176,"PL","PL7","PL71","PL713",c(20.10728833, 51.25634411)
50243186,"PL","PL7","PL71","PL713",c(20.12703594, 51.34523437)
50243204,"PL","PL7","PL71","PL713",c(20.16282136, 51.50522103)
50243222,"PL","PL7","PL71","PL713",c(20.19891831, 51.66518745)
50243320,"PL","PL9","PL92","PL922",c(20.40108434, 52.53576589)
50243486,"PL","PL6","PL62","PL622",c(20.76677386, 54.009107)
50243682,"LT","LT0","LT02","LT023",c(21.24066809, 55.74666091)
50243722,"LT","LT0","LT02","LT023",c(21.34357416, 56.10099521)
50243736,"LT","LT0","LT02","LT023",c(21.38011981, 56.22499078)
50243812,"LV","LV0","LV00","LV003",c(21.58345904, 56.89791523)
50244248,"FI","FI1","FI1C","FI1C1",c(22.93725026, 60.75178891)
50244278,"FI","FI1","FI1C","FI1C1",c(23.04407247, 61.01652062)
50244296,"FI","FI1","FI19","FI197",c(23.10913633, 61.17532962)
50244500,"FI","FI1","FI19","FI194",c(23.90159219, 62.97347798)
50244526,"FI","FI1","FI19","FI194",c(24.01045671, 63.2024137)
50244544,"FI","FI1","FI1D","FI1D5",c(24.08695169, 63.36087322)
50244572,"FI","FI1","FI1D","FI1D5",c(24.20782112, 63.60730833)
50262740,"HU","HU1","HU12","HU120",c(19.35617035, 47.3719807)
50262830,"SK","SK0","SK03","SK032",c(19.50467417, 48.17437822)
50263028,"PL","PL2","PL21","PL214",c(19.85336493, 49.9376128)
50263690,"LT","LT0","LT02","LT023",c(21.29260752, 55.81472663)
50263702,"LT","LT0","LT02","LT023",c(21.32346158, 55.92102234)
50263708,"LT","LT0","LT02","LT023",c(21.33896351, 55.97416712)
50263720,"LT","LT0","LT02","LT023",c(21.37011836, 56.08045049)
50263798,"LV","LV0","LV00","LV003",c(21.57765778, 56.77109172)
50263838,"LV","LV0","LV00","LV003",c(21.68759086, 57.12513129)
50264180,"FI","FI1","FI1C","FI1C1",c(22.73771566, 60.14829023)
50264234,"FI","FI1","FI1C","FI1C1",c(22.92393465, 60.62495922)
50264288,"FI","FI1","FI19","FI197",c(23.11648742, 61.10142932)
50264450,"FI","FI1","FI19","FI194",c(23.73545098, 62.52956131)
50265008,"FI","FI1","FI1D","FI1D7",c(26.48505177, 67.42934127)
50265206,"FI","FI1","FI1D","FI1D7",c(27.77962341, 69.15731159)
50282626,"HU","HU3","HU33","HU331",c(19.20210217, 46.35250619)
50282640,"HU","HU3","HU33","HU331",c(19.2237738, 46.47748031)
50282676,"HU","HU3","HU33","HU331",c(19.28010734, 46.79877137)
50282690,"HU","HU3","HU33","HU331",c(19.30225378, 46.92369056)
50282716,"HU","HU1","HU12","HU120",c(19.34374344, 47.15564319)
50282744,"HU","HU1","HU12","HU120",c(19.38895619, 47.40538051)
50282856,"SK","SK0","SK03","SK032",c(19.57551384, 48.4037444)
50282928,"SK","SK0","SK03","SK031",c(19.70048555, 49.04506984)
50283108,"PL","PL7","PL72","PL722",c(20.03158802, 50.64682029)
50283112,"PL","PL7","PL72","PL722",c(20.03926629, 50.68239022)
50283220,"PL","PL7","PL71","PL713",c(20.2522004, 51.64238969)
50283482,"PL","PL6","PL62","PL622",c(20.81795228, 53.96828278)
50283518,"PL","PL6","PL62","PL622",c(20.90168127, 54.28755159)
50283700,"LT","LT0","LT02","LT023",c(21.349905, 55.90048355)
50284206,"FI","FI1","FI1C","FI1C1",c(22.86219949, 60.37457328)
50284220,"FI","FI1","FI1C","FI1C1",c(22.91078094, 60.49813489)
50284232,"FI","FI1","FI1C","FI1C1",c(22.95275729, 60.60403422)
50284328,"FI","FI1","FI19","FI197",c(23.30012512, 61.4508654)
50284436,"FI","FI1","FI19","FI197",c(23.71717136, 62.40273329)
50284502,"FI","FI1","FI19","FI194",c(23.98692726, 62.98396967)
50284508,"FI","FI1","FI19","FI194",c(24.0120438, 63.036791)
50284620,"FI","FI1","FI1D","FI1D9",c(24.50016858, 64.02219064)
50284688,"FI","FI1","FI1D","FI1D9",c(24.81554042, 64.6198749)
50284804,"FI","FI1","FI1D","FI1D9",c(25.39021654, 65.63828871)
50285020,"FI","FI1","FI1D","FI1D7",c(26.60278618, 67.52996994)
50285214,"FI","FI1","FI1D","FI1D7",c(27.88474724, 69.222303)
50301954,"IT","ITF","ITF4","ITF45",c(18.32063719, 40.3315119)
50302620,"HU","HU3","HU33","HU331",c(19.21862798, 46.29671427)
50302926,"SK","SK0","SK03","SK031",c(19.72410491, 49.02489275)
50303214,"PL","PL7","PL71","PL713",c(20.26869646, 51.58655638)
50303340,"PL","PL9","PL92","PL922",c(20.53153243, 52.70560602)
50303642,"LT","LT0","LT02","LT023",c(21.23356241, 55.38388988)
50303656,"LT","LT0","LT02","LT023",c(21.26885335, 55.50791934)
50303660,"LT","LT0","LT02","LT023",c(21.27898485, 55.54335424)
50303674,"LT","LT0","LT02","LT023",c(21.31461586, 55.66736912)
50303696,"LT","LT0","LT02","LT023",c(21.37114959, 55.86222671)
50303796,"LV","LV0","LV00","LV003",c(21.63677542, 56.74758954)
50303804,"LV","LV0","LV00","LV003",c(21.65865967, 56.81839346)
50303814,"LV","LV0","LV00","LV003",c(21.68615129, 56.90689311)
50304402,"FI","FI1","FI19","FI197",c(23.62017894, 62.09970818)
50304582,"FI","FI1","FI1D","FI1D5",c(24.36972266, 63.68431787)
50305068,"FI","FI1","FI1D","FI1D7",c(26.94700562, 67.94496273)
50322648,"HU","HU3","HU33","HU331",c(19.28799857, 46.5444031)
50322756,"HU","HU1","HU12","HU120",c(19.46122529, 47.50781242)
50322774,"HU","HU1","HU12","HU120",c(19.49090274, 47.6682938)
50322912,"SK","SK0","SK03","SK032",c(19.7265171, 48.89785709)
50322994,"PL","PL2","PL21","PL219",c(19.87364947, 49.62782325)
50323008,"PL","PL2","PL21","PL214",c(19.89932808, 49.75240514)
50323020,"PL","PL2","PL21","PL214",c(19.92147105, 49.85917898)
50323026,"PL","PL2","PL21","PL214",c(19.93258879, 49.91256224)
50323074,"PL","PL2","PL21","PL214",c(20.02265753, 50.33954098)
50323462,"PL","PL6","PL62","PL622",c(20.83219444, 53.78553363)
50323502,"PL","PL6","PL62","PL622",c(20.92486734, 54.140267)
50323756,"LV","LV0","LV00","LV003",c(21.56076797, 56.39063359)
50323762,"LV","LV0","LV00","LV003",c(21.57685857, 56.44374633)
50323806,"LV","LV0","LV00","LV003",c(21.69648682, 56.83317529)
50324178,"FI","FI1","FI1C","FI1C1",c(22.83694677, 60.12094082)
50324190,"FI","FI1","FI1C","FI1C1",c(22.87806811, 60.22685104)
50324316,"FI","FI1","FI19","FI197",c(23.32876441, 61.33830154)
50324484,"FI","FI1","FI19","FI194",c(23.98878975, 62.81836983)
50324538,"FI","FI1","FI1D","FI1D5",c(24.21693374, 63.29360467)
50324550,"FI","FI1","FI1D","FI1D5",c(24.26877091, 63.39917666)
50324560,"FI","FI1","FI1D","FI1D5",c(24.31229279, 63.48714312)
50324578,"FI","FI1","FI1D","FI1D5",c(24.39138487, 63.64545904)
50324884,"FI","FI1","FI1D","FI1D7",c(25.90237221, 66.33149278)
50324938,"FI","FI1","FI1D","FI1D7",c(26.20630785, 66.80427041)
50325010,"FI","FI1","FI1D","FI1D7",c(26.63186707, 67.43394667)
50342776,"HU","HU1","HU12","HU120",c(19.52066151, 47.68381473)
50343024,"PL","PL2","PL21","PL214",c(19.95649989, 49.89233785)
50343142,"PL","PL7","PL72","PL721",c(20.18200433, 50.9416727)
50343154,"PL","PL7","PL72","PL721",c(20.20564804, 51.04833325)
50343244,"PL","PL7","PL71","PL715",c(20.3873737, 51.84799204)
50343250,"PL","PL7","PL71","PL715",c(20.39977161, 51.90128431)
50343442,"PL","PL6","PL62","PL622",c(20.81648259, 53.60546065)
50343732,"LT","LT0","LT02","LT023",c(21.52873778, 56.17529124)
50343746,"LT","LT0","LT02","LT023",c(21.56597418, 56.29922686)
50343760,"LV","LV0","LV00","LV003",c(21.60349529, 56.42315095)
50343778,"LV","LV0","LV00","LV003",c(21.65216017, 56.58246496)
50343782,"LV","LV0","LV00","LV003",c(21.6630399, 56.61786547)
50343800,"LV","LV0","LV00","LV003",c(21.71229572, 56.77715611)
50343970,"EE","EE0","EE00","EE004",c(22.20274924, 58.28061294)
50344270,"FI","FI1","FI1C","FI1C1",c(23.19626968, 60.92932588)
50344348,"FI","FI1","FI19","FI197",c(23.48592808, 61.61697011)
50344366,"FI","FI1","FI19","FI197",c(23.55483709, 61.7755917)
50344878,"FI","FI1","FI1D","FI1D7",c(25.91238658, 66.27483298)
50344932,"FI","FI1","FI1D","FI1D7",c(26.21567466, 66.74757256)
50345050,"FI","FI1","FI1D","FI1D7",c(26.92445946, 67.77900866)
50345130,"FI","FI1","FI1D","FI1D7",c(27.4445816, 68.47688583)
50361942,"IT","ITF","ITF4","ITF45",c(18.3763925, 40.2176772)
50362630,"HU","HU3","HU33","HU331",c(19.3115321, 46.37925294)
50362720,"HU","HU1","HU12","HU120",c(19.45496683, 47.1822031)
50362788,"HU","HU3","HU31","HU313",c(19.5671482, 47.78846066)
50362842,"SK","SK0","SK03","SK032",c(19.65867328, 48.26965296)
50363022,"PL","PL2","PL21","PL214",c(19.9803919, 49.87210855)
50363026,"PL","PL2","PL21","PL214",c(19.98784712, 49.90769296)
50363130,"PL","PL7","PL72","PL722",c(20.18665495, 50.83250929)
50363490,"PL","PL6","PL62","PL622",c(20.95729246, 54.02844626)
50363718,"LT","LT0","LT02","LT023",c(21.52348997, 56.04847626)
50363736,"LT","LT0","LT02","LT023",c(21.57118039, 56.20782137)
50364240,"FI","FI1","FI1C","FI1C1",c(23.1244643, 60.66141055)
50364448,"FI","FI1","FI19","FI194",c(23.9170201, 62.49433308)
50364606,"FI","FI1","FI1D","FI1D9",c(24.59563407, 63.88421273)
50364624,"FI","FI1","FI1D","FI1D9",c(24.67768621, 64.04240206)
50364678,"FI","FI1","FI1D","FI1D9",c(24.93012361, 64.5167678)
50364808,"FI","FI1","FI1D","FI1D9",c(25.57929856, 65.65740844)
50382636,"HU","HU3","HU33","HU331",c(19.34675452, 46.43054431)
50382658,"HU","HU3","HU33","HU331",c(19.38148375, 46.62685989)
50382730,"HU","HU1","HU12","HU120",c(19.4974925, 47.2690803)
50382960,"PL","PL2","PL21","PL219",c(19.89388077, 49.31799862)
50383086,"PL","PL2","PL21","PL214",c(20.12928769, 50.43885264)
50383320,"PL","PL9","PL91","PL913",c(20.60552474, 52.51764914)
50383432,"PL","PL6","PL62","PL622",c(20.85348908, 53.51140637)
50383504,"PL","PL6","PL62","PL622",c(21.02044642, 54.14984643)
50383522,"PL","PL6","PL62","PL622",c(21.0631555, 54.30940764)
50383668,"LT","LT0","LT02","LT023",c(21.42477841, 55.60291142)
50383678,"LT","LT0","LT02","LT023",c(21.45058226, 55.69146115)
50383732,"LT","LT0","LT02","LT023",c(21.59234244, 56.16952693)
50383750,"LT","LT0","LT02","LT023",c(21.64052271, 56.3288436)
50383804,"LV","LV0","LV00","LV003",c(21.78793765, 56.80667743)
50384260,"FI","FI1","FI1C","FI1C2",c(23.23226845, 60.83444879)
50384346,"FI","FI1","FI19","FI197",c(23.55207417, 61.59247908)
50384494,"FI","FI1","FI19","FI194",c(24.14558636, 62.89561255)
50384652,"FI","FI1","FI1D","FI1D9",c(24.8475306, 64.28460656)
50384994,"FI","FI1","FI1D","FI1D7",c(26.669121, 67.28118587)
50385232,"FI","FI1","FI1D","FI1D7",c(28.2567818, 69.3552659)
50401930,"IT","ITF","ITF4","ITF45",c(18.40873611, 40.10580449)
50402656,"HU","HU3","HU33","HU331",c(19.40422897, 46.60674103)
50402876,"SK","SK0","SK03","SK032",c(19.77124312, 48.5677711)
50402992,"PL","PL2","PL21","PL219",c(19.97982656, 49.60032966)
50403010,"PL","PL2","PL21","PL214",c(20.01319777, 49.76046931)
50403182,"PL","PL7","PL71","PL713",c(20.3466434, 51.28958398)
50403208,"PL","PL7","PL71","PL713",c(20.39945631, 51.52055886)
50403244,"PL","PL7","PL71","PL715",c(20.4736827, 51.84029821)
50403250,"PL","PL7","PL71","PL715",c(20.48618002, 51.89358002)
50403370,"PL","PL9","PL92","PL922",c(20.74399471, 52.95873889)
50403388,"PL","PL9","PL92","PL924",c(20.78400427, 53.11843523)
50403710,"LT","LT0","LT02","LT023",c(21.56573303, 55.9719028)
50403872,"LV","LV0","LV00","LV003",c(22.01274678, 57.4051416)
50404972,"FI","FI1","FI1D","FI1D7",c(26.58152156, 67.08463911)
50405140,"FI","FI1","FI1D","FI1D7",c(27.65262626, 68.55030686)
50405152,"FI","FI1","FI1D","FI1D7",c(27.73489843, 68.65478642)
50422622,"HU","HU3","HU33","HU331",c(19.37636798, 46.30107247)
50422798,"HU","HU3","HU31","HU313",c(19.66354929, 47.87057184)
