"POINTID_2015","POINTID_2018","SURVEY_DATE","Revisited_point","Elevation","Coarse","Clay","Sand","Silt","pH_CaCl2_2015","pH_CaCl2_2018","pH_H20","pH_H2O","EC_2015","EC_2018","OC_2015","OC_2018","OC..20.30.cm.","CaCO3_2015","CaCO3_2018","CaCO3..20.30.cm.","P_2015","P_2018","N_2015","N_2018","K_2015","K_2018","LC_2015","LC_2018","LU_2015","LU_2018","NUTS_0_2015","NUTS_0_2018","NUTS_1_2015","NUTS_1_2018","NUTS_2_2015","NUTS_2_2018","NUTS_3_2015","NUTS_3_2018","Soil_Stones","Depth","Ox_Al","Ox_Fe","Elev","TH_LAT","TH_LONG"
27301972,27301972,"31-05-18","No",116,NA,NA,NA,NA,4.5,4.3,5.11,5,3.78,10.17,15,"11.5","",0,NA,NA,11.1,"< LOD",1.1,"1",29.8,"108.9","E20","E20","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT185","PT185",1,"0-20 cm",NA,NA,153,39.08650659,-8.480398084
27301980,27301980,"30-05-18","No",108,NA,NA,NA,NA,5.9,4.6,6.38,5.42,3.86,4.25,5.7,"9.2","",0,"1",NA,0,"< LOD",0.4,"0.6",21.7,"20.4","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT185","PT185",1,"0-20 cm",NA,NA,142,39.15660199,-8.500555622
27302020,27302020,"18-06-18","No",125,NA,NA,NA,NA,5.6,6.1,5.97,6.39,3.88,5.83,13.6,"15.2","13.7",0,NA,NA,5.3,"< LOD",1.3,"1.3",52.6,"54.5","B81","B81","U111","U111","PT","PT","PT1","PT1","PT16","PT16","PT16I","PT16I",1,"0-20 cm",NA,NA,149,39.50689337,-8.602248621
27302044,27302044,"22-06-18","No",192,NA,NA,NA,NA,3.1,2.9,4.08,4.03,6.81,10.15,56.7,"137","",28,"1",NA,11,"< LOD",2.1,"3.7",37.6,"154.7","C32","C10","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16I","PT16I",1,"0-20 cm",NA,NA,278,39.71691972,-8.663997248
27321748,27321748,"09-06-18","No",120,NA,NA,NA,NA,7,6.9,7.33,7.35,22.2,21.8,22.4,"57.2","30.3",503,"334",429,25.3,"< LOD",2.8,"3.6",404.6,"608.7","B81","B81","U111","U111","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",1,"0-20 cm",0.7,0.9,257,37.12302697,-7.917530136
27321784,27321784,"17-05-18","No",125,NA,NA,NA,NA,5.1,4.9,5.52,5.75,6.37,3.58,11.7,"13","",0,NA,NA,9.2,"< LOD",1.3,"1.4",48.1,"30.2","F40","E20","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",NA,NA,404,37.43994321,-8.001415407
27341920,27341920,"08-06-18","No",387,NA,NA,NA,NA,5.9,6.3,6.26,6.65,6.93,17.75,14.6,"10.5","12.5",0,"1",NA,28.5,"16.9",1.6,"1",151.1,"118.2","E20","B15","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",NA,NA,287,38.63924275,-8.306084154
27361828,27361828,"28-07-18","No",79,NA,NA,NA,NA,6.4,6,6.56,6.46,14.42,16.62,39.9,"49.8","",2,"1",NA,11.4,"10.9",3.3,"4",191.1,"331.2","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",2,"0-20 cm",NA,NA,236,37.83547155,-8.061192063
27361846,27361846,"24-07-18","No",149,NA,NA,NA,NA,7.2,7.2,7.63,7.92,14.47,13.46,9.6,"10.3","",42,"22",NA,19.5,"22.5",0.9,"0.9",269.1,"303.2","B81","B81","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",2,"0-10 cm",2,4,223,37.99370508,-8.104139267
27361954,27361954,"06-06-18","No",391,NA,NA,NA,NA,4.8,4.2,5.23,5.16,2.86,3.06,5.8,"9","",0,"1",NA,0,"< LOD",0.5,"0.5",23.3,"21.2","E10","C22","U111","U120","PT","PT","PT1","PT1","PT18","PT18","PT185","PT185",1,"0-20 cm",NA,NA,148,38.94179381,-8.367875561
27362062,27362062,"29-06-18","No",362,NA,NA,NA,NA,3.8,4.6,4.5,5.01,13.66,29.1,24.3,"28.7","",0,"1",NA,12.4,"46.3",2,"2.2",39.6,"91.4","C32","C10","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16F","PT16F",1,"0-20 cm",NA,NA,136,39.88763555,-8.642388851
27381902,27381902,"03-07-18","No",251,NA,NA,NA,NA,4.7,4,5.18,4.71,4.03,8.69,16.7,"16.1","11.9",0,NA,NA,17.4,"< LOD",1.7,"1.5",92.3,"65.3","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",NA,NA,255,38.48989142,-8.217254276
27381916,27381916,"08-06-18","No",88,NA,NA,NA,NA,4.7,5,5.21,5.46,12.33,14.91,28.3,"14.5","",0,"1",NA,9.2,"< LOD",2.2,"1.2",120.2,"128.2","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",1.2,3.5,333,38.61277672,-8.251515379
27381926,27381926,"08-06-18","No",235,NA,NA,NA,NA,5.7,5.9,5.99,6.28,7.82,13.21,13.2,"20.1","",0,NA,NA,7.6,"15.5",1.2,"1.7",52.2,"62.7","E20","E20","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",NA,NA,233,38.70052885,-8.276096238
27382028,27382028,"25-06-18","No",77,NA,NA,NA,NA,6.1,5.2,6.18,5.54,7.54,25.1,27.1,"21.9","17.6",0,NA,NA,4.1,"< LOD",1.9,"1.6",74.1,"97.6","B81","B81","U111","U415","PT","PT","PT1","PT1","PT16","PT16","PT16I","PT16I",1,"0-20 cm",NA,NA,201,39.59450173,-8.532099306
27401804,27401804,"14-05-18","No",284,NA,NA,NA,NA,5.4,5.3,5.57,5.76,5.17,7.03,8.3,"9.5","6.6",0,NA,NA,12.1,"< LOD",1.2,"1.2",40.3,"48.8","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",NA,NA,288,37.63287273,-7.960229523
27401840,27401840,"26-08-18","No",100,NA,NA,NA,NA,7.4,7.2,7.76,7.89,17.61,15.75,12.3,"13.8","12.7",21,"194",214,14.5,"< LOD",1.2,"1",361.9,"234.8","B31","F40","U111","U112","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",NA,NA,198,37.94949001,-8.04546633
27402038,27402038,"25-06-18","No",97,NA,NA,NA,NA,3.6,3.5,4.31,4.31,4.53,5.05,40.4,"38.9","",0,"1",NA,5.3,"< LOD",1.2,"1.4",34.4,"51.9","C32","C32","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16I","PT16I",2,"0-20 cm",NA,NA,231,39.68642896,-8.535023205
27402128,27402128,"02-07-18","No",172,NA,NA,NA,NA,4.7,5.3,5.29,5.87,2.9,2.6,3.3,"2.4","3.1",0,NA,NA,5.5,"< LOD",0.2,"< LOD",12,"< LOD","C22","C22","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16E","PT16E",1,"0-20 cm",NA,NA,66,40.47345671,-8.769787704
27421740,27421740,"05-06-18","No",120,NA,NA,NA,NA,7.6,7.4,7.96,7.99,14.74,14.06,18,"15.8","12.8",363,"329",300,4.4,"< LOD",1.5,"1.7",237.9,"264.5","C10","C10","U120","U120","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",1,"0-20 cm",NA,NA,110,37.07357074,-7.789523471
27421762,27421762,"17-07-18","No",114,NA,NA,NA,NA,6.4,5.9,6.37,6.56,19.72,5.83,17.9,"23","",2,NA,NA,12.4,"< LOD",2,"2.5",355.6,"245.9","D10","D10","U410","U420","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",1,"0-20 cm",NA,NA,432,37.26737422,-7.840226945
27421780,27421780,"19-07-18","No",97,NA,NA,NA,NA,5.7,5.4,6.23,6.36,5.43,4.58,5.3,"6.2","6.5",1,NA,NA,0,"< LOD",0.8,"0.8",62.5,"57.6","C22","C22","U120","U120","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",1,"0-20 cm",NA,NA,304,37.42587121,-7.882013906
27421902,27421902,"24-05-18","No",189,NA,NA,NA,NA,5.1,7.1,5.51,7.44,10.15,39.8,25.5,"7.7","8.1",0,"36",44,25.5,"< LOD",2.5,"0.6",125.2,"45","E20","E20","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",NA,NA,248,38.49848408,-8.172593972
27422006,27422006,"29-05-18","No",304,NA,NA,NA,NA,5.3,5.3,5.86,5.92,3.2,10.79,3.4,"5.1","",0,NA,NA,15.3,"32.4",0.5,"0.7",41.4,"43.9","B16","B16","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT185","PT185",1,"0-20 cm",NA,NA,78,39.41058515,-8.430829259
27422010,27422010,"29-05-18","No",135,NA,NA,NA,NA,7.2,6.8,7.38,7.33,31,19.46,10.1,"10.6","",5,NA,NA,31.5,"25.4",1.3,"1.3",216.7,"217","B16","B15","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT185","PT185",4,"0-20 cm",0.6,2.5,74,39.44562452,-8.440962163
27461842,27461842,"26-08-18","No",120,NA,NA,NA,NA,6.4,6.2,6.62,6.9,10.17,5.83,7.9,"9.7","",1,NA,NA,12.6,"52.7",0.9,"0.7",170.1,"140","B31","B13","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",3,"0-10 cm",NA,NA,216,37.97982158,-7.983712405
27461868,27461868,"19-08-18","No",72,NA,NA,NA,NA,4.7,4.7,5.32,5.68,5.75,6.07,9.7,"12.1","",0,NA,NA,9.8,"10.4",1.1,"1.3",80.2,"120.5","E20","E20","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",NA,NA,182,38.20837457,-8.045813739
27461892,27461892,"04-07-18","No",126,NA,NA,NA,NA,5,4.8,5.71,5.74,4.66,5.85,9.7,"12.9","10.3",0,NA,NA,0,"< LOD",1,"1.1",60.9,"52.6","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",2,"0-20 cm",NA,NA,237,38.41923153,-8.103666991
27462022,27462022,"23-06-18","No",101,NA,NA,NA,NA,5,5,5.47,5.51,10.3,18.08,45.3,"33.8","",0,"1",NA,6.2,"< LOD",2.7,"2",135.5,"239.5","C10","C10","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16I","PT16I",1,"0-20 cm",NA,NA,119,39.55945695,-8.426123654
27462138,27462138,"29-05-18","No",383,NA,NA,NA,NA,4.2,4.1,5,5.04,2.27,2.37,3.2,"3.3","< LOD",0,NA,NA,3.5,"< LOD",0.2,"< LOD",16.8,"< LOD","C22","C22","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16D","PT16D",1,"0-20 cm",NA,NA,77,40.57415894,-8.72738882
27481828,27481828,"30-07-18","No",182,NA,NA,NA,NA,5.6,6.2,5.88,6.8,5.87,8.95,16.9,"23.6","13.7",0,NA,NA,4.6,"< LOD",1.8,"2.1",64,"60.7","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",NA,NA,188,37.86093134,-7.92837558
27481840,27481840,"26-08-18","No",127,NA,NA,NA,NA,5.2,5.3,5.45,6.14,9.91,9.09,6.8,"7.6","",0,"1",NA,24.3,"24.7",0.7,"1",79.6,"95.6","B31","B31","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",2,"0-20 cm",NA,NA,231,37.96647333,-7.956786288
27481894,27481894,"04-07-18","No",361,NA,NA,NA,NA,4.6,5.5,5.19,6.1,4.66,8.02,20.2,"14.7","21.7",0,NA,NA,11.7,"< LOD",2,"1.3",72.5,"78.2","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",NA,NA,225,38.44107094,-8.086193948
27481972,27481972,"30-05-18","No",241,NA,NA,NA,NA,6.4,4.1,6.66,4.78,9.85,5.74,7.8,"9.7","",2,"1",NA,7.7,"< LOD",0.6,"0.6",31.3,"31.1","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT186","PT186",1,"0-20 cm",NA,NA,217,39.12561598,-8.277726695
27482128,27482128,"03-05-18","No",318,NA,NA,NA,NA,6.9,5.7,7.27,6.17,6.14,5.02,5.1,"9.1","6.4",1,NA,NA,12.1,"< LOD",0.6,"0.8",31.7,"15.9","E20","E20","U111","U111","PT","PT","PT1","PT1","PT16","PT16","PT16D","PT16D",1,"0-20 cm",NA,NA,77,40.49121854,-8.677925269
27501780,27501780,"21-05-18","No",97,NA,NA,NA,NA,5.7,5.4,6.06,6.31,3.1,3.17,5.9,"6.2","4.6",0,NA,NA,4.4,"< LOD",0.9,"0.9",66.6,"67.2","B74","D10","U111","U415","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",4,"0-20 cm",NA,NA,295,37.44268222,-7.793951199
27501802,27501802,"29-07-18","No",63,NA,NA,NA,NA,5.4,5.8,5.78,6.35,4.75,6.15,7.9,"12","8.6",0,NA,NA,10.5,"10.7",1.1,"1.3",45.1,"46.3","E20","E20","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",2,"0-20 cm",NA,NA,233,37.63637118,-7.845168807
27501892,27501892,"23-05-18","No",316,NA,NA,NA,NA,4.8,4.6,5.45,5.59,4.93,5.85,9.3,"7.1","6.3",0,NA,NA,9.5,"< LOD",1,"0.7",32.8,"29.6","E20","E20","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",NA,NA,249,38.4277697,-8.059040764
27521862,27521862,"19-08-18","No",128,NA,NA,NA,NA,6.9,6.7,7.28,7.17,11.91,15.5,8.2,"21.5","",33,"30",NA,10.7,"14",0.9,"2.1",136.5,"223.7","E20","E20","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",NA,NA,210,38.16838432,-7.964727398
27521880,27521880,"04-07-18","No",185,NA,NA,NA,NA,6.9,6.6,7.36,7.32,12.06,8.03,20.8,"12.7","",13,"1",NA,4.9,"< LOD",2.3,"1.6",96.1,"105.1","B81","B81","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",NA,NA,366,38.32659296,-8.007829938
27522042,27522042,"03-07-18","No",55,NA,NA,NA,NA,6.4,6.5,6.53,6.69,8.6,11.02,31.7,"37.3","",1,"2",NA,6.4,"< LOD",1.9,"2.2",255.4,"320.7","C10","C10","U410","U420","PT","PT","PT1","PT1","PT16","PT16","PT16I","PT16I",1,"0-20 cm",NA,NA,267,39.74769001,-8.408952199
27522096,27522096,"21-06-18","No",177,NA,NA,NA,NA,7.1,6.8,7.36,7.36,22.4,14.95,12.8,"10.1","",42,"19",NA,110,"89.7",1.6,"1.2",71,"80.8","B21","E30","U113","U112","PT","PT","PT1","PT1","PT16","PT16","PT16E","PT16E",1,"0-20 cm",NA,NA,76,40.22027772,-8.548144841
27522114,27522114,"01-06-18","No",173,NA,NA,NA,NA,4.5,5.5,5.05,5.86,3,5.93,9.5,"4","6.3",0,NA,NA,0,"< LOD",0.5,"0.3",18.3,"12.3","C22","C22","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16E","PT16E",1,"0-20 cm",NA,NA,133,40.37768345,-8.595175679
27541756,27541756,"06-06-18","No",249,NA,NA,NA,NA,5.1,5.1,5.94,6,3.69,4.55,15.6,"25.8","",0,NA,NA,4.6,"< LOD",1.6,"2.2",145.2,"241.3","D20","D20","U410","U420","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",1,"0-20 cm",NA,NA,319,37.23962435,-7.694621989
27541792,27541792,"03-05-18","No",168,NA,NA,NA,NA,5.6,5.5,6.1,6.29,4.44,3.52,7,"9.7","",1,NA,NA,7.1,"< LOD",1.3,"1.5",48.2,"48.8","E20","E20","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",2,"0-20 cm",NA,NA,217,37.55673214,-7.777729769
27541810,27541810,"29-07-18","No",202,NA,NA,NA,NA,5.4,5.4,6.01,6.18,6.55,8.59,19.2,"23.5","13.1",0,NA,NA,10.8,"10.8",2,"2.1",75.9,"72.3","C22","C22","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",NA,NA,214,37.71519302,-7.819694228
27541828,27541828,"07-05-18","No",256,NA,NA,NA,NA,6.7,5.9,7,6.67,7.95,5.15,6.4,"9.8","6.5",1,NA,NA,16.9,"12.3",1,"1.2",76.1,"105.9","E10","E30","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",2,"0-20 cm",NA,NA,220,37.87359195,-7.861935525
27542110,27542110,"01-06-18","No",171,NA,NA,NA,NA,7.7,7.5,8.04,8.35,15.71,16.44,10.4,"7.2","20.6",449,"467",384,5,"< LOD",1.3,"1",209.3,"230.9","B82","B82","U111","U111","PT","PT","PT1","PT1","PT16","PT16","PT16E","PT16E",2,"0-20 cm",5.6,3.3,135,40.34711342,-8.561770601
27561764,27561764,"18-05-18","No",101,NA,NA,NA,NA,5.9,6.1,6.05,6.61,9.97,9.7,35,"44.8","",0,NA,NA,11.9,"12.9",2.8,"3.8",188.4,"312.3","D10","D10","U410","U420","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",1,"0-20 cm",NA,NA,245,37.31428407,-7.691011843
27561812,27561812,"25-08-18","No",154,NA,NA,NA,NA,6.3,5.3,6.63,6.14,34.1,5.86,9.1,"18.1","",1,NA,NA,7.1,"< LOD",1.2,"1.2",39.9,"47.7","B11","C10","U111","U120","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",NA,NA,220,37.73699578,-7.802264626
27561920,27561920,"20-06-18","No",228,NA,NA,NA,NA,5.6,6.8,6.02,7.22,9.4,42.49,16.2,"88.8","",0,"3",NA,11.4,"114.1",1.8,"7.6",83.3,"695.9","E10","E10","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",3,"0-20 cm",NA,NA,327,38.68648993,-8.05985082
27561952,27561952,"26-04-18","No",194,NA,NA,NA,NA,5.7,4.5,6.12,5.44,13.33,4.51,8.1,"4.2","2.4",0,NA,NA,11,"< LOD",0.9,"0.5",61,"27","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",3,"0-20 cm",NA,NA,162,38.9673951,-8.138163986
27561980,27561980,"30-05-18","No",178,NA,NA,NA,NA,6.4,4.1,6.83,5.11,5.03,3.96,6.5,"9.9","",1,"2",NA,4.4,"< LOD",0.5,"0.7",27.3,"24.5","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT185","PT186",2,"0-20 cm",NA,NA,216,39.21302743,-8.207455207
27561988,27561988,"26-06-18","No",73,NA,NA,NA,NA,4.5,4.3,5.26,5.15,10.91,5,38.1,"17.9","40.4",0,NA,NA,10.3,"< LOD",2.5,"1",77.8,"76.5","C10","C10","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16I","PT16I",2,"0-20 cm",NA,NA,225,39.28318073,-8.22738568
27562118,27562118,"02-07-18","No",245,NA,NA,NA,NA,5.7,4.9,5.99,5.43,8.75,11.52,17,"12","10.7",0,NA,NA,71.5,"127.2",1.5,"1",47.3,"49.1","B21","B41","U111","U111","PT","PT","PT1","PT1","PT16","PT16","PT16D","PT16D",1,"0-20 cm",NA,NA,113,40.42146744,-8.559769342
27562136,27562136,"29-05-18","No",90,NA,NA,NA,NA,4.4,4.1,4.95,4.75,10.22,7.67,22.2,"12.4","",0,"1",NA,78,"111.1",1.8,"1.3",63.8,"73.9","C10","C10","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16D","PT16D",1,"0-20 cm",NA,NA,102,40.57882319,-8.607088998
27601758,27601758,"04-06-18","No",297,NA,NA,NA,NA,5,5.2,5.7,6.05,3.57,4.53,12.3,"2.4","",0,NA,NA,6.9,"< LOD",1.7,"0.3",95.4,"102.2","D10","D10","U410","U420","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",1,"0-20 cm",NA,NA,220,37.26973116,-7.633296391
27601790,27601790,"01-05-18","No",401,NA,NA,NA,NA,6.1,6.2,6.32,6.84,9.19,8.26,17.1,"21.2","",0,NA,NA,20.2,"21.2",2,"2.4",162.2,"394.6","E10","E10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",NA,NA,245,37.5516643,-7.706921315
27601794,27601794,"13-07-18","No",903,NA,NA,NA,NA,5.8,5.7,6.12,6.55,6.15,4.08,12,"13.9","",2,NA,NA,6.9,"< LOD",1.3,"1.1",139.8,"111.7","C22","D20","U120","U420","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",4,"0-20 cm",NA,NA,199,37.5868922,-7.716184921
27601844,27601844,"11-08-18","No",113,NA,NA,NA,NA,6,5.8,6.33,6.55,6.03,7.63,8.1,"10.1","",0,NA,NA,14.6,"24.9",0.8,"1.1",133.1,"172.7","B31","E30","U111","U112","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",1,3.6,244,38.02698388,-7.833129722
27601942,27601942,"21-06-18","No",792,NA,NA,NA,NA,6.7,6.7,6.95,6.96,10.03,26.5,17.7,"24.4","",2,"2",NA,9,"14.2",1.5,"2",90.8,"166.8","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",4,"0-20 cm",NA,NA,201,38.88818492,-8.068669507
27602032,27602032,"04-07-18","No",1135,NA,NA,NA,NA,4.2,4.1,4.65,4.64,3.11,10.02,10.2,"22","",0,"3",NA,0,"< LOD",1.2,"1.8",44.3,"100.5","B81","C22","U111","U120","PT","PT","PT1","PT1","PT16","PT16","PT16I","PT16I",1,"0-20 cm",NA,NA,333,39.67747911,-8.292652508
27602150,27602150,"23-05-18","No",398,NA,NA,NA,NA,5.2,5.7,5.65,6.34,110.6,29.41,97,"47.2","",0,NA,NA,31.9,"< LOD",6.7,"4.1",218.1,"278.1","E20","E20","U420","U111","PT","PT","PT1","PT1","PT16","PT16","PT16D","PT16D",2,"0-20 cm",NA,NA,50,40.71000579,-8.598018758
27622062,27622062,"09-07-18","No",215,NA,NA,NA,NA,4,4,4.49,4.98,3.16,4.01,21.8,"49.7","",0,"1",NA,4.7,"< LOD",1,"2.1",49.5,"74.4","C10","C10","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16F","PT16F",1,"0-20 cm",NA,NA,419,39.94458503,-8.346205058
27641752,27641752,"05-06-18","No",254,NA,NA,NA,NA,5,4.8,5.5,5.7,7.45,4.94,24.6,"25.7","22.8",0,NA,NA,8,"< LOD",2.5,"2.6",165.9,"176.7","C10","C10","U120","U120","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",1,"0-20 cm",NA,NA,222,37.22513623,-7.575663712
27641832,27641832,"11-08-18","No",565,NA,NA,NA,NA,7.6,7.4,8,8.12,12,17.3,7,"8.2","",19,"35",NA,14.1,"10",0.9,"1",315.8,"291.3","B31","B81","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",1,"0-20 cm",NA,NA,234,37.92979423,-7.760527221
27641896,27641896,"04-07-18","No",348,NA,NA,NA,NA,4.6,4.5,5.25,4.92,3.94,13.05,10.9,"8","10.4",0,NA,NA,7.9,"< LOD",1.2,"0.9",45.9,"55","B55","B55","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",1.6,1.4,278,38.49264562,-7.912367462
27641914,27641914,"20-06-18","No",161,NA,NA,NA,NA,5.5,5.6,5.73,6.38,11.01,5.78,22.6,"15.4","",0,NA,NA,10.3,"< LOD",2.1,"1.6",112.9,"85.5","E20","E20","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",NA,NA,353,38.65080775,-7.955721568
27642102,27642102,"31-05-18","No",597,NA,NA,NA,NA,7.4,7.1,7.75,7.9,14.8,20.87,16.8,"11","",705,"702",NA,5.5,"< LOD",1.6,"1.6",154.6,"163.7","E20","B81","U111","U111","PT","PT","PT1","PT1","PT16","PT16","PT16E","PT16E",1,"0-20 cm",0.8,0.9,110,40.29906157,-8.426326777
27642156,27642156,"23-05-18","No",787,NA,NA,NA,NA,3,3.6,4.07,4.52,6.13,3.09,64.4,"10.2","",1,"1",NA,18.8,"< LOD",1.9,"0.4",27.1,"24.7","C10","C10","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16D","PT16D",1,"0-20 cm",NA,NA,80,40.77126112,-8.567768327
27661882,27661882,"29-06-18","No",165,NA,NA,NA,NA,4.6,5.3,5.19,5.74,4.24,5.74,13.4,"26.5","14.8",0,NA,NA,5.2,"< LOD",1,"1.8",71,"136.9","C10","C10","U120","U120","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",1,"0-20 cm",NA,NA,379,38.37380684,-7.856539308
27662020,27662020,"28-06-18","No",426,NA,NA,NA,NA,4.1,3.4,4.73,4.33,4.01,5.14,22.5,"80.4","",0,"1",NA,0,"< LOD",1.1,"2.8",33.2,"72.5","C10","C10","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16I","PT16I",1,"0-20 cm",NA,NA,320,39.58527342,-8.194301332
27681762,27681762,"04-06-18","No",804,NA,NA,NA,NA,5.4,5.4,6.15,6.27,3.43,4.26,8.4,"16.2","",0,NA,NA,5.5,"< LOD",1.2,"1.6",100.6,"188.2","B84","B84","U111","U111","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",1,"0-20 cm",NA,NA,158,37.32156629,-7.554494274
27681946,27681946,"25-04-18","No",682,NA,NA,NA,NA,6,5.2,6.27,6.01,7.49,4.36,4.6,"4.2","4.8",1,NA,NA,42.2,"12.6",0.6,"0.6",107,"76.4","B19","B15","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT187","PT187",4,"0-20 cm",NA,NA,148,38.94034874,-7.988548455
27682000,27682000,"19-06-18","No",495,NA,NA,NA,NA,4.6,4.3,5.31,5.19,3.92,4.5,15.7,"19.6","",0,"2",NA,7.8,"< LOD",1.2,"1.3",42.2,"66.4","C10","C10","U120","U120","PT","PT","PT1","PT1","PT16","PT16","PT16I","PT16I",1,"0-20 cm",NA,NA,232,39.4142123,-8.121636384
27682212,27682212,"10-06-18","No",997,NA,NA,NA,NA,4.4,4.6,4.63,5.15,33.2,21.34,19.8,"18.2","",0,NA,NA,53.3,"31.3",2.5,"2.2",152,"107.6","B55","B16","U111","U111","PT","PT","PT1","PT1","PT11","PT11","PT11A","PT11A",4,"0-20 cm",NA,NA,112,41.26925031,-8.671064479
27701754,27701754,"04-06-18","No",1039,NA,NA,NA,NA,5.6,5.7,6.18,6.42,6.04,5.7,16.3,"23.6","",1,NA,NA,6.9,"< LOD",1.8,"2.3",168.2,"221","B74","B74","U111","U111","PT","PT","PT1","PT1","PT15","PT15","PT150","PT150",3,"0-20 cm",0.6,0.9,175,37.25516696,-7.514302953
27701848,27701848,"11-08-18","No",1014,NA,NA,NA,NA,6,6.2,6.33,6.63,14.17,26.17,9.7,"15.2","",0,NA,NA,54.6,"60.2",1.1,"1.7",177.7,"308.9","B81","B81","U111","U111","PT","PT","PT1","PT1","PT18","PT18","PT184","PT184",4,"0-20 cm",NA,NA,233,38.0831551,-7.731497901
