"POINTID","pH_CaCl2","pH_H2O","EC","OC","CaCO3","P","N","K","Ox_Al","Ox_Fe","Elev","LC","LC_0","LU","BDsample_0","coarse_mas","geometry"
49063030,6.1,6.4,21.4,20.8,1,57.7,1.9,257.7,NA,NA,255,"B45","B","U111",1.079,0.08,c(18.19315139, 50.08787574)
49063498,5.9,6.23,35.4,31,NA,28.5,3.7,242.5,0.9,2,31,"B32","B","U111",0.845,0.12,c(19.00192668, 54.26029567)
49064428,6.1,6.52,6.03,17.6,NA,56.1,1.5,80.1,NA,NA,16,"F40","F","U112",1.1935,0.06,c(21.36954311, 62.52712847)
49064982,4.2,4.7,63.3,479.4,NA,13.5,26.7,104.1,NA,NA,171,"C10","C","U120",0.1405,0.01,c(23.63330965, 67.4352837)
49081786,7.3,7.85,19.38,14.6,240,NA,1.6,391,NA,NA,222,"B81","B","U111",0.833,0.08,c(16.73685563, 38.9273828)
49082872,6.4,6.78,22.2,47.2,3,NA,4.3,224.1,NA,NA,582,"C10","C","U120",0.185,0.09,c(17.98553092, 48.67482556)
49083010,7.1,7.5,21.7,21.5,5,85.8,1.9,344.2,NA,NA,250,"B32","B","U111",1.1815,0.09,c(18.19019157, 49.90733112)
49084870,3.5,4.2,10.96,149.4,NA,25.8,4.7,90.9,NA,NA,128,"C31","C","U120",0.3745,0.11,c(23.14121991, 66.44111838)
49101820,6,6.68,7.78,12.8,NA,11.6,1.2,164.1,NA,NA,557,"B81","B","U111",0.873,0.06,c(16.79118837, 39.23255184)
49102936,4.9,5.67,7.19,24.4,NA,12.6,2.6,136.9,NA,NA,741,"E20","E","U111",1.4015,0.12,c(18.10616084, 49.24458134)
49142992,5.8,6.43,5.44,14,NA,10.4,1.4,91.8,0.7,2.1,275,"B33","B","U111",1.25,0.06,c(18.24555865, 49.74061307)
49144846,4,4.6,30.7,197.4,NA,14.2,7.7,133.9,NA,NA,117,"C32","C","U120",0.2165,0.01,c(23.1619299, 66.2185529)
49161826,7.5,7.97,31.51,11,345,NA,1.5,321.2,0.6,0.7,512,"B15","B","U111",0.916,0.11,c(16.86572425, 39.28180645)
49162664,6.7,6.92,12.15,14.3,1,48.9,1.7,256.8,0.6,1,111,"B16","B","U111",1.521,0.02,c(17.80444364, 46.80745406)
49162820,7.3,7.88,18.61,20.9,84,27.3,1.8,234.8,NA,NA,142,"B11","B","U111",1.4555,0.05,c(18.01876873, 48.20236228)
49162978,3.5,3.94,10.73,29.5,NA,40,1.7,55.2,NA,NA,477,"C10","C","U120",1.076,0.2,c(18.25169263, 49.61361588)
49163194,3.8,4.48,3.4,16.5,1,83.3,1.3,21.6,1.9,3.6,195,"B14","B","U111",1.362,0.04,c(18.59908852, 51.54068151)
49163482,6,6.58,14.73,17.6,NA,39,2.2,196.3,NA,NA,33,"B11","B","U111",1.3905,0.04,c(19.12287614, 54.10659448)
49164374,3.6,4.16,15.76,191.3,NA,30.5,11.4,103.4,NA,NA,8,"C21","C","U120",0.298,0.09,c(21.38049584, 62.03354457)
49164932,3.8,4.59,5.21,65,NA,11.8,2.3,57,NA,NA,172,"C22","C","U120",0.817,0.32,c(23.61103283, 66.97557832)
49184882,4,4.74,3.72,11.8,NA,27.4,0.7,29.7,NA,NA,264,"C21","C","U120",0.955,0.27,c(23.41558754, 66.53006343)
49184918,4.1,4.76,4.47,16.8,NA,41.8,0.9,41.1,NA,NA,212,"C31","C","U120",0.8305,0.16,c(23.58741057, 66.84830741)
49203018,4.8,5.23,16.97,71.5,NA,11.6,6.7,197.1,NA,NA,237,"E20","E","U111",0.654,0.31,c(18.3688414, 49.96658625)
49203212,4.1,4.16,12.22,10.2,1,89.1,1.1,45.7,NA,NA,167,"B18","B","U111",1.3155,0.06,c(18.68719789, 51.69690379)
49203356,5.9,6.4,11.34,19.2,1,54.6,2,183.4,0.8,2.6,122,"B31","B","U111",0.9715,0.04,c(18.94358957, 52.98006021)
49203450,7.1,7.43,72.2,115.1,178,43.1,13.4,108.4,NA,NA,108,"B32","B","U111",1.479,0.07,c(19.12117086, 53.81717016)
49204444,5.2,5.45,31.9,434,NA,48.8,21.7,139.7,NA,NA,47,"E20","E","U111",0.3175,0.18,c(21.69155208, 62.64843329)
49242634,7.3,7.92,11.07,11.2,4,13,1.2,121.9,1,1.3,197,"B16","B","U111",1.385,0.03,c(17.86860983, 46.5314452)
49243008,4.6,5.29,7.12,14.2,1,NA,1.4,172.1,NA,NA,232,"E20","E","U111",1.339,0.1,c(18.40854988, 49.87324126)
49262008,7.3,7.84,15.28,21.9,12,23.3,2.1,731.3,NA,NA,278,"B73","B","U111",1.1435,0.14,c(17.16137712, 40.91316241)
49262866,6.3,6.8,16.87,14.6,NA,55.9,1.7,298.1,NA,NA,179,"B11","B","U111",1.455,0.02,c(18.21974919, 48.603456)
49263016,5.2,5.95,10.5,10.4,NA,25.6,1,181.4,NA,NA,274,"E20","E","U111",1.15,0.05,c(18.44883973, 49.9425681)
49282846,4.8,5.44,9.11,16.1,NA,13.3,1.8,171.1,NA,NA,303,"E20","E","U111",1.395,0.23,c(18.21724793, 48.4228088)
49283238,3.8,4.23,16.94,6.4,NA,67.6,0.9,65.8,NA,NA,161,"B16","B","U111",0.997,0.05,c(18.8477337, 51.92000411)
49302672,6.7,7.37,5.88,12.6,1,12.4,1.5,155.8,1,0.9,140,"B11","B","U111",1.764,0.05,c(17.99773126, 46.86561142)
49302960,3.2,3.67,8.36,25.4,NA,NA,1.6,36.7,NA,NA,746,"C21","C","U120",1.0805,0.13,c(18.41630943, 49.43868869)
49303252,4.2,4.68,11.04,10.7,1,46.5,1.3,60.2,NA,NA,143,"E20","E","U111",1.279,0.07,c(18.90146231, 52.04256537)
49322920,4.9,5.78,4.61,10.6,NA,NA,1.3,99.4,NA,NA,336,"E20","E","U111",1.379,0.01,c(18.38209685, 49.07958371)
49323304,4,4.33,11.23,4.2,NA,36.7,0.6,19.1,0.3,0.7,127,"B13","B","U111",1.115,0.03,c(19.02449895, 52.50358885)
49324888,3.4,4.2,5.41,72.7,NA,27.5,2,62.5,NA,NA,171,"C32","C","U120",0.509,0.21,c(23.75063534, 66.55845254)
49342622,5.5,5.93,13.29,27.3,NA,15.9,2.8,194.6,NA,NA,144,"C10","C","U120",1.054,0.06,c(17.98208644, 46.4144874)
49342736,5.1,5.99,3.46,6.1,NA,16.4,0.8,88.4,1,2.4,229,"B11","B","U111",1.6615,0.06,c(18.13889426, 47.4339294)
49342798,5.6,6.35,8.97,19.1,NA,25.1,2.1,270.1,NA,NA,109,"B31","B","U111",1.274,0.07,c(18.2275364, 47.98799433)
49342852,3.8,4.42,7.76,20.5,NA,78.5,1.6,100.9,NA,NA,380,"C10","C","U120",0.1025,0.04,c(18.30676463, 48.47036469)
49342934,5,5.71,4.93,12.4,NA,NA,1.4,118.4,NA,NA,365,"B72","B","U415",1.4775,0.04,c(18.43083218, 49.20250645)
49343050,5.7,6.35,12.56,13.6,NA,59,1.3,274.2,NA,NA,280,"B13","B","U111",1.3095,0.02,c(18.61451734, 50.23753978)
49343216,3.6,3.76,6.35,9.9,NA,73.6,0.9,22.2,NA,NA,185,"C22","C","U111",1.1135,0.03,c(18.89544604, 51.71741881)
49343288,4.5,4.93,19.35,7.9,NA,55.8,1,101.2,NA,NA,152,"B16","B","U111",0.84,0.09,c(19.0244621, 52.35885367)
49343312,5,5.53,21.2,39.2,NA,17.6,3.9,NA,1.3,2.3,103,"B14","B","U111",0.649,0,c(19.06849119, 52.57260899)
49344824,3.3,4.2,3.37,17.7,NA,NA,0.6,22.5,NA,NA,43,"C22","C","U120",1.076,0.3,c(23.49189819, 65.98957914)
49364510,6,6.42,10.28,25.3,NA,59.8,2.5,267.9,NA,NA,4,"A30","A","U319",1.1555,0.05,c(22.23631018, 63.20874762)
49364810,3.9,4.42,44.2,413.8,NA,10.8,16.3,635.9,NA,NA,6,"C22","C","U420",0.0375,0.07,c(23.47033438, 65.86239993)
49384418,3.3,3.84,7.18,44.1,NA,14.7,1.4,51.4,NA,NA,140,"C32","C","U120",0.813,0.25,c(21.94463793, 62.39088013)
49384832,3.4,4.28,17.28,456.3,NA,27.5,18.7,334.1,NA,NA,51,"C23","C","U120",0.158,0.07,c(23.61484961, 66.05324344)
49385056,3.3,4.23,2.58,23.5,NA,NA,1,31.5,NA,NA,235,"C22","C","U120",1.2195,0.14,c(24.75711223, 68.02935512)
49402656,7.1,7.32,21.6,42.4,8,NA,4.2,200.2,NA,NA,209,"C10","C","U120",1.0365,0.02,c(18.10607478, 46.71276252)
49423282,4.3,4.52,14.04,12.7,1,25.7,1.4,71.3,0.5,1.2,162,"B13","B","U111",1.489,0.06,c(19.130034, 52.29647003)
49423480,6.5,6.9,16.69,7.9,NA,42.6,0.9,100.2,NA,NA,21,"E20","E","U111",0.6215,0.24,c(19.51321547, 54.05877671)
49423488,6.6,7.1,12.01,10.4,NA,NA,1.3,72.5,NA,NA,128,"E20","E","U111",1.5385,0.02,c(19.52952051, 54.12994284)
49424542,3.3,4.07,8.13,90.1,NA,18.1,3.6,46.5,NA,NA,19,"C33","C","U120",0.8185,0.03,c(22.47381655, 63.48252601)
49425064,3.4,4.3,4.67,53.4,NA,18.4,1.6,72.6,NA,NA,241,"C22","C","U120",0.8675,0.04,c(24.89464084, 68.09209904)
49442934,7,7.83,18.76,23.4,322,NA,2.6,145.9,NA,NA,407,"E20","E","U111",1.342,0.07,c(18.56726007, 49.19213605)
49443136,4.9,5.29,12.64,7.8,NA,23.3,0.8,87.5,NA,NA,260,"E30","E","U111",0.7495,0.11,c(18.89886213, 50.99357508)
49443178,3.9,4.12,9.72,13,NA,40.7,1.3,40.2,NA,NA,206,"B14","B","U111",1.4725,0.05,c(18.971868, 51.36784634)
49443502,5.2,5.82,9.39,7.9,NA,34.5,0.9,60.8,NA,NA,161,"B14","B","U111",1.4815,0.07,c(19.5886604, 54.25210319)
49464312,5.6,6.03,20.4,50.6,NA,47.6,4.3,176.4,NA,NA,3,"B13","B","U111",0.882,0.09,c(21.73522615, 61.43980143)
49464498,3,4.25,10.52,439.8,NA,56.3,11.2,239.2,NA,NA,52,"C22","C","U120",0.0735,0.52,c(22.38624389, 63.0867795)
49482568,6.5,6.98,6.13,13.5,NA,39.5,1.6,161.6,NA,NA,105,"B31","B","U111",1.363,0.07,c(18.08991827, 45.91773662)
49483014,5.9,6.35,19.64,22.9,NA,11.6,2.4,76.7,NA,NA,299,"C10","C","U120",0.9215,0.05,c(18.75021193, 49.90159134)
49483302,5.4,6.07,5.97,8.1,NA,62.6,0.9,116.4,NA,NA,157,"B22","B","U111",1.461,0.04,c(19.25472929, 52.46775432)
49503208,5.3,5.87,16.5,33.5,NA,10.3,2.7,44.2,NA,NA,224,"E20","E","U111",1.2025,0.13,c(19.11101584, 51.62843775)
49504222,6.3,6.56,17.92,11.1,NA,39.9,1.2,117.4,0.8,4.4,5,"B13","B","U111",1.296,0.23,c(21.51916834, 60.63645577)
49504478,4.9,5.53,9.23,35.4,NA,25.5,2.7,353.3,NA,NA,30,"D20","D","U111",0.9415,0.05,c(22.38947853, 62.90346047)
49522970,2.9,3.41,8.52,57.9,NA,15.7,2.9,60.9,NA,NA,623,"C21","C","U120",1.037,0.15,c(18.73390934, 49.50487808)
49523266,4.9,5.26,15.41,10,NA,81.4,1.2,142.1,NA,NA,148,"B13","B","U111",1.379,0.08,c(19.24579655, 52.14268457)
49523276,7.3,7.93,14.87,11.9,7,38,1.4,29.5,NA,NA,145,"B11","B","U111",1.335,0.09,c(19.26439333, 52.23171701)
49523284,5.4,5.85,15.42,9.4,NA,76.1,1.2,151.5,0.4,0.9,161,"B11","B","U111",1.299,0.09,c(19.27933663, 52.30293927)
49523302,4.8,5.46,6.49,6.6,NA,14,0.9,65.6,1.2,1.4,142,"B21","B","U111",1.3255,0.04,c(19.31317497, 52.46317749)
49524464,3.2,4.14,7.71,181.1,NA,27.8,7.8,163,NA,NA,81,"C33","C","U120",0.5155,0.04,c(22.37643482, 62.7764154)
49544434,4.5,5.39,5.41,38.6,NA,57.6,1.8,74.3,NA,NA,87,"E30","E","U112",1.1145,0.04,c(22.30554483, 62.5077981)
49564412,5,5.65,7.87,18.6,NA,40,1.8,63,NA,NA,120,"B15","B","U111",1.197,0.04,c(22.26460995, 62.30998024)
49565214,3.6,4.3,8.52,115.3,NA,NA,4.3,136.3,NA,NA,260,"C10","C","U120",0.601,0.05,c(26.1383109, 69.38229132)
49582782,6.7,6.96,8.9,22.9,NA,18.2,2.3,312.3,NA,NA,125,"E20","E","U111",1.4085,0.02,c(18.52317426, 47.82064023)
49583316,3.7,4.08,5.38,6.2,NA,31.7,0.6,20.3,NA,NA,104,"C32","C","U120",1.437,0.02,c(19.42759243, 52.58085455)
49584522,5.5,5.95,8.54,23.5,NA,78.1,1.5,48.7,NA,NA,37,"B21","B","U111",1.307,0.03,c(22.71052242, 63.27982943)
49601964,7.2,7.71,16.48,28,5,14.7,3,291.5,NA,NA,203,"B81","B","U111",0.872,0.05,c(17.51436106, 40.48745766)
49603476,6,6.51,11.93,16.1,NA,39.1,1.9,196,0.8,4.4,126,"B41","B","U111",1.39,0.08,c(19.77749005, 54.00169772)
49604566,5.2,5.75,11.09,28.8,NA,16.9,2.3,75,1,2.3,8,"B53","B","U111",1.41,0.09,c(22.92195137, 63.66551302)
49604884,3.6,4.59,9.72,482.9,NA,53.2,23.4,242.8,NA,NA,49,"C32","C","U120",0.188,0.07,c(24.34231553, 66.47224842)
49623502,4.1,4.81,7.3,23.5,NA,13,2,147.6,NA,NA,88,"C10","C","U120",1.187,0.04,c(19.86250883, 54.23040455)
49624302,5.3,5.74,29.9,179.1,1,39.1,11.7,209.9,NA,NA,19,"B11","B","U111",0.704,0.13,c(21.99628073, 61.32712617)
49625026,3.6,4.3,2.45,16.8,NA,14.1,0.6,17.7,NA,NA,213,"C22","C","U120",1.247,0.05,c(25.14089735, 67.71860035)
49643278,7,7.47,10.11,5.5,2,22.7,0.7,NA,1.7,3.9,142,"B13","B","U111",1.5275,0.1,c(19.44256953, 52.23569721)
49644354,4.1,4.72,19.44,109.7,NA,54.8,5.8,110.4,NA,NA,92,"C10","C","U120",0.1515,0.28,c(22.21061357, 61.78427363)
49663176,4.3,5,3.54,11.1,NA,56.9,0.9,14.5,NA,NA,242,"C10","C","U120",1.1555,0.03,c(19.28198581, 51.32537202)
49663270,4.9,5.51,6.41,8.3,NA,61.8,0.9,45.6,NA,NA,142,"B11","B","U111",1.422,0.08,c(19.4564169, 52.16217289)
49663284,6.4,6.66,16.65,8.8,1,18.8,1.1,53.4,NA,NA,146,"B52","B","U111",1.66,0.08,c(19.48308629, 52.28676216)
49664548,3.6,4.59,2.71,12.2,NA,12.6,0.7,23.2,NA,NA,44,"C22","C","U120",1.3175,0.1,c(22.96865956, 63.49650223)
49664566,4,4.69,16.15,214.2,NA,47.6,9.6,118.7,NA,NA,37,"E10","E","U120",0.443,0.01,c(23.04043669, 63.65553838)
49682686,7.3,7.65,23.6,70.5,310,11.1,6.6,116.7,NA,NA,99,"E20","E","U111",0.973,0.06,c(18.51335534, 46.95274405)
49684564,5.2,5.58,34.6,172.3,NA,29.1,11.8,68.8,NA,NA,22,"B13","B","U111",0.5975,0.06,c(23.07187262, 63.63452622)
49684592,3.4,4.1,16.49,399.3,NA,25.2,17.1,142.4,NA,NA,3,"C10","C","U120",0.323,0.13,c(23.18547885, 63.88184381)
49701980,7.3,8.03,16.22,18.7,5,41.1,1.9,499.1,NA,NA,186,"B81","B","U111",0.9585,0.07,c(17.64870269, 40.62238356)
49703144,4.1,4.5,3.26,12.7,NA,41.4,0.9,NA,NA,NA,252,"C22","C","U120",1.592,0.03,c(19.28103279, 51.03585215)
49703500,5.9,6.15,15.21,11.4,1,21,1.5,126.3,NA,NA,86,"B18","B","U111",1.514,0.04,c(19.9798441, 54.2027926)
49704544,3.8,4.56,3.13,16.7,NA,NA,0.7,31.7,NA,NA,52,"C32","C","U120",1.1465,0.14,c(23.03127699, 63.45450804)
49704562,3.3,4.18,3.1,11.8,NA,10,0.5,16.8,NA,NA,42,"C23","C","U120",1.3315,0.1,c(23.10326536, 63.61350839)
49724396,3.7,4.43,2.17,13.4,NA,14.2,0.6,11.7,NA,NA,163,"C22","C","U120",1.0785,0.03,c(22.50901358, 62.14319772)
49724528,6.3,6.61,30.6,73.2,NA,53.1,5.3,158.7,2,4,50,"B53","B","U111",0.9635,0.15,c(23.00705949, 63.30983414)
49724574,4.5,5.03,10.19,77.6,NA,15.7,5.3,46,NA,NA,19,"B55","B","U111",1.0865,0.09,c(23.19130735, 63.71612234)
49741978,6.9,7.25,13.58,21.8,2,NA,2.3,761.6,NA,NA,158,"B54","B","U111",0.9405,0.13,c(17.69338939, 40.60073603)
49741988,7.2,7.83,15.4,16.8,5,26.9,1.9,728.3,NA,NA,148,"B81","B","U111",0.913,0.22,c(17.70436762, 40.69068545)
49742582,6.4,6.94,6.46,11.9,1,10.8,1.3,148.4,NA,NA,171,"B31","B","U111",1.098,0.26,c(18.44252758, 46.01698651)
49744242,5.1,5.66,11.97,52.5,NA,60.6,3.9,132.9,NA,NA,44,"B15","B","U111",0.932,0.09,c(22.01574819, 60.77778742)
49744314,3.9,4.68,37.1,471.1,NA,32.6,24.4,286.8,NA,NA,61,"C33","C","U120",0.151,0.1,c(22.25746483, 61.41483425)
49744548,4.3,4.7,38,128.2,NA,44.5,7.7,88.5,1.5,10.4,44,"B53","B","U111",0.815,0.02,c(23.125702, 63.48314486)
49763232,5.5,5.95,11.165,13,NA,77.75,1.25,117.05,NA,NA,292,"E20","E","U111",1.187,0.09,c(19.52893195, 51.81231928)
49763304,4.5,5.05,6.96,11.8,NA,41.5,1,20,NA,NA,113,"E30","E","U111",1.2165,0.04,c(19.6675282, 52.45290587)
49763448,4.1,4.36,98,488.4,NA,62.8,32.2,166.3,NA,NA,139,"E30","E","U120",0.214,0.01,c(19.96002056, 53.73325276)
49764590,3.8,4.26,19.35,89,NA,72.6,6.2,97.9,NA,NA,16,"B55","B","U111",0.824,0.08,c(23.33622052, 63.85059045)
49783174,4.3,4.82,4.12,10,NA,56.8,0.8,19.5,NA,NA,272,"C22","C","U120",1.3305,0.07,c(19.44923274, 51.29376615)
49783246,4.6,5.02,13.47,12.3,NA,45.3,1.6,26.5,0.8,1.4,179,"B15","B","U111",1.191,0.06,c(19.58436825, 51.93454539)
49783488,4.2,5.03,5.33,8.5,NA,66.5,0.9,129.2,NA,NA,97,"C10","C","U120",1.2875,0.05,c(20.07541792, 54.08622337)
49784290,3,3.89,11.64,200,NA,24.7,7.4,168.3,NA,NA,53,"C22","C","U120",0.336,0.14,c(22.24875983, 61.19631721)
49784578,3.9,4.56,13.05,222.5,NA,72,6.7,175.1,NA,NA,36,"C33","C","U120",0.417,0.12,c(23.32634822, 63.74124932)
49803016,4.6,5.12,12.14,19.8,NA,66.4,2.2,258.2,NA,NA,0,"C10","C","U120",1.266,0.05,c(19.1961105, 49.88431474)
49804816,4,4.44,22.8,91.3,NA,16.1,7.3,77.3,NA,NA,-12,"C31","C","U120",0.6845,0.08,c(24.43570094, 65.8360593)
49822698,7.5,8.1,17.36,16.3,29,17.8,1.6,192.9,NA,NA,115,"B32","B","U111",1.0375,0.05,c(18.7139645, 47.04532722)
49823260,6.5,6.82,15.44,10,1,55.9,1.2,105.5,NA,NA,148,"B14","B","U111",1.466,0.06,c(19.66908083, 52.05436236)
49824264,3.1,3.85,33.7,524.6,NA,112.1,27.8,380.8,NA,NA,65,"C31","C","U120",0.136,0.02,c(22.23360824, 60.96013401)
49824592,4.9,5.39,14.1,48.6,NA,40.7,3.8,111.2,NA,NA,18,"E10","E","U370",1.0155,0.05,c(23.46367447, 63.85794033)
49825168,4.4,4.94,2.16,18.3,NA,NA,0.8,25.8,NA,NA,159,"C22","C","U120",1.294,0.03,c(26.46684376, 68.92374647)
49843216,4.4,4.69,10.72,6,1,44,0.7,28,1.9,3.1,240,"B45","B","U111",1.331,0.04,c(19.61357677, 51.66053135)
49844454,3.4,4.21,11.33,136.7,NA,48.1,6.7,110.9,NA,NA,102,"C33","C","U120",0.3855,0.15,c(22.95165851, 62.63629395)
49844566,4.1,4.8,2.66,12.1,NA,13,0.6,17.9,NA,NA,52,"C22","C","U120",1.438,0.02,c(23.39542698, 63.62507665)
49862710,7.5,8.08,15.53,33.4,54,13.1,3.3,132.5,1.4,0.8,110,"B55","B","U111",1.2215,0.07,c(18.78432384, 47.14825201)
49862930,6.9,7.37,20.2,112.7,60,NA,4,84.4,NA,NA,564,"A30","A","U319",1.292,0.38,c(19.13300428, 49.11111504)
49863322,6.6,7.03,11.8,12.1,1,63.6,1.5,81.9,NA,NA,181,"B22","B","U111",1.3075,0.05,c(19.84941898, 52.60095695)
49864226,5,5.57,10.91,80,NA,59.6,6.2,191.6,NA,NA,30,"B15","B","U111",1.1005,0.13,c(22.17906575, 60.61783828)
49864414,4,4.53,2.93,18.8,NA,11.7,0.8,27,NA,NA,160,"C22","C","U120",1.2185,0.12,c(22.83881103, 62.27968401)
49864510,4.6,5.16,11.17,19.8,NA,87.8,1.6,50.7,1.9,2.4,53,"B15","B","U111",1.3095,0.04,c(23.2081197, 63.12742525)
49865206,4.2,4.89,2.26,25,NA,NA,1,28.3,NA,NA,197,"C32","C","U120",1.1725,0.29,c(26.8147317, 69.24761196)
49882700,7.6,8.16,12.3,25.1,34,NA,2.1,166.5,1.3,0.6,145,"B11","B","U111",1.2515,0.06,c(18.79542677, 47.05682091)
49883266,4.5,4.54,125.3,44.5,NA,22.2,4.2,NA,NA,NA,117,"E20","E","U111",0.98,0.03,c(19.76760808, 52.10055542)
49883510,4.2,4.99,4.43,9.7,NA,60.7,1.1,93.4,NA,NA,139,"E20","E","U111",1.337,0.06,c(20.27525123, 54.2690399)
49884814,3.6,4.45,3.08,29.7,NA,17.8,0.9,21.2,NA,NA,10,"C23","C","U120",0.94,0.04,c(24.59574189, 65.80347064)
49902530,7.2,7.54,14.02,11.1,3,75.8,1.3,223.5,NA,NA,136,"F40","F","U111",1.2985,0,c(18.57396392, 45.53554683)
49902614,7.5,7.74,37.2,18.1,25,NA,1.9,308.9,NA,NA,94,"B16","B","U111",1.39,0.11,c(18.69404962, 46.28645617)
49903118,4.1,4.9,3.17,7.6,NA,33.5,0.7,17,NA,NA,283,"E30","E","U420",1.598,0.01,c(19.51630011, 50.78130444)
49904342,3.4,5.08,17.91,285,2,87.2,9.5,324.6,NA,NA,121,"C22","C","U420",0.196,0.23,c(22.65075876, 61.63707129)
49904446,6,6.55,7.71,60.2,NA,56.9,3.1,133.6,NA,NA,91,"B51","B","U111",1.02,0.08,c(23.03545524, 62.55570433)
49922748,7,7.7,15.13,29.1,7,NA,2.7,223.9,NA,NA,148,"E20","E","U111",1.3195,0.21,c(18.92123718, 47.48106441)
49923342,6.3,6.74,12.04,15.3,NA,NA,1.9,20.4,NA,NA,156,"B52","B","U111",1.342,0.02,c(19.9779237, 52.77142146)
49924566,3.1,3.91,8.94,80.8,NA,24.5,3,96,1.1,2.7,60,"C32","C","U120",0.601,0.07,c(23.55297317, 63.61127966)
49942602,7.5,7.96,16.64,28.2,108,NA,1.9,87.9,NA,NA,85,"B11","B","U111",1.331,0.11,c(18.72809433, 46.17500762)
49942944,6.1,6.49,15.53,27.2,NA,NA,3.2,157.8,NA,NA,566,"E20","E","U111",1.0435,0.11,c(19.26549867, 49.22692423)
49962684,7.6,8.16,16.48,16.4,69,12.9,1.5,214.5,NA,NA,117,"B32","B","U111",1.305,0.05,c(18.87573716, 46.90537595)
49963038,5.6,5.96,13.41,27.1,NA,25.4,2.5,144.5,NA,NA,275,"C10","C","U420",0.886,0.06,c(19.45605252, 50.06204599)
49963164,4.9,5.43,10.22,8.4,NA,41.3,1,79.5,NA,NA,265,"B54","B","U111",1.6585,0.05,c(19.68647835, 51.18362946)
49963192,6.5,7.07,15.14,12.6,24,160.2,1.1,238.6,NA,NA,226,"E10","E","U420",0.8035,0.21,c(19.73958472, 51.43273978)
49963200,3.9,4.72,4.51,8.1,NA,67.5,0.9,66.2,NA,NA,217,"B18","B","U111",1.142,0.05,c(19.75488965, 51.50390564)
49964622,3.5,4.2,21.7,522.1,NA,33.4,24.2,136.9,NA,NA,42,"C22","C","U120",0.3185,0.18,c(23.8705286, 64.09796658)
49982656,7.4,8.23,16.05,15.7,54,35.1,1.4,322.2,1.1,0.7,178,"B82","B","U111",1.1945,0.06,c(18.85957754, 46.65317496)
49982916,6.6,6.97,33.5,50.8,8,12.3,4.4,81.6,NA,NA,598,"C10","C","U312",0.3345,0.25,c(19.27261785, 48.97285749)
49982998,5.2,5.48,34.6,36.2,NA,NA,3.9,148.4,NA,NA,586,"E20","E","U111",0.845,0.04,c(19.41323871, 49.70348446)
49983196,5.8,6.26,6.2,8.2,1,44.5,1,44,NA,NA,234,"B41","B","U111",1.106,0.03,c(19.77579428, 51.46592525)
49983234,5.6,5.99,33,33.2,NA,39.8,3.7,65.1,NA,NA,223,"E20","E","U111",1.069,0.02,c(19.84937198, 51.80390023)
49983280,7.3,7.74,17.62,11.7,47,NA,1.4,62.2,NA,NA,134,"B22","B","U111",1.5615,0.05,c(19.94027558, 52.2129154)
49984222,6.1,6.57,12.02,29.5,NA,42.5,2.8,266.5,2.8,7.9,45,"B43","B","U111",1.3125,0.05,c(22.38097882, 60.56381112)
49984648,3.7,4.57,3.68,41,NA,15.5,2.2,41.3,NA,NA,42,"C32","C","U120",1.0815,0.18,c(24.02492239, 64.32347577)
49984978,4.5,5.02,1.81,16.2,NA,32,0.7,19.8,NA,NA,210,"C22","C","U120",1.099,0.12,c(25.68242988, 67.22494995)
50001942,6.8,7.56,9.48,11.1,1,32.9,1.2,332.1,NA,NA,86,"B81","B","U111",0.9925,0.07,c(17.95720948, 40.2526724)
50003206,4.3,4.92,6.3,8.1,1,54,0.8,36.5,NA,NA,239,"B54","B","U111",1.0545,0.01,c(19.82364224, 51.55246397)
50003296,4.1,4.5,9.05,11.3,1,64.8,1.2,45.6,NA,NA,102,"B14","B","U111",1.163,0.04,c(20.00149452, 52.35269299)
50003436,4,4.46,11.87,43.4,NA,60.8,2.7,39.5,NA,NA,209,"C32","C","U120",0.868,0.05,c(20.2943473, 53.59657803)
50004308,4.7,5.36,7.34,36,1,36.8,2.9,245.1,NA,NA,87,"C10","C","U120",1.0115,0.04,c(22.71377312, 61.32057821)
50004394,3.3,4.03,13.12,116.7,NA,49.6,4.6,152.6,NA,NA,150,"C22","C","U120",0.4235,0.38,c(23.02739474, 62.08001356)
50004552,3.2,3.92,11.24,127.6,NA,23.5,4.5,104.1,NA,NA,88,"C32","C","U120",0.3755,0.08,c(23.65178138, 63.47390608)
50004646,3.2,3.82,10.14,49.2,NA,40.4,2.1,109,NA,NA,51,"C22","C","U120",0.6385,0.03,c(24.05631174, 64.30225573)
50022582,7.5,7.99,17.78,31,98,NA,2.1,127.7,0.8,1.2,87,"B33","B","U111",1.1435,0.08,c(18.80166701, 45.98780649)
50022924,4.9,5.52,10.32,22.7,NA,12.3,2.9,73.2,NA,NA,607,"E20","E","U111",1.239,0.03,c(19.34044635, 49.03961561)
50022946,4.6,5.42,5.2,23.5,NA,NA,3.2,149.3,NA,NA,549,"E20","E","U111",1.1885,0.12,c(19.37800539, 49.23564832)
50022978,4.6,5.29,11.15,27.1,NA,NA,3.2,86.3,NA,NA,724,"E20","E","U111",1.245,0.36,c(19.4333168, 49.52072951)
50023072,4.2,5.16,2.68,4.3,NA,NA,0.3,NA,NA,NA,374,"C22","C","U120",1.61,0.02,c(19.60060939, 50.35777132)
