"POINTID","SURVEY_DATE","Depth","pH_CaCl2","pH_H2O","EC","OC","OC..20.30.cm.","CaCO3","CaCO3..20.30.cm.","P","N","K","Ox_Al","Ox_Fe","Elev","NUTS_0","NUTS_1","NUTS_2","NUTS_3","TH_LAT","TH_LONG","LC","LU"
45842754,"29-05-18","0-20 cm",5.8,6.18,10.44,"27.7","","5",NA,"< LOD","3.2","158.5",NA,NA,593,"AT","AT3","AT31","AT315",47.84336232,13.51312906,"E20","U111"
45842800,"14-06-18","0-20 cm",6.7,7.28,17.86,"18.4","","1",NA,"42.3","2.4","156",NA,NA,431,"AT","AT3","AT31","AT311",48.25673808,13.54180049,"B11","U111"
45842808,"18-06-18","0-20 cm",5.3,5.81,22,"16.3","",NA,NA,"13.8","2","149.7",NA,NA,436,"AT","AT3","AT31","AT311",48.32862057,13.54684775,"B13","U111"
45842920,"28-06-18","0-20 cm",5.1,5.91,6.16,"10.8","",NA,NA,"< LOD","1.3","65.8",NA,NA,457,"CZ","CZ0","CZ03","CZ032",49.3347164,13.61947412,"E20","U111"
45842998,"27-07-18","0-20 cm",6.4,6.94,9.12,"13","",NA,NA,"21.2","1.5","83",NA,NA,459,"CZ","CZ0","CZ02","CZ020",50.0351304,13.67231584,"B11","U111"
45843316,"07-07-18","0-20 cm",3.7,4.44,4.65,"20.4","","2",NA,"15.1","1.3","25",NA,NA,77,"DE","DE4","DE40","DE405",52.8890102,13.90933712,"C33","U120"
45843352,"15-06-18","0-20 cm",7,7.33,13.42,"18","","10",NA,"27.9","1.5","163.7",0.6,2.2,67,"DE","DE4","DE40","DE40I",53.21197074,13.93858552,"B52","U111"
45843604,"10-09-18","0-20 cm",6.4,6.92,18.15,"23.3","","1",NA,"40.7","2.7","61.7",NA,NA,43,"SE","SE2","SE22","SE224",55.47238195,14.1592606,"B22","U111"
45843664,"09-08-18","0-20 cm",6.3,6.91,14.82,"9.9","",NA,NA,"53.2","1.2","139",1.2,4.7,-34,"SE","SE2","SE22","SE224",56.01054869,14.21629332,"B21","U111"
45843766,"10-08-18","0-20 cm",3.1,3.84,5.19,"48.3","",NA,NA,"10.3","1.5","32.8",NA,NA,161,"SE","SE2","SE21","SE211",56.92546506,14.31766231,"C22","U120"
45844024,"29-09-18","0-20 cm",3.5,4.39,6.37,"35.7","",NA,NA,"34.4","1.5","55.4",NA,NA,166,"SE","SE1","SE12","SE124",59.24016338,14.60194603,"C32","U120"
45844060,"23-08-18","0-20 cm",3.1,3.98,9.33,"100.4","",NA,NA,"26","4.6","141.6",NA,NA,184,"SE","SE1","SE12","SE124",59.56323428,14.64516585,"C22","U120"
45844090,"25-08-18","0-20 cm",4.4,5,19.35,"45","","1",NA,"< LOD","3.2","38.6",NA,NA,154,"SE","SE1","SE12","SE124",59.83248177,14.68191176,"C33","U120"
45844198,"22-09-18","0-20 cm",3.2,4.07,5.26,"51.5","","1",NA,"< LOD","1.9","48",NA,NA,184,"SE","SE3","SE31","SE312",60.80195568,14.81998505,"C22","U120"
45844294,"09-08-18","0-20 cm",3.1,4.11,8.54,"494.8","","1",NA,"23.4","12.3","30.9",NA,NA,320,"SE","SE3","SE31","SE313",61.66398434,14.95089402,"C22","U120"
45844306,"10-08-18","0-20 cm",4.3,5.1,2.9,"15.1","","1",NA,"10.4","0.7","30.5",NA,NA,377,"SE","SE3","SE31","SE313",61.77175807,14.96783647,"C32","U120"
45844414,"07-07-18","0-20 cm",4.3,5.15,3.25,"22.9","","1",NA,"< LOD","1.1","32.8",NA,NA,10385,"SE","SE3","SE32","SE322",62.74194263,15.12652481,"C21","U120"
45844432,"18-10-18","0-20 cm",3.3,4.16,8.11,"102.2","","1",NA,"22.9","2.8","146.4",NA,NA,343,"SE","SE3","SE32","SE322",62.90368084,15.15410938,"C33","U120"
45844438,"18-10-18","0-20 cm",5,5.59,10.93,"70.9","","1",NA,"< LOD","3.8","107.8",NA,NA,358,"SE","SE3","SE32","SE322",62.9575963,15.1633796,"C31","U120"
45844474,"23-07-18","0-20 cm",3.4,4.16,11.73,"61","",NA,NA,"40.5","2.4","140.8",NA,NA,338,"SE","SE3","SE32","SE322",63.28111813,15.21980854,"C22","U120"
45844860,"08-07-18","0-20 cm",5.3,6.02,27.07,"186.7","",NA,NA,"26.9","11.3","235.8",NA,NA,655,"SE","SE3","SE33","SE332",66.75354283,15.92649199,"D10","U361"
45861662,"07-06-18","0-20 cm",7.6,8.18,13.19,"9","","171",NA,"< LOD","0.7","146.6",NA,NA,243,"IT","ITG","ITG1","ITG11",37.99095987,12.995892,"B82","U111"
45862112,"19-06-18","0-20 cm",6.2,6.37,184.6,"351.1","","7",NA,"70.7","21.8","419.7",NA,NA,1534,"IT","ITF","ITF1","ITF11",42.06142645,13.19125365,"C10","U120"
45862158,"01-05-18","0-20 cm",7.3,7.63,35.59,"25","","225",NA,"35.6","3.5","365.4",NA,NA,1037,"IT","ITF","ITF1","ITF11",42.47654386,13.21324504,"E30","U112"
45862576,"06-08-18","0-20 cm",4.4,4.89,26.9,"46.9","","1",NA,"< LOD","4.6","54.8",NA,NA,549,"SI","SI0","SI04","SI043",46.24204157,13.43342061,"C10","U120"
45862878,"08-08-18","0-20 cm",4.3,4.69,19.1,"53","",NA,NA,"12","3.9","70.1",NA,NA,980,"CZ","CZ0","CZ03","CZ031",48.95660484,13.61907697,"E10","U420"
45863040,"14-08-18","0-20 cm",7.1,7.72,21.02,"23.3","","26",NA,"27.6","2.5","479.7",NA,NA,230,"CZ","CZ0","CZ04","CZ042",50.41128693,13.72968385,"B13","U111"
45863044,"06-06-18","0-20 cm",7.2,7.84,16.59,"20.2","","71",NA,"< LOD","1.7","733",NA,NA,329,"CZ","CZ0","CZ04","CZ042",50.44719469,13.73252252,"E10","U420"
45863256,"27-06-18","0-20 cm",6.6,7.1,23.19,"23.7","","16",NA,"< LOD","1.8","105.2",NA,NA,41,"DE","DE4","DE40","DE40C",52.34974433,13.89106434,"A22","U318"
45863292,"09-06-18","0-20 cm",3.7,4.49,4.72,"25.8","","2",NA,"10","1.7","42.8",NA,NA,125,"DE","DE4","DE40","DE409",52.6727285,13.91966018,"C10","U120"
45863670,"03-08-18","0-20 cm",6.6,6.97,24.5,"23.6","",NA,NA,"41.5","2.4","112.8",NA,NA,-12,"SE","SE2","SE22","SE224",56.06330666,14.25413514,"B13","U111"
45863796,"09-08-18","0-20 cm",2.7,3.7,21,"488.7","",NA,NA,"59","12.2","328.9",NA,NA,162,"SE","SE2","SE21","SE211",57.19347684,14.38157982,"C22","U120"
45863868,"04-10-18","0-20 cm",3.4,3.96,11.38,"54","",NA,NA,"15.8","4.1","46",NA,NA,312,"SE","SE2","SE21","SE211",57.83935008,14.45856769,"C21","U120"
45864030,"19-08-18","0-20 cm",4,4.83,6.9,"90.2","","1",NA,"15.2","4.2","74.2",NA,NA,114,"SE","SE1","SE12","SE124",59.29283675,14.64403612,"C31","U120"
45864066,"23-08-18","0-20 cm",3.3,4.28,7.56,"74.2","","1",NA,"25.9","2.8","88.4",NA,NA,149,"SE","SE1","SE12","SE124",59.61589983,14.68773979,"C21","U120"
45864106,"27-08-18","0-20 cm",3.7,4.63,6.28,"51.2","",NA,NA,"< LOD","2.1","85",NA,NA,176,"SE","SE1","SE12","SE124",59.97489247,14.73743718,"C33","U120"
45864138,"14-10-18","0-20 cm",4.2,5,11.03,"73.7","","1",NA,"14.6","4.9","109.1",NA,NA,320,"SE","SE3","SE31","SE312",60.26211397,14.77808586,"C23","U120"
45864214,"24-09-18","0-20 cm",3.9,4.54,17.18,"441.2","","3",NA,"< LOD","25.9","48",NA,NA,192,"SE","SE3","SE31","SE312",60.94437152,14.87794691,"C22","U120"
45864232,"19-08-18","0-20 cm",3.3,4.19,5.37,"67.9","","1",NA,"29","2.2","70",NA,NA,370,"SE","SE3","SE31","SE312",61.10598234,14.90230984,"C22","U120"
45864318,"12-08-18","0-20 cm",3.8,4.59,3.06,"35.8","","1",NA,"22.2","1.7","34.7",NA,NA,403,"SE","SE3","SE32","SE322",61.87825868,15.02269145,"C31","U120"
45864394,"06-07-18","0-20 cm",3.5,4.23,3.45,"42.7","","1",NA,"18.8","1.2","58.5",NA,NA,10407,"SE","SE3","SE32","SE321",62.56093771,15.13488269,"C22","U120"
45864696,"20-07-18","0-20 cm",3.9,4.49,8.97,"20.7","",NA,NA,"10.6","1.9","25.2",NA,NA,585,"SE","SE3","SE33","SE331",65.27590982,15.64376421,"C10","U420"
45881666,"05-06-18","0-20 cm",6.4,6.59,5.81,"7.4","",NA,NA,"10.9","0.7","155.1",NA,NA,169,"IT","ITG","ITG1","ITG12",38.02651325,13.02008776,"E20","U420"
45882528,"14-06-18","0-20 cm",7.3,7.75,26.3,"51.9","","350",NA,"< LOD","3","129.2",NA,NA,52,"IT","ITH","ITH4","ITH42",45.80935558,13.43179443,"C10","U420"
45882538,"22-06-18","0-20 cm",7.3,7.67,20.15,"28.6","","51",NA,"38.2","2.9","364.5",NA,NA,69,"IT","ITH","ITH4","ITH43",45.89933493,13.43747809,"E20","U111"
45882564,"09-06-18","0-20 cm",5.8,6.42,14.73,"24.2","","5",NA,"< LOD","2.2","235.6",NA,NA,570,"IT","ITH","ITH4","ITH42",46.13325572,13.45237068,"C10","U120"
45882610,"24-06-18","0-20 cm",4.1,4.21,15.79,"45","",NA,NA,"< LOD","3.5","73.6",NA,NA,1231,"IT","ITH","ITH4","ITH42",46.54702765,13.47913314,"C31","U120"
45882618,"14-06-18","0-20 cm",6.9,7.1,33.8,"52.3","","5",NA,"10","5.6","96.8",1.1,4.4,639,"AT","AT2","AT21","AT212",46.61897682,13.48384238,"E20","U111"
45882676,"19-06-18","0-20 cm",4.3,4.8,16.86,"107.9","",NA,NA,"20.2","6.2","104.9",NA,NA,1362,"AT","AT3","AT32","AT321",47.1405132,13.51848206,"C21","U120"
45882892,"07-08-18","0-20 cm",3.7,4.39,6.59,"52","","2",NA,"30.1","2.6","45.3",NA,NA,858,"CZ","CZ0","CZ03","CZ031",49.0814635,13.65565417,"C23","U120"
45882928,"20-06-18","0-20 cm",6,6.66,7.47,"9.3","",NA,NA,"50.4","1.1","47.8",NA,NA,528,"CZ","CZ0","CZ03","CZ032",49.4047771,13.67985392,"E20","U111"
45882946,"16-07-18","0-20 cm",4.5,5.18,8.08,"38.6","","1",NA,"10.4","3.6","118",NA,NA,603,"CZ","CZ0","CZ03","CZ032",49.5664171,13.6921057,"C33","U420"
45883320,"26-05-18","0-20 cm",6.7,7.19,9.2,"11.7","",NA,NA,"< LOD","1.3","69.8",NA,NA,44,"DE","DE4","DE40","DE405",52.9229461,13.97195769,"B11","U111"
45883662,"09-08-18","0-20 cm",7.2,7.64,17.54,"16.8","","172",NA,"57.3","1.7","157.8",1.1,3.2,-26,"SE","SE2","SE22","SE224",55.99048773,14.27831475,"B21","U111"
45883738,"30-08-18","0-20 cm",3,3.98,10.71,"151.5","","1",NA,"17.9","5.7","137.9",NA,NA,157,"SE","SE2","SE21","SE212",56.67214031,14.35434429,"C31","U120"
45883824,"25-08-18","0-10 cm",3.6,4.22,14.6,"79.8","",NA,NA,"23.3","4.8","93.5",NA,NA,237,"SE","SE2","SE21","SE211",57.44353089,14.4443531,"C21","U120"
45883846,"25-09-18","0-20 cm",3.8,4.38,4.51,"53","","1",NA,"11.6","2.9","51.5",NA,NA,253,"SE","SE2","SE21","SE211",57.64087485,14.46809153,"C22","U120"
45883896,"19-09-18","0-20 cm",5.7,6.27,10.56,"12.4","",NA,NA,"23.2","1.5","133.9",4.3,10.4,64,"SE","SE2","SE21","SE211",58.08940574,14.52317119,"B53","U111"
45883968,"05-10-18","0-20 cm",3,3.82,18.14,"278.6","","1",NA,"35.6","8.3","249.1",NA,NA,212,"SE","SE1","SE12","SE124",58.73535353,14.60535505,"C22","U120"
45884040,"20-08-18","0-20 cm",3,3.89,17.33,"349.3","","1",NA,"35.5","14.2","166.1",NA,NA,132,"SE","SE1","SE12","SE124",59.38139158,14.6911203,"C33","U120"
45884256,"20-08-18","0-20 cm",3,4.01,6.14,"68.1","","1",NA,"< LOD","2.2","89.8",NA,NA,383,"SE","SE3","SE31","SE312",61.32021598,14.97235726,"C22","U120"
45884278,"15-10-18","0-20 cm",3.6,4.35,9.22,"106.9","",NA,NA,"13","3","162.7",NA,NA,428,"SE","SE3","SE31","SE313",61.5177605,15.00321645,"C22","U120"
45884526,"01-10-18","0-20 cm",3.6,4.27,10.73,"62.3","",NA,NA,"39.5","3.3","122.5",NA,NA,388,"SE","SE3","SE32","SE322",63.74576849,15.38418405,"C10","U120"
45884530,"14-07-18","0-20 cm",4.5,5.16,22.5,"511.3","","5",NA,"< LOD","28","< LOD",NA,NA,296,"SE","SE3","SE32","SE322",63.78172311,15.39087445,"C32","U120"
45901624,"08-06-18","0-20 cm",7.3,7.76,15.75,"10.5","","818",NA,"24.5","1.3","121.3",NA,NA,324,"IT","ITG","ITG1","ITG14",37.64492458,13.0258487,"B81","U111"
45902074,"13-06-18","0-20 cm",5.6,6.42,4.67,"13.7","",NA,NA,"< LOD","1.4","130.5",NA,NA,301,"IT","ITI","ITI4","ITI45",41.71684974,13.22124347,"E20","U111"
45902110,"19-06-18","0-20 cm",7.3,7.68,21.4,"29.6","","271",NA,"< LOD","2.5","277.8",NA,NA,1103,"IT","ITF","ITF1","ITF11",42.04183523,13.23841363,"C10","U420"
45902272,"06-07-18","0-20 cm",7,7.2,73,"127","","15",NA,"12.1","13.5","393.3",NA,NA,133,"IT","ITI","ITI3","ITI32",43.50305337,13.31884542,"B12","U111"
45902624,"03-07-18","0-20 cm",6.5,6.66,64.6,"265.9","",NA,NA,"26.9","12.1","120.1",NA,NA,1050,"AT","AT2","AT21","AT211",46.67208777,13.51347386,"C21","U120"
45902738,"25-07-18","0-20 cm",3.7,4.18,24.06,"486.2","",NA,NA,"65.3","21","193.6",NA,NA,1051,"AT","AT3","AT31","AT315",47.69697295,13.58310799,"E10","U420"
45902768,"29-05-18","0-20 cm",6.4,6.61,72,"23.8","","1",NA,"85.1","2.9","495.6",NA,NA,496,"AT","AT3","AT31","AT315",47.9665807,13.60202602,"B16","U111"
45902992,"27-07-18","0-20 cm",4.6,5.29,10.13,"19.4","",NA,NA,"62.6","2.4","143.9",NA,NA,386,"CZ","CZ0","CZ02","CZ020",49.97853335,13.75173665,"B13","U111"
45903010,"16-08-18","0-20 cm",5.5,6.22,8.66,"18.2","",NA,NA,"29.6","1.6","235.3",NA,NA,371,"CZ","CZ0","CZ02","CZ020",50.14013281,13.76445395,"E20","U111"
45903028,"11-07-18","0-20 cm",6.9,7.41,40.32,"18.9","","18",NA,"24.8","2.3","388.9",0.9,1,353,"CZ","CZ0","CZ04","CZ042",50.30172252,13.77727945,"B32","U111"
45903046,"10-08-18","0-20 cm",7.3,7.68,26.9,"35.3","","8",NA,"37.6","3.3","720.9",1.2,2,371,"CZ","CZ0","CZ04","CZ042",50.46330279,13.79021448,"B32","U111"
45903064,"09-08-18","0-20 cm",4,4.37,14.71,"59.8","","1",NA,"94.9","4.4","330.5",NA,NA,324,"CZ","CZ0","CZ04","CZ042",50.62487391,13.80326038,"C10","U120"
45903358,"15-06-18","0-20 cm",7,7.41,23.35,"12.7","","57",NA,"23.6","1.4","205.4",0.3,0.7,68,"DE","DE4","DE40","DE40I",53.26283413,14.03330692,"B11","U111"
45903754,"20-08-18","0-20 cm",3,3.88,26.4,"462.7","",NA,NA,"51.4","13","811.3",NA,NA,139,"SE","SE2","SE21","SE212",56.81455092,14.40342299,"C31","U120"
45903844,"25-09-18","0-20 cm",3.8,4.17,32.1,"300.8","","3",NA,"22.5","16.4","53.3",NA,NA,259,"SE","SE2","SE21","SE211",57.62180774,14.49928804,"C21","U120"
45903880,"19-09-18","0-20 cm",4.1,4.89,9.38,"33.5","","1",NA,"< LOD","2.8","101.6",NA,NA,183,"SE","SE2","SE21","SE211",57.9447345,14.53903213,"C33","U120"
45904000,"25-07-18","0-20 cm",3.9,4.28,5.68,"43.3","",NA,NA,"< LOD","1.2","29.1",NA,NA,87,"SE","SE1","SE12","SE124",59.02129217,14.67769806,"C22","U120"
45904078,"26-08-18","0-20 cm",3.6,4.35,38.3,"287.2","","1",NA,"40.1","13.6","162.4",NA,NA,136,"SE","SE1","SE12","SE124",59.72119387,14.77329227,"C31","U120"
45904114,"27-08-18","0-20 cm",3.6,4.44,3.86,"46.4","","1",NA,"< LOD","1.8","56.1",NA,NA,311,"SE","SE1","SE12","SE124",60.04426966,14.81896697,"C23","U120"
45904126,"15-10-18","0-20 cm",3,3.9,7.28,"129.4","","1",NA,"21.6","3.9","88.9",NA,NA,271,"SE","SE3","SE31","SE312",60.15196834,14.83441839,"C22","U120"
45904150,"14-10-18","0-20 cm",3.2,4.14,10.57,"121.9","","1",NA,"24","4.1","139.5",NA,NA,191,"SE","SE3","SE31","SE312",60.36737628,14.8656685,"C23","U120"
45904180,"22-09-18","0-20 cm",4.1,4.86,5.62,"30.4","",NA,NA,"18.3","2.1","32.6",NA,NA,217,"SE","SE3","SE31","SE312",60.63665682,14.90539561,"C21","U120"
45904216,"23-09-18","0-20 cm",3.7,4.6,7.82,"94.5","",NA,NA,"14.5","3.8","87.6",NA,NA,206,"SE","SE3","SE31","SE312",60.95982524,14.95407017,"C31","U120"
45904360,"06-07-18","0-20 cm",3.8,4.57,4.27,"25.4","","1",NA,"< LOD","1","38.5",NA,NA,10334,"SE","SE3","SE32","SE322",62.25288397,15.16045285,"C31","U120"
45904402,"06-07-18","0-20 cm",3.3,4.14,6.98,"76.6","","1",NA,"20.6","2.2","90.1",NA,NA,10517,"SE","SE3","SE32","SE322",62.63015406,15.22442954,"C21","U120"
45904450,"11-10-18","0-20 cm",3.7,4.45,6.96,"65.4","",NA,NA,"18.6","2","127.8",NA,NA,415,"SE","SE3","SE32","SE322",63.06139734,15.29980256,"C22","U120"
45921620,"09-07-18","0-20 cm",7.5,7.88,20.43,"29.9","","542",NA,"10","2.6","357.6",NA,NA,131,"IT","ITG","ITG1","ITG14",37.607923,13.0467252,"B81","U111"
45921650,"06-06-18","0-20 cm",7.6,7.88,45.6,"8.5","","62",NA,"< LOD","1.1","415.6",NA,NA,294,"IT","ITG","ITG1","ITG12",37.88000124,13.05879925,"B41","U111"
45922208,"31-05-18","0-20 cm",7.3,7.64,25.07,"12.6","","618",NA,"< LOD","1.7","146.9",0.8,0.8,972,"IT","ITI","ITI3","ITI34",42.92522069,13.31084339,"B52","U111"
45922258,"05-07-18","0-20 cm",7.6,8.35,13.99,"11.9","","167",NA,"< LOD","1.4","263.8",NA,NA,292,"IT","ITI","ITI3","ITI33",43.3760518,13.33627788,"B51","U111"
45922538,"22-06-18","0-20 cm",7.7,7.88,22.33,"23.5","","252",NA,"41.6","1.5","225.8",1.8,5,74,"IT","ITH","ITH4","ITH43",45.89765915,13.48891099,"B82","U111"
45922694,"19-06-18","0-20 cm",6.2,6.46,55.4,"57.4","",NA,NA,"27.3","3.6","49.4",NA,NA,1402,"AT","AT3","AT32","AT322",47.30060871,13.58221638,"C21","U120"
45922802,"20-06-18","0-20 cm",7,7.64,23.33,"22.3","","10",NA,"30.4","2.6","122.5",NA,NA,439,"AT","AT3","AT31","AT311",48.27120359,13.65068032,"B33","U111"
45922856,"22-09-18","0-20 cm",4.8,5.44,19.24,"37.6","",NA,NA,"34","3.9","91.2",NA,NA,656,"DE","DE2","DE22","DE225",48.75631752,13.6861808,"E20","U111"
45922898,"27-06-18","0-20 cm",4.6,5.22,13.47,"39.5","",NA,NA,"11.3","4","102.4",NA,NA,709,"CZ","CZ0","CZ03","CZ031",49.13355096,13.71440306,"E20","U111"
45923006,"27-07-18","0-20 cm",3.2,3.54,8.05,"97.8","",NA,NA,"17.4","4.3","85.4",NA,NA,446,"CZ","CZ0","CZ02","CZ020",50.10329761,13.78954106,"C21","U120"
45923018,"17-08-18","0-20 cm",3.3,3.69,23.2,"23","",NA,NA,"11","1.2","71",NA,NA,517,"CZ","CZ0","CZ02","CZ020",50.21102417,13.79812619,"C23","U120"
45923114,"19-09-18","0-20 cm",3.2,3.72,16.68,"89.4","",NA,NA,"20","4.2","77.1",NA,NA,255,"DE","DED","DED2","DED21",51.0726899,13.86859458,"C21","U120"
45923158,"25-09-18","0-20 cm",6,6.3,22.73,"33.4","","1",NA,"14.3","2.5","96.3",1,10.9,96,"DE","DE4","DE40","DE40B",51.46754086,13.90199217,"B16","U111"
45923252,"27-06-18","0-20 cm",3.7,4.25,4.46,"10.6","",NA,NA,"17","0.8","26.6",NA,NA,61,"DE","DE4","DE40","DE40C",52.31094528,13.97578645,"C10","U120"
45923270,"14-06-18","0-20 cm",4,4.66,4.49,"16.8","",NA,NA,"41.8","1","24.9",NA,NA,51,"DE","DE4","DE40","DE409",52.47242904,13.99031145,"C33","U120"
45923672,"09-08-18","0-20 cm",6.8,7.53,14.52,"17.9","","5",NA,"16.7","2.1","138.5",NA,NA,-25,"SE","SE2","SE22","SE224",56.07801798,14.35223003,"B11","U111"
45923680,"09-08-18","0-20 cm",3.3,4,8.24,"50.1","",NA,NA,"20.3","2.5","53.8",1.3,3.3,94,"SE","SE2","SE22","SE224",56.14976547,14.36024471,"C10","U120"
45923708,"06-09-18","0-20 cm",3,4.08,18.65,"230.1","","1",NA,"29.8","9.1","228.9",NA,NA,144,"SE","SE2","SE22","SE224",56.40088358,14.3885752,"C21","U120"
45923756,"20-08-18","0-20 cm",3.6,4.61,10.96,"257.9","","1",NA,"15.5","11.6","73",NA,NA,131,"SE","SE2","SE21","SE212",56.83138111,14.43817495,"C31","U120"
45923810,"25-08-18","0-20 cm",3.8,4.56,11.39,"74.6","","1",NA,"30.7","4.2","78.3",NA,NA,169,"SE","SE2","SE21","SE211",57.31571065,14.49559089,"C32","U120"
45924022,"07-09-18","0-20 cm",4,4.94,6.44,"71","","1",NA,"12","4.4","77.7",NA,NA,183,"SE","SE1","SE12","SE124",59.21749434,14.73908024,"C32","U120"
45924062,"23-08-18","0-20 cm",3.6,4.39,6.24,"42.8","",NA,NA,"< LOD","1.7","37.9",NA,NA,187,"SE","SE1","SE12","SE124",59.57640634,14.78854827,"C22","U120"
45924116,"27-08-18","0-20 cm",4.3,4.93,5.19,"41.1","",NA,NA,"< LOD","1.9","41",NA,NA,272,"SE","SE1","SE12","SE124",60.06099199,14.85727095,"C32","U120"
45924530,"14-07-18","0-20 cm",3.8,4.54,6.72,"93.7","","1",NA,"< LOD","3.2","56.8",NA,NA,273,"SE","SE3","SE32","SE322",63.77892823,15.47130181,"C21","U120"
45924602,"16-09-18","0-20 cm",3.5,4.52,4.03,"34.4","","1",NA,"17.7","1.6","56.3",NA,NA,312,"SE","SE3","SE32","SE322",64.42615377,15.59686085,"C31","U120"
45924670,"20-07-18","0-20 cm",3.9,4.41,5.03,"43.8","",NA,NA,"< LOD","1.7","39.7",NA,NA,428,"SE","SE3","SE33","SE331",65.03762514,15.72158536,"C31","U120"
45924692,"20-07-18","0-20 cm",3.8,4.7,4.72,"20.9","",NA,NA,"26.5","1.1","64.1",NA,NA,439,"SE","SE3","SE33","SE331",65.23549801,15.76329088,"E10","U120"
45941624,"08-06-18","0-20 cm",7.7,8.14,29.76,"10.4","","433",NA,"< LOD","0.7","282.4",NA,NA,229,"IT","ITG","ITG1","ITG14",37.64348123,13.07080532,"B12","U111"
45943730,"10-08-18","0-20 cm",3,3.88,13.15,"272.5","","3",NA,"22.5","10","166.6",NA,NA,167,"SE","SE2","SE21","SE212",56.59708471,14.44361876,"C32","U120"
45943784,"16-08-18","0-20 cm",4.5,5.06,8.89,"55.7","","1",NA,"< LOD","3.5","83.2",NA,NA,214,"SE","SE2","SE21","SE212",57.08138718,14.50061647,"C31","U120"
45943910,"04-08-18","0-20 cm",4.8,5.63,6.71,"29.2","","1",NA,"< LOD","2.4","106",NA,NA,148,"SE","SE1","SE12","SE123",58.21153268,14.6406002,"C10","U120"
45944126,"15-10-18","0-20 cm",2.8,3.83,17.98,"582.9","","1",NA,"60.7","10.6","660.2",NA,NA,221,"SE","SE3","SE31","SE312",60.14949745,14.9060788,"C33","U120"
45944144,"15-10-18","0-20 cm",3.9,4.79,73.2,"326.2","",NA,NA,"39.7","16.8","354.4",NA,NA,303,"SE","SE3","SE31","SE312",60.31103858,14.92981656,"C21","U120"
45944558,"03-09-18","0-20 cm",3.1,3.96,7.51,"50","","1",NA,"11.2","1.8","100.4",NA,NA,381,"SE","SE3","SE32","SE322",64.02917478,15.55992453,"C31","U120"
45944594,"16-09-18","0-20 cm",3.5,4.22,2.85,"22.5","","1",NA,"< LOD","1.1","36.4",NA,NA,399,"SE","SE3","SE32","SE322",64.3527841,15.62360577,"C22","U120"
45944666,"20-07-18","0-20 cm",3.6,4.26,4.78,"26","","1",NA,"< LOD","1.7","54.8",NA,NA,543,"SE","SE3","SE33","SE331",65.00016762,15.75604784,"C21","U120"
45944738,"23-07-18","0-20 cm",4.2,4.78,3.34,"28.8","","1",NA,"< LOD","1.4","28.9",NA,NA,468,"SE","SE3","SE33","SE331",65.64778063,15.89571966,"C21","U120"
45962662,"14-05-18","0-20 cm",5,5.59,13.04,"43.7","","1",NA,"17","4.4","174.8",NA,NA,1144,"AT","AT2","AT21","AT212",47.01118125,13.6150654,"E20","U111"
45962734,"26-07-18","0-20 cm",6.8,7.49,24.2,"37.5","","92",NA,"20.6","2.2","219.7",NA,NA,1026,"AT","AT3","AT31","AT315",47.65838088,13.66035556,"C10","U111"
45962820,"18-06-18","0-20 cm",4.7,5.67,13.08,"44.1","",NA,NA,"22.7","4","218.9",NA,NA,585,"AT","AT3","AT31","AT311",48.4311225,13.71639425,"E20","U111"
45963310,"04-07-18","0-20 cm",3.9,4.54,3.02,"6.3","",NA,NA,"31.7","0.6","16.4",NA,NA,33,"DE","DE4","DE40","DE409",52.82925931,14.08232502,"C22","U120"
45963320,"27-05-18","0-20 cm",6.8,7.36,11.8,"13.2","","51",NA,"11.2","1.4","73",NA,NA,53,"DE","DE4","DE40","DE405",52.91895917,14.09073657,"E10","U420"
45963328,"07-06-18","0-20 cm",6.4,6.76,6.95,"12.2","",NA,NA,"26.9","1.3","71",0.3,0.8,36,"DE","DE4","DE40","DE40I",52.990718,14.09749634,"B53","U111"
45963382,"22-06-18","0-20 cm",5.6,6.44,8.45,"10.5","",NA,NA,"44.9","1.2","124.8",NA,NA,18,"DE","DE8","DE80","DE80N",53.47506769,14.14384729,"B16","U111"
45963796,"23-08-18","0-20 cm",2.9,3.66,21.9,"160.9","","1",NA,"20","5.2","99",NA,NA,184,"SE","SE2","SE21","SE211",57.18787633,14.54649918,"C21","U120"
45963828,"25-08-18","0-20 cm",3.6,4.18,10.08,"89.8","","1",NA,"19.2","4.4","68.8",NA,NA,231,"SE","SE2","SE21","SE211",57.47487488,14.58159046,"C31","U120"
45963860,"04-10-18","0-20 cm",3.2,4.04,8.97,"113.7","",NA,NA,"19.3","3.8","88.5",1.5,3.1,303,"SE","SE2","SE21","SE211",57.76188382,14.6173277,"C22","U120"
45963878,"21-09-18","0-20 cm",4,4.51,16.44,"51.5","","1",NA,"14.5","3.9","90.2",NA,NA,8888,"SE","SE2","SE21","SE211",57.92333148,14.63772036,"C31","U120"
45964012,"17-10-18","0-20 cm",5.4,5.75,10.44,"33.4","",NA,NA,"12","2.9","70.4",NA,NA,80,"SE","SE1","SE12","SE124",59.1253648,14.79646112,"B53","U111"
45964084,"26-08-18","0-20 cm",3.2,4.19,6.24,"65.3","","1",NA,"12","3.3","62.8",NA,NA,268,"SE","SE1","SE12","SE124",59.77136429,14.88713976,"C21","U120"
