"POINTID","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018"
48641796,"IT","ITF","ITF6","ITF63"
48644756,"SE","SE3","SE33","SE332"
48661902,"IT","ITF","ITF5","ITF51"
48662762,"HU","HU2","HU22","HU221"
48662842,"SK","SK0","SK02","SK021"
48662892,"CZ","CZ0","CZ06","CZ064"
48662942,"CZ","CZ0","CZ07","CZ072"
48662964,"CZ","CZ0","CZ07","CZ071"
48664768,"SE","SE3","SE33","SE332"
48664796,"SE","SE3","SE33","SE332"
48664836,"SE","SE3","SE33","SE332"
48664984,"SE","SE3","SE33","SE332"
48665052,"SE","SE3","SE33","SE332"
48665056,"SE","SE3","SE33","SE332"
48681954,"IT","ITF","ITF5","ITF52"
48682854,"SK","SK0","SK02","SK021"
48683304,"PL","PL6","PL61","PL617"
48683412,"PL","PL6","PL61","PL618"
48684852,"SE","SE3","SE33","SE332"
48685050,"SE","SE3","SE33","SE332"
48701712,"IT","ITF","ITF6","ITF65"
48701802,"IT","ITF","ITF6","ITF63"
48701838,"IT","ITF","ITF6","ITF61"
48702022,"IT","ITF","ITF4","ITF47"
48702512,"HR","HR0","HR04","HR049"
48702570,"HR","HR0","HR04","HR045"
48702630,"HU","HU2","HU22","HU223"
48702706,"HU","HU2","HU21","HU213"
48702724,"HU","HU2","HU21","HU213"
48702732,"HU","HU2","HU22","HU221"
48702742,"HU","HU2","HU22","HU221"
48702840,"SK","SK0","SK02","SK021"
48702882,"SK","SK0","SK02","SK022"
48702966,"CZ","CZ0","CZ07","CZ071"
48703044,"CZ","CZ0","CZ08","CZ080"
48703152,"PL","PL4","PL41","PL416"
48703188,"PL","PL4","PL41","PL416"
48703210,"PL","PL4","PL41","PL416"
48703278,"PL","PL4","PL41","PL414"
48703282,"PL","PL4","PL41","PL414"
48704758,"SE","SE3","SE33","SE332"
48704820,"SE","SE3","SE33","SE332"
48704838,"SE","SE3","SE33","SE332"
48704892,"SE","SE3","SE33","SE332"
48704902,"SE","SE3","SE33","SE332"
48704956,"SE","SE3","SE33","SE332"
48721710,"IT","ITF","ITF6","ITF65"
48721990,"IT","ITF","ITF4","ITF47"
48722916,"CZ","CZ0","CZ07","CZ072"
48722938,"CZ","CZ0","CZ07","CZ072"
48722956,"CZ","CZ0","CZ07","CZ071"
48723006,"CZ","CZ0","CZ08","CZ080"
48723052,"PL","PL5","PL52","PL523"
48723124,"PL","PL5","PL52","PL523"
48724636,"SE","SE3","SE33","SE331"
48724770,"SE","SE3","SE33","SE332"
48724914,"SE","SE3","SE33","SE332"
48724996,"SE","SE3","SE33","SE332"
48742014,"IT","ITF","ITF4","ITF47"
48742590,"HU","HU2","HU23","HU232"
48742792,"SK","SK0","SK02","SK021"
48742900,"CZ","CZ0","CZ07","CZ072"
48743058,"PL","PL5","PL52","PL523"
48743098,"PL","PL5","PL52","PL524"
48743116,"PL","PL5","PL52","PL523"
48743134,"PL","PL5","PL52","PL523"
48743170,"PL","PL4","PL41","PL416"
48743184,"PL","PL4","PL41","PL416"
48743314,"PL","PL6","PL61","PL617"
48743350,"PL","PL6","PL61","PL617"
48743368,"PL","PL6","PL61","PL613"
48743386,"PL","PL6","PL61","PL618"
48745020,"SE","SE3","SE33","SE332"
48761830,"IT","ITF","ITF6","ITF61"
48762694,"HU","HU2","HU21","HU213"
48763252,"PL","PL4","PL41","PL414"
48763266,"PL","PL4","PL41","PL414"
48763414,"PL","PL6","PL61","PL618"
48781756,"IT","ITF","ITF6","ITF63"
48781840,"IT","ITF","ITF6","ITF61"
48781948,"IT","ITF","ITF5","ITF52"
48781976,"IT","ITF","ITF5","ITF52"
48782686,"HU","HU2","HU21","HU213"
48782830,"SK","SK0","SK02","SK021"
48782998,"CZ","CZ0","CZ08","CZ080"
48783016,"CZ","CZ0","CZ08","CZ080"
48783070,"PL","PL5","PL52","PL524"
48784936,"SE","SE3","SE33","SE332"
48785026,"SE","SE3","SE33","SE332"
48801776,"IT","ITF","ITF6","ITF63"
48801836,"IT","ITF","ITF6","ITF61"
48801926,"IT","ITF","ITF5","ITF52"
48802016,"IT","ITF","ITF4","ITF47"
48802592,"HU","HU2","HU23","HU232"
48802600,"HU","HU2","HU23","HU232"
48802772,"HU","HU2","HU22","HU221"
48802816,"SK","SK0","SK02","SK021"
48802898,"CZ","CZ0","CZ07","CZ072"
48802924,"CZ","CZ0","CZ07","CZ072"
48802988,"CZ","CZ0","CZ08","CZ080"
48803000,"CZ","CZ0","CZ08","CZ080"
48803042,"PL","PL5","PL52","PL523"
48803078,"PL","PL5","PL52","PL524"
48803176,"PL","PL4","PL41","PL416"
48803212,"PL","PL4","PL41","PL416"
48803234,"PL","PL4","PL41","PL416"
48803330,"PL","PL6","PL61","PL617"
48804824,"SE","SE3","SE33","SE332"
48804914,"SE","SE3","SE33","SE332"
48805052,"FI","FI1","FI1D","FI1D7"
48805084,"FI","FI1","FI1D","FI1D7"
48821792,"IT","ITF","ITF6","ITF63"
48822296,"HR","HR0","HR03","HR035"
48822884,"SK","SK0","SK02","SK022"
48823010,"CZ","CZ0","CZ08","CZ080"
48823064,"PL","PL5","PL52","PL524"
48823082,"PL","PL5","PL52","PL524"
48823118,"PL","PL5","PL52","PL524"
48823388,"PL","PL6","PL61","PL616"
48823460,"PL","PL6","PL63","PL638"
48842482,"HR","HR0","HR04","HR04A"
48842910,"CZ","CZ0","CZ07","CZ072"
48842968,"CZ","CZ0","CZ07","CZ071"
48842982,"CZ","CZ0","CZ08","CZ080"
48843022,"PL","PL5","PL52","PL523"
48843126,"PL","PL5","PL52","PL524"
48843166,"PL","PL4","PL41","PL416"
48844930,"SE","SE3","SE33","SE332"
48845030,"SE","SE3","SE33","SE332"
48861746,"IT","ITF","ITF6","ITF63"
48861774,"IT","ITF","ITF6","ITF63"
48862602,"HU","HU2","HU23","HU232"
48862692,"HU","HU2","HU21","HU213"
48862854,"SK","SK0","SK02","SK021"
48862944,"CZ","CZ0","CZ07","CZ072"
48863484,"PL","PL6","PL63","PL634"
48864834,"SE","SE3","SE33","SE332"
48865014,"SE","SE3","SE33","SE332"
48881748,"IT","ITF","ITF6","ITF63"
48881806,"IT","ITF","ITF6","ITF63"
48881820,"IT","ITF","ITF6","ITF61"
48881958,"IT","ITF","ITF5","ITF52"
48882292,"HR","HR0","HR03","HR035"
48882296,"HR","HR0","HR03","HR035"
48882576,"HU","HU2","HU23","HU232"
48882594,"HU","HU2","HU23","HU232"
48882742,"HU","HU2","HU22","HU221"
48882994,"CZ","CZ0","CZ08","CZ080"
48883128,"PL","PL5","PL52","PL524"
48883164,"PL","PL7","PL71","PL714"
48883170,"PL","PL7","PL71","PL714"
48883192,"PL","PL4","PL41","PL416"
48883296,"PL","PL4","PL41","PL414"
48883344,"PL","PL6","PL61","PL617"
48883498,"PL","PL6","PL63","PL634"
48884848,"SE","SE3","SE33","SE332"
48884898,"SE","SE3","SE33","SE332"
48901984,"IT","ITF","ITF5","ITF52"
48902764,"HU","HU2","HU22","HU221"
48902836,"SK","SK0","SK02","SK021"
48902848,"SK","SK0","SK02","SK021"
48902970,"CZ","CZ0","CZ07","CZ071"
48903088,"PL","PL5","PL52","PL524"
48903124,"PL","PL5","PL52","PL524"
48903136,"PL","PL5","PL52","PL524"
48903214,"PL","PL4","PL41","PL416"
48903376,"PL","PL6","PL61","PL613"
48903430,"PL","PL6","PL61","PL618"
48903448,"PL","PL6","PL63","PL638"
48903466,"PL","PL6","PL63","PL638"
48904870,"SE","SE3","SE33","SE332"
48904906,"SE","SE3","SE33","SE332"
48921816,"IT","ITF","ITF6","ITF61"
48922018,"IT","ITF","ITF4","ITF47"
48922522,"HR","HR0","HR04","HR047"
48922552,"HR","HR0","HR04","HR048"
48922608,"HU","HU2","HU23","HU232"
48922770,"HU","HU2","HU22","HU221"
48922936,"CZ","CZ0","CZ07","CZ072"
48922986,"CZ","CZ0","CZ08","CZ080"
48923022,"PL","PL5","PL52","PL523"
48923058,"PL","PL5","PL52","PL524"
48923080,"PL","PL5","PL52","PL524"
48923094,"PL","PL5","PL52","PL524"
48923116,"PL","PL5","PL52","PL524"
48923224,"PL","PL4","PL41","PL416"
48923238,"PL","PL4","PL41","PL414"
48923382,"PL","PL6","PL61","PL616"
48924916,"SE","SE3","SE33","SE332"
48924934,"SE","SE3","SE33","SE332"
48941776,"IT","ITF","ITF6","ITF63"
48941830,"IT","ITF","ITF6","ITF61"
48942888,"SK","SK0","SK02","SK022"
48942910,"CZ","CZ0","CZ07","CZ072"
48942960,"CZ","CZ0","CZ07","CZ072"
48943234,"PL","PL4","PL41","PL414"
48943248,"PL","PL4","PL41","PL414"
48943266,"PL","PL4","PL41","PL414"
48944422,"FI","FI1","FI19","FI195"
48944890,"SE","SE3","SE33","SE332"
48961954,"IT","ITF","ITF5","ITF52"
48962830,"SK","SK0","SK02","SK021"
48962956,"CZ","CZ0","CZ07","CZ072"
48963010,"CZ","CZ0","CZ08","CZ080"
48963028,"PL","PL2","PL22","PL227"
48963172,"PL","PL7","PL71","PL714"
48963460,"PL","PL6","PL63","PL638"
48964798,"SE","SE3","SE33","SE332"
48964996,"SE","SE3","SE33","SE332"
48965050,"FI","FI1","FI1D","FI1D7"
48981938,"IT","ITF","ITF5","ITF52"
48982640,"HU","HU2","HU23","HU232"
48982754,"HU","HU2","HU22","HU221"
48982838,"SK","SK0","SK02","SK021"
48982978,"CZ","CZ0","CZ08","CZ080"
48983068,"PL","PL5","PL52","PL524"
48983104,"PL","PL5","PL52","PL524"
48983248,"PL","PL4","PL41","PL414"
48983258,"PL","PL4","PL41","PL414"
48983284,"PL","PL4","PL41","PL414"
48983302,"PL","PL6","PL61","PL619"
48983482,"PL","PL6","PL63","PL638"
48984806,"SE","SE3","SE33","SE332"
48984958,"SE","SE3","SE33","SE332"
48985004,"FI","FI1","FI1D","FI1D7"
48985022,"FI","FI1","FI1D","FI1D7"
49002534,"HR","HR0","HR04","HR047"
49003136,"PL","PL5","PL52","PL524"
49003208,"PL","PL7","PL71","PL714"
49003226,"PL","PL4","PL41","PL416"
49004900,"SE","SE3","SE33","SE332"
49022788,"SK","SK0","SK02","SK021"
49022824,"SK","SK0","SK02","SK021"
49022896,"SK","SK0","SK02","SK022"
49023014,"CZ","CZ0","CZ08","CZ080"
49023040,"PL","PL2","PL22","PL227"
49023050,"PL","PL5","PL52","PL524"
49023148,"PL","PL7","PL71","PL714"
49023184,"PL","PL7","PL71","PL714"
49023220,"PL","PL7","PL71","PL714"
49023306,"PL","PL6","PL61","PL619"
49023428,"PL","PL6","PL63","PL638"
49023446,"PL","PL6","PL63","PL638"
49023504,"PL","PL6","PL63","PL634"
49024904,"SE","SE3","SE33","SE332"
49024940,"SE","SE3","SE33","SE332"
49041822,"IT","ITF","ITF6","ITF61"
49042656,"HU","HU2","HU23","HU232"
49042854,"SK","SK0","SK02","SK023"
49043232,"PL","PL4","PL41","PL414"
49043286,"PL","PL4","PL41","PL414"
49043304,"PL","PL6","PL61","PL619"
49045086,"FI","FI1","FI1D","FI1D7"
49062606,"HU","HU2","HU23","HU232"
49062642,"HU","HU2","HU23","HU232"
49062684,"HU","HU2","HU21","HU213"
49062756,"HU","HU2","HU22","HU221"
49062904,"SK","SK0","SK02","SK022"
49063030,"PL","PL2","PL22","PL227"
49063174,"PL","PL7","PL71","PL714"
49063206,"PL","PL7","PL71","PL714"
49063318,"PL","PL6","PL61","PL619"
49063350,"PL","PL6","PL61","PL613"
49063412,"PL","PL6","PL61","PL616"
49063498,"PL","PL6","PL63","PL634"
49064428,"FI","FI1","FI19","FI195"
49064488,"FI","FI1","FI19","FI195"
49064496,"FI","FI1","FI19","FI195"
49064820,"SE","SE3","SE33","SE332"
49064830,"SE","SE3","SE33","SE332"
49064884,"SE","SE3","SE33","SE332"
49064898,"SE","SE3","SE33","SE332"
49064982,"SE","SE3","SE33","SE332"
49081786,"IT","ITF","ITF6","ITF63"
49082574,"HU","HU2","HU23","HU232"
49082776,"SK","SK0","SK02","SK023"
49082872,"SK","SK0","SK02","SK022"
49083010,"CZ","CZ0","CZ08","CZ080"
49083016,"CZ","CZ0","CZ08","CZ080"
49083096,"PL","PL5","PL52","PL524"
49083286,"PL","PL4","PL41","PL414"
49083478,"PL","PL6","PL63","PL638"
49084864,"SE","SE3","SE33","SE332"
49084870,"SE","SE3","SE33","SE332"
49101820,"IT","ITF","ITF6","ITF62"
49102752,"HU","HU2","HU22","HU221"
49102936,"CZ","CZ0","CZ07","CZ072"
49102972,"CZ","CZ0","CZ08","CZ080"
49103134,"PL","PL5","PL52","PL524"
49103220,"PL","PL7","PL71","PL714"
49103224,"PL","PL7","PL71","PL714"
49103278,"PL","PL4","PL41","PL414"
49104498,"FI","FI1","FI19","FI195"
49104966,"SE","SE3","SE33","SE332"
49104984,"SE","SE3","SE33","SE332"
49105042,"FI","FI1","FI1D","FI1D7"
49122568,"HU","HU2","HU23","HU232"
49122798,"SK","SK0","SK02","SK023"
49122888,"SK","SK0","SK02","SK022"
49123230,"PL","PL4","PL41","PL414"
49123450,"PL","PL6","PL63","PL638"
49123464,"PL","PL6","PL63","PL638"
49142578,"HU","HU2","HU23","HU231"
49142830,"SK","SK0","SK02","SK023"
49142992,"CZ","CZ0","CZ08","CZ080"
49143136,"PL","PL5","PL52","PL524"
49143190,"PL","PL7","PL71","PL714"
49143412,"PL","PL6","PL61","PL616"
49144492,"FI","FI1","FI19","FI195"
49144846,"SE","SE3","SE33","SE332"
49144936,"SE","SE3","SE33","SE332"
49161826,"IT","ITF","ITF6","ITF62"
49162492,"HR","HR0","HR04","HR04A"
49162664,"HU","HU2","HU23","HU232"
49162820,"SK","SK0","SK02","SK023"
49162898,"SK","SK0","SK02","SK022"
49162970,"CZ","CZ0","CZ08","CZ080"
49162978,"CZ","CZ0","CZ08","CZ080"
49163194,"PL","PL7","PL71","PL714"
49163270,"PL","PL4","PL41","PL414"
49163342,"PL","PL6","PL61","PL619"
49163482,"PL","PL6","PL63","PL638"
49163486,"PL","PL6","PL63","PL638"
49163500,"PL","PL6","PL63","PL634"
49164374,"FI","FI1","FI19","FI195"
49164472,"FI","FI1","FI19","FI195"
49164854,"SE","SE3","SE33","SE332"
49164932,"SE","SE3","SE33","SE332"
49164976,"FI","FI1","FI1D","FI1D7"
49165040,"FI","FI1","FI1D","FI1D7"
49183046,"PL","PL2","PL22","PL227"
49183244,"PL","PL4","PL41","PL414"
49183442,"PL","PL6","PL63","PL638"
49184374,"FI","FI1","FI19","FI195"
49184882,"SE","SE3","SE33","SE332"
49184918,"SE","SE3","SE33","SE332"
49202010,"IT","ITF","ITF4","ITF47"
49203018,"PL","PL2","PL22","PL227"
49203076,"PL","PL5","PL52","PL524"
49203202,"PL","PL7","PL71","PL714"
49203212,"PL","PL7","PL71","PL714"
49203306,"PL","PL6","PL61","PL619"
49203356,"PL","PL6","PL61","PL613"
49203446,"PL","PL6","PL63","PL638"
49203450,"PL","PL6","PL63","PL638"
49204444,"FI","FI1","FI19","FI194"
49204494,"FI","FI1","FI19","FI195"
49204796,"SE","SE3","SE33","SE332"
49204850,"SE","SE3","SE33","SE332"
49205016,"FI","FI1","FI1D","FI1D7"
49223160,"PL","PL7","PL71","PL714"
49223196,"PL","PL7","PL71","PL714"
49223268,"PL","PL4","PL41","PL414"
49223286,"PL","PL6","PL61","PL619"
49224492,"FI","FI1","FI19","FI195"
49242562,"HU","HU2","HU23","HU231"
49242630,"HU","HU2","HU23","HU232"
49242634,"HU","HU2","HU23","HU232"
49242886,"SK","SK0","SK02","SK022"
49242940,"SK","SK0","SK02","SK022"
49243008,"CZ","CZ0","CZ08","CZ080"
49243026,"PL","PL2","PL22","PL227"
49243174,"PL","PL7","PL71","PL714"
49243210,"PL","PL7","PL71","PL714"
49243236,"PL","PL7","PL71","PL714"
49243260,"PL","PL4","PL41","PL414"
49243264,"PL","PL4","PL41","PL414"
49243272,"PL","PL4","PL41","PL414"
49244394,"FI","FI1","FI19","FI195"
49244398,"FI","FI1","FI19","FI195"
49244874,"SE","SE3","SE33","SE332"
49262008,"IT","ITF","ITF4","ITF47"
49262584,"HU","HU2","HU23","HU231"
49262866,"SK","SK0","SK02","SK023"
49263016,"PL","PL2","PL22","PL227"
49263172,"PL","PL7","PL71","PL714"
49263226,"PL","PL7","PL71","PL714"
49263232,"PL","PL7","PL71","PL714"
49264810,"SE","SE3","SE33","SE332"
49281816,"IT","ITF","ITF6","ITF62"
49282626,"HU","HU2","HU23","HU232"
49282824,"SK","SK0","SK02","SK023"
49282846,"SK","SK0","SK02","SK023"
49283134,"PL","PL5","PL52","PL524"
49283238,"PL","PL7","PL71","PL714"
49284390,"FI","FI1","FI19","FI195"
49284862,"SE","SE3","SE33","SE332"
49284984,"FI","FI1","FI1D","FI1D7"
49302672,"HU","HU2","HU23","HU232"
49302802,"SK","SK0","SK02","SK023"
49302928,"SK","SK0","SK02","SK022"
49302960,"CZ","CZ0","CZ08","CZ080"
49303230,"PL","PL7","PL71","PL714"
49303252,"PL","PL7","PL71","PL715"
49303288,"PL","PL4","PL41","PL414"
49303342,"PL","PL6","PL61","PL619"
49303464,"PL","PL6","PL63","PL638"
49322920,"SK","SK0","SK02","SK022"
49322980,"CZ","CZ0","CZ08","CZ080"
49323304,"PL","PL6","PL61","PL619"
49324888,"SE","SE3","SE33","SE332"
49324960,"FI","FI1","FI1D","FI1D7"
49341818,"IT","ITF","ITF6","ITF62"
49342622,"HU","HU2","HU23","HU232"
49342736,"HU","HU2","HU21","HU211"
49342798,"SK","SK0","SK02","SK023"
49342852,"SK","SK0","SK02","SK023"
49342870,"SK","SK0","SK02","SK022"
49342934,"SK","SK0","SK02","SK022"
49343194,"PL","PL7","PL71","PL714"
49343216,"PL","PL7","PL71","PL714"
49343276,"PL","PL4","PL41","PL414"
49343288,"PL","PL6","PL61","PL619"
49343312,"PL","PL6","PL61","PL619"
49343410,"PL","PL6","PL62","PL621"
49343432,"PL","PL6","PL62","PL621"
49344350,"FI","FI1","FI19","FI196"
49344436,"FI","FI1","FI19","FI194"
49344824,"SE","SE3","SE33","SE332"
49344890,"SE","SE3","SE33","SE332"
49364438,"FI","FI1","FI19","FI194"
49364486,"FI","FI1","FI19","FI195"
49364510,"FI","FI1","FI19","FI195"
49364810,"SE","SE3","SE33","SE332"
49382622,"HU","HU2","HU23","HU233"
49382676,"HU","HU2","HU23","HU232"
49382906,"SK","SK0","SK02","SK022"
49382996,"CZ","CZ0","CZ08","CZ080"
49383194,"PL","PL7","PL71","PL714"
49383202,"PL","PL7","PL71","PL714"
49383454,"PL","PL6","PL63","PL638"
49384382,"FI","FI1","FI19","FI194"
49384418,"FI","FI1","FI19","FI194"
49384534,"FI","FI1","FI19","FI195"
49384832,"SE","SE3","SE33","SE332"
49384868,"FI","FI1","FI1D","FI1D7"
49385002,"FI","FI1","FI1D","FI1D7"
49385056,"FI","FI1","FI1D","FI1D7"
49402656,"HU","HU2","HU23","HU232"
49402836,"SK","SK0","SK02","SK023"
49402872,"SK","SK0","SK02","SK022"
49404266,"FI","FI1","FI19","FI196"
49404432,"FI","FI1","FI19","FI194"
49404536,"FI","FI1","FI19","FI195"
49423170,"PL","PL7","PL71","PL713"
49423218,"PL","PL7","PL71","PL714"
49423254,"PL","PL7","PL71","PL715"
49423282,"PL","PL7","PL71","PL715"
49423380,"PL","PL6","PL61","PL616"
49423434,"PL","PL6","PL62","PL621"
49423458,"PL","PL6","PL63","PL638"
49423462,"PL","PL6","PL63","PL638"
49423480,"PL","PL6","PL62","PL621"
49423488,"PL","PL6","PL62","PL621"
49424308,"FI","FI1","FI19","FI196"
49424542,"FI","FI1","FI19","FI195"
49424820,"SE","SE3","SE33","SE332"
49424830,"SE","SE3","SE33","SE332"
49425006,"FI","FI1","FI1D","FI1D7"
49425064,"FI","FI1","FI1D","FI1D7"
49425226,"FI","FI1","FI1D","FI1D7"
49442584,"HU","HU2","HU23","HU231"
49442656,"HU","HU2","HU23","HU233"
49442722,"HU","HU2","HU21","HU211"
49442934,"SK","SK0","SK03","SK031"
49443178,"PL","PL7","PL71","PL713"
49443196,"PL","PL7","PL71","PL714"
49443268,"PL","PL7","PL71","PL715"
49443502,"PL","PL6","PL62","PL621"
49444320,"FI","FI1","FI19","FI196"
49444528,"FI","FI1","FI19","FI195"
49444846,"SE","SE3","SE33","SE332"
49445008,"FI","FI1","FI1D","FI1D7"
49445044,"FI","FI1","FI1D","FI1D7"
49462554,"HU","HU2","HU23","HU231"
49462572,"HU","HU2","HU23","HU231"
49462810,"SK","SK0","SK02","SK023"
49464312,"FI","FI1","FI19","FI196"
49464498,"FI","FI1","FI19","FI195"
49464876,"FI","FI1","FI1D","FI1D7"
49481956,"IT","ITF","ITF4","ITF43"
49482568,"HU","HU2","HU23","HU231"
49483014,"PL","PL2","PL22","PL225"
49483194,"PL","PL7","PL71","PL714"
49483198,"PL","PL7","PL71","PL714"
49483302,"PL","PL6","PL61","PL619"
49484292,"FI","FI1","FI19","FI196"
49484314,"FI","FI1","FI19","FI196"
49484440,"FI","FI1","FI19","FI194"
49484508,"FI","FI1","FI19","FI195"
49484958,"FI","FI1","FI1D","FI1D7"
49485034,"FI","FI1","FI1D","FI1D7"
49501954,"IT","ITF","ITF4","ITF43"
49502560,"HU","HU2","HU23","HU231"
49502668,"HU","HU2","HU21","HU211"
49502704,"HU","HU2","HU21","HU211"
49502800,"SK","SK0","SK02","SK023"
49503172,"PL","PL7","PL71","PL713"
49503190,"PL","PL7","PL71","PL714"
49503208,"PL","PL7","PL71","PL714"
49503244,"PL","PL7","PL71","PL712"
49503262,"PL","PL7","PL71","PL715"
49504222,"FI","FI1","FI1C","FI1C1"
49504478,"FI","FI1","FI19","FI195"
49504846,"FI","FI1","FI1D","FI1D7"
49522970,"CZ","CZ0","CZ08","CZ080"
49523186,"PL","PL7","PL71","PL713"
49523266,"PL","PL7","PL71","PL715"
49523276,"PL","PL7","PL71","PL715"
49523284,"PL","PL7","PL71","PL715"
49523302,"PL","PL6","PL61","PL619"
49524278,"FI","FI1","FI19","FI196"
49524320,"FI","FI1","FI19","FI196"
49524374,"FI","FI1","FI19","FI196"
49524418,"FI","FI1","FI19","FI194"
49524464,"FI","FI1","FI19","FI194"
49524554,"FI","FI1","FI19","FI195"
49524584,"FI","FI1","FI19","FI195"
49524926,"FI","FI1","FI1D","FI1D7"
49542974,"CZ","CZ0","CZ08","CZ080"
49542992,"PL","PL2","PL22","PL225"
49544434,"FI","FI1","FI19","FI194"
49561970,"IT","ITF","ITF4","ITF44"
49561996,"IT","ITF","ITF4","ITF44"
49562000,"IT","ITF","ITF4","ITF44"
49562968,"SK","SK0","SK03","SK031"
49564300,"FI","FI1","FI19","FI196"
49564328,"FI","FI1","FI19","FI196"
49564412,"FI","FI1","FI19","FI194"
49564534,"FI","FI1","FI19","FI195"
49564872,"FI","FI1","FI1D","FI1D7"
49565012,"FI","FI1","FI1D","FI1D7"
49565156,"FI","FI1","FI1D","FI1D7"
49565160,"FI","FI1","FI1D","FI1D7"
49565214,"FI","FI1","FI1D","FI1D7"
49582782,"SK","SK0","SK02","SK023"
49583214,"PL","PL7","PL71","PL712"
49583316,"PL","PL9","PL92","PL923"
49584294,"FI","FI1","FI19","FI196"
49584312,"FI","FI1","FI19","FI196"
49584522,"FI","FI1","FI19","FI194"
49584528,"FI","FI1","FI19","FI194"
49585158,"FI","FI1","FI1D","FI1D7"
49601964,"IT","ITF","ITF4","ITF44"
49602580,"HU","HU2","HU23","HU231"
49602810,"SK","SK0","SK02","SK023"
49602822,"SK","SK0","SK02","SK023"
49602832,"SK","SK0","SK02","SK023"
49602904,"SK","SK0","SK03","SK031"
49603200,"PL","PL7","PL71","PL714"
49603350,"PL","PL9","PL92","PL923"
49603462,"PL","PL6","PL62","PL621"
49603476,"PL","PL6","PL62","PL621"
