"POINTID","Revisited_point","Coarse","Clay","Sand","Silt","Soil_Stones","Elevation","pH_CaCl2","pH_H20","EC","OC","CaCO3","P","N","K","LC","LU","NUTS_0","NUTS_1","NUTS_2","NUTS_3"
27241816,"No",NA,NA,NA,NA,1,193,4.7,5.17,12.5,23.1,0,11.7,1.8,80.1,"E10","U111","PT","PT1","PT18","PT184"
27241888,"No",NA,NA,NA,NA,1,306,4.8,5.43,4.2,10.2,0,4.8,1.1,92.8,"C10","U120","PT","PT1","PT18","PT181"
27241916,"No",NA,NA,NA,NA,1,436,6,6.29,8.4,27.4,0,8,2.3,137,"C10","U120","PT","PT1","PT18","PT187"
27241992,"No",NA,NA,NA,NA,1,153,7.4,7.89,32.8,11.4,19,28.6,1.3,114.7,"B82","U111","PT","PT1","PT18","PT185"
27242050,"No",NA,NA,NA,NA,2,65,7.2,7.45,23,17.8,0,25.9,1.2,124.8,"E20","U111","PT","PT1","PT16","PT16F"
27242068,"No",NA,NA,NA,NA,1,128,5.4,5.92,8.95,5.5,0,9.6,0.6,27.2,"C10","U120","PT","PT1","PT16","PT16F"
27242086,"No",NA,NA,NA,NA,1,172,4.6,5.06,3.25,5.5,0,0,0.4,26.9,"C10","U120","PT","PT1","PT16","PT16E"
27281742,"No",NA,NA,NA,NA,1,215,7.1,7.23,49.2,17.3,3,100.4,1.7,372,"B76","U111","PT","PT1","PT15","PT150"
27281760,"No",NA,NA,NA,NA,1,189,6.9,7.25,17.41,7.7,8,4.1,0.8,42.4,"D10","U410","PT","PT1","PT15","PT150"
27281838,"No",NA,NA,NA,NA,1,165,7.2,7.39,12.7,9.3,4,36.8,1.1,402.8,"B81","U111","PT","PT1","PT18","PT184"
27281850,"No",NA,NA,NA,NA,1,352,4.5,5.26,4.92,6.6,1,18.5,0.7,99.5,"E20","U111","PT","PT1","PT18","PT184"
27281904,"No",NA,NA,NA,NA,2,216,5,5.49,5.71,12.7,0,5.2,1.2,81.1,"B15","U111","PT","PT1","PT18","PT181"
27281940,"No",NA,NA,NA,NA,1,49,4.9,5.46,3.66,11,0,6.6,0.9,61.7,"C32","U120","PT","PT1","PT18","PT187"
27282072,"No",NA,NA,NA,NA,1,103,5.4,5.87,5.12,7.9,0,6.1,0.8,127.1,"C10","U120","PT","PT1","PT16","PT16F"
27282102,"No",NA,NA,NA,NA,1,91,4.2,4.89,3.01,10.3,0,4.4,0.8,22.5,"C10","U120","PT","PT1","PT16","PT16E"
27301972,"No",NA,NA,NA,NA,1,116,4.5,5.11,3.78,15,0,11.1,1.1,29.8,"E20","U111","PT","PT1","PT18","PT185"
27301980,"No",NA,NA,NA,NA,1,108,5.9,6.38,3.86,5.7,0,0,0.4,21.7,"C10","U120","PT","PT1","PT18","PT185"
27302020,"No",NA,NA,NA,NA,1,125,5.6,5.97,3.88,13.6,0,5.3,1.3,52.6,"B81","U111","PT","PT1","PT16","PT16I"
27302044,"No",NA,NA,NA,NA,1,192,3.1,4.08,6.81,56.7,28,11,2.1,37.6,"C32","U120","PT","PT1","PT16","PT16I"
27321748,"No",NA,NA,NA,NA,1,120,7,7.33,22.2,22.4,503,25.3,2.8,404.6,"B81","U111","PT","PT1","PT15","PT150"
27321784,"No",NA,NA,NA,NA,1,125,5.1,5.52,6.37,11.7,0,9.2,1.3,48.1,"F40","U111","PT","PT1","PT18","PT184"
27322072,"No",NA,NA,NA,NA,1,218,5.6,5.95,4.47,13.3,1,0,0.5,47,"D10","U120","PT","PT1","PT16","PT16F"
27341880,"No",NA,NA,NA,NA,3,292,6.7,6.95,9.37,16.2,0,26.7,1.6,126.4,"B15","U111","PT","PT1","PT18","PT181"
27341920,"No",NA,NA,NA,NA,1,387,5.9,6.26,6.93,14.6,0,28.5,1.6,151.1,"E20","U111","PT","PT1","PT18","PT187"
27361828,"No",NA,NA,NA,NA,2,79,6.4,6.56,14.42,39.9,2,11.4,3.3,191.1,"C10","U120","PT","PT1","PT18","PT184"
27361846,"No",NA,NA,NA,NA,2,149,7.2,7.63,14.47,9.6,42,19.5,0.9,269.1,"B81","U111","PT","PT1","PT18","PT184"
27361930,"No",NA,NA,NA,NA,1,399,4.8,5.35,4.01,13.4,0,9.5,1.5,125.1,"C10","U120","PT","PT1","PT18","PT187"
27361954,"No",NA,NA,NA,NA,1,391,4.8,5.23,2.86,5.8,0,0,0.5,23.3,"E10","U111","PT","PT1","PT18","PT185"
27362062,"No",NA,NA,NA,NA,1,362,3.8,4.5,13.66,24.3,0,12.4,2,39.6,"C32","U120","PT","PT1","PT16","PT16F"
27381884,"No",NA,NA,NA,NA,1,544,5.9,6.32,5.55,4.6,0,0,0.5,61,"D10","U410","PT","PT1","PT18","PT187"
27381902,"No",NA,NA,NA,NA,1,251,4.7,5.18,4.03,16.7,0,17.4,1.7,92.3,"C10","U120","PT","PT1","PT18","PT187"
27381916,"No",NA,NA,NA,NA,1,88,4.7,5.21,12.33,28.3,0,9.2,2.2,120.2,"C10","U120","PT","PT1","PT18","PT187"
27381926,"No",NA,NA,NA,NA,1,235,5.7,5.99,7.82,13.2,0,7.6,1.2,52.2,"E20","U111","PT","PT1","PT18","PT187"
27382028,"No",NA,NA,NA,NA,1,77,6.1,6.18,7.54,27.1,0,4.1,1.9,74.1,"B81","U111","PT","PT1","PT16","PT16I"
27401804,"No",NA,NA,NA,NA,1,284,5.4,5.57,5.17,8.3,0,12.1,1.2,40.3,"C10","U120","PT","PT1","PT18","PT184"
27401840,"No",NA,NA,NA,NA,1,100,7.4,7.76,17.61,12.3,21,14.5,1.2,361.9,"B31","U111","PT","PT1","PT18","PT184"
27402038,"No",NA,NA,NA,NA,2,97,3.6,4.31,4.53,40.4,0,5.3,1.2,34.4,"C32","U120","PT","PT1","PT16","PT16I"
27402128,"No",NA,NA,NA,NA,1,172,4.7,5.29,2.9,3.3,0,5.5,0.2,12,"C22","U120","PT","PT1","PT16","PT16E"
27421740,"No",NA,NA,NA,NA,1,120,7.6,7.96,14.74,18,363,4.4,1.5,237.9,"C10","U120","PT","PT1","PT15","PT150"
27421762,"No",NA,NA,NA,NA,1,114,6.4,6.37,19.72,17.9,2,12.4,2,355.6,"D10","U410","PT","PT1","PT15","PT150"
27421780,"No",NA,NA,NA,NA,1,97,5.7,6.23,5.43,5.3,1,0,0.8,62.5,"C22","U120","PT","PT1","PT15","PT150"
27421902,"No",NA,NA,NA,NA,1,189,5.1,5.51,10.15,25.5,0,25.5,2.5,125.2,"E20","U111","PT","PT1","PT18","PT187"
27422006,"No",NA,NA,NA,NA,1,304,5.3,5.86,3.2,3.4,0,15.3,0.5,41.4,"B16","U111","PT","PT1","PT18","PT185"
27422010,"No",NA,NA,NA,NA,4,135,7.2,7.38,31,10.1,5,31.5,1.3,216.7,"B16","U111","PT","PT1","PT18","PT185"
27461842,"No",NA,NA,NA,NA,3,120,6.4,6.62,10.17,7.9,1,12.6,0.9,170.1,"B31","U111","PT","PT1","PT18","PT184"
27461868,"No",NA,NA,NA,NA,1,72,4.7,5.32,5.75,9.7,0,9.8,1.1,80.2,"E20","U111","PT","PT1","PT18","PT184"
27461878,"No",NA,NA,NA,NA,1,110,4.9,5.41,8.7,16.5,0,20.2,1.7,146.8,"C10","U120","PT","PT1","PT18","PT184"
27461892,"No",NA,NA,NA,NA,2,126,5,5.71,4.66,9.7,0,0,1,60.9,"C10","U120","PT","PT1","PT18","PT187"
27462022,"No",NA,NA,NA,NA,1,101,5,5.47,10.3,45.3,0,6.2,2.7,135.5,"C10","U120","PT","PT1","PT16","PT16I"
27462138,"No",NA,NA,NA,NA,1,383,4.2,5,2.27,3.2,0,3.5,0.2,16.8,"C22","U120","PT","PT1","PT16","PT16D"
27481828,"No",NA,NA,NA,NA,1,182,5.6,5.88,5.87,16.9,0,4.6,1.8,64,"C10","U120","PT","PT1","PT18","PT184"
27481840,"No",NA,NA,NA,NA,2,127,5.2,5.45,9.91,6.8,0,24.3,0.7,79.6,"B31","U111","PT","PT1","PT18","PT184"
27481894,"No",NA,NA,NA,NA,1,361,4.6,5.19,4.66,20.2,0,11.7,2,72.5,"C10","U120","PT","PT1","PT18","PT187"
27481972,"No",NA,NA,NA,NA,1,241,6.4,6.66,9.85,7.8,2,7.7,0.6,31.3,"C10","U120","PT","PT1","PT18","PT186"
27482128,"No",NA,NA,NA,NA,1,318,6.9,7.27,6.14,5.1,1,12.1,0.6,31.7,"E20","U111","PT","PT1","PT16","PT16D"
27501780,"No",NA,NA,NA,NA,4,97,5.7,6.06,3.1,5.9,0,4.4,0.9,66.6,"B74","U111","PT","PT1","PT15","PT150"
27501802,"No",NA,NA,NA,NA,2,63,5.4,5.78,4.75,7.9,0,10.5,1.1,45.1,"E20","U111","PT","PT1","PT18","PT184"
27501892,"No",NA,NA,NA,NA,1,316,4.8,5.45,4.93,9.3,0,9.5,1,32.8,"E20","U111","PT","PT1","PT18","PT187"
27521862,"No",NA,NA,NA,NA,1,128,6.9,7.28,11.91,8.2,33,10.7,0.9,136.5,"E20","U111","PT","PT1","PT18","PT184"
27521880,"No",NA,NA,NA,NA,1,185,6.9,7.36,12.06,20.8,13,4.9,2.3,96.1,"B81","U111","PT","PT1","PT18","PT187"
27522042,"No",NA,NA,NA,NA,1,55,6.4,6.53,8.6,31.7,1,6.4,1.9,255.4,"C10","U410","PT","PT1","PT16","PT16I"
27522096,"No",NA,NA,NA,NA,1,177,7.1,7.36,22.4,12.8,42,110,1.6,71,"B21","U113","PT","PT1","PT16","PT16E"
27522114,"No",NA,NA,NA,NA,1,173,4.5,5.05,3,9.5,0,0,0.5,18.3,"C22","U120","PT","PT1","PT16","PT16E"
27541756,"No",NA,NA,NA,NA,1,249,5.1,5.94,3.69,15.6,0,4.6,1.6,145.2,"D20","U410","PT","PT1","PT15","PT150"
27541792,"No",NA,NA,NA,NA,2,168,5.6,6.1,4.44,7,1,7.1,1.3,48.2,"E20","U111","PT","PT1","PT18","PT184"
27541810,"No",NA,NA,NA,NA,1,202,5.4,6.01,6.55,19.2,0,10.8,2,75.9,"C22","U120","PT","PT1","PT18","PT184"
27541828,"No",NA,NA,NA,NA,2,256,6.7,7,7.95,6.4,1,16.9,1,76.1,"E10","U111","PT","PT1","PT18","PT184"
27541930,"No",NA,NA,NA,NA,3,78,5.4,5.82,3.89,10.1,1,0,1,76.8,"C10","U120","PT","PT1","PT18","PT187"
27542110,"No",NA,NA,NA,NA,2,171,7.7,8.04,15.71,10.4,449,5,1.3,209.3,"B82","U111","PT","PT1","PT16","PT16E"
27561764,"No",NA,NA,NA,NA,1,101,5.9,6.05,9.97,35,0,11.9,2.8,188.4,"D10","U410","PT","PT1","PT15","PT150"
27561812,"No",NA,NA,NA,NA,1,154,6.3,6.63,34.1,9.1,1,7.1,1.2,39.9,"B11","U111","PT","PT1","PT18","PT184"
27561862,"No",NA,NA,NA,NA,1,96,6,6.08,29.5,26.1,1,41.2,2.2,339.5,"E20","U111","PT","PT1","PT18","PT184"
27561920,"No",NA,NA,NA,NA,3,228,5.6,6.02,9.4,16.2,0,11.4,1.8,83.3,"E10","U111","PT","PT1","PT18","PT187"
27561952,"No",NA,NA,NA,NA,3,194,5.7,6.12,13.33,8.1,0,11,0.9,61,"C10","U120","PT","PT1","PT18","PT187"
27561980,"No",NA,NA,NA,NA,2,178,6.4,6.83,5.03,6.5,1,4.4,0.5,27.3,"C10","U120","PT","PT1","PT18","PT185"
27561988,"No",NA,NA,NA,NA,2,73,4.5,5.26,10.91,38.1,0,10.3,2.5,77.8,"C10","U120","PT","PT1","PT16","PT16I"
27562118,"No",NA,NA,NA,NA,1,245,5.7,5.99,8.75,17,0,71.5,1.5,47.3,"B21","U111","PT","PT1","PT16","PT16D"
27562136,"No",NA,NA,NA,NA,1,90,4.4,4.95,10.22,22.2,0,78,1.8,63.8,"C10","U120","PT","PT1","PT16","PT16D"
27601758,"No",NA,NA,NA,NA,1,297,5,5.7,3.57,12.3,0,6.9,1.7,95.4,"D10","U410","PT","PT1","PT15","PT150"
27601790,"No",NA,NA,NA,NA,1,401,6.1,6.32,9.19,17.1,0,20.2,2,162.2,"E10","U120","PT","PT1","PT18","PT184"
27601794,"No",NA,NA,NA,NA,4,903,5.8,6.12,6.15,12,2,6.9,1.3,139.8,"C22","U120","PT","PT1","PT18","PT184"
27601844,"No",NA,NA,NA,NA,1,113,6,6.33,6.03,8.1,0,14.6,0.8,133.1,"B31","U111","PT","PT1","PT18","PT184"
27601942,"No",NA,NA,NA,NA,4,792,6.7,6.95,10.03,17.7,2,9,1.5,90.8,"C10","U120","PT","PT1","PT18","PT187"
27602032,"No",NA,NA,NA,NA,1,1135,4.2,4.65,3.11,10.2,0,0,1.2,44.3,"B81","U111","PT","PT1","PT16","PT16I"
27602150,"No",NA,NA,NA,NA,2,398,5.2,5.65,110.6,97,0,31.9,6.7,218.1,"E20","U420","PT","PT1","PT16","PT16D"
27622062,"No",NA,NA,NA,NA,1,215,4,4.49,3.16,21.8,0,4.7,1,49.5,"C10","U120","PT","PT1","PT16","PT16F"
27641752,"No",NA,NA,NA,NA,1,254,5,5.5,7.45,24.6,0,8,2.5,165.9,"C10","U120","PT","PT1","PT15","PT150"
27641832,"No",NA,NA,NA,NA,1,565,7.6,8,12,7,19,14.1,0.9,315.8,"B31","U111","PT","PT1","PT18","PT184"
27641878,"No",NA,NA,NA,NA,1,1041,5.2,5.83,4.56,7.5,0,9.8,0.9,111.8,"B54","U111","PT","PT1","PT18","PT187"
27641896,"No",NA,NA,NA,NA,1,348,4.6,5.25,3.94,10.9,0,7.9,1.2,45.9,"B55","U111","PT","PT1","PT18","PT187"
27641914,"No",NA,NA,NA,NA,1,161,5.5,5.73,11.01,22.6,0,10.3,2.1,112.9,"E20","U111","PT","PT1","PT18","PT187"
27642102,"No",NA,NA,NA,NA,1,597,7.4,7.75,14.8,16.8,705,5.5,1.6,154.6,"E20","U111","PT","PT1","PT16","PT16E"
27642156,"No",NA,NA,NA,NA,1,787,3,4.07,6.13,64.4,1,18.8,1.9,27.1,"C10","U120","PT","PT1","PT16","PT16D"
27661792,"No",NA,NA,NA,NA,1,1120,6.1,6.38,4.31,14.7,1,4.4,1.6,50.8,"D10","U420","PT","PT1","PT18","PT184"
27661882,"No",NA,NA,NA,NA,1,165,4.6,5.19,4.24,13.4,0,5.2,1,71,"C10","U120","PT","PT1","PT18","PT187"
27662020,"No",NA,NA,NA,NA,1,426,4.1,4.73,4.01,22.5,0,0,1.1,33.2,"C10","U120","PT","PT1","PT16","PT16I"
27681762,"No",NA,NA,NA,NA,1,804,5.4,6.15,3.43,8.4,0,5.5,1.2,100.6,"B84","U111","PT","PT1","PT15","PT150"
27681946,"No",NA,NA,NA,NA,4,682,6,6.27,7.49,4.6,1,42.2,0.6,107,"B19","U111","PT","PT1","PT18","PT187"
27682000,"No",NA,NA,NA,NA,1,495,4.6,5.31,3.92,15.7,0,7.8,1.2,42.2,"C10","U120","PT","PT1","PT16","PT16I"
27682212,"No",NA,NA,NA,NA,4,997,4.4,4.63,33.2,19.8,0,53.3,2.5,152,"B55","U111","PT","PT1","PT11","PT11A"
27701754,"No",NA,NA,NA,NA,3,1039,5.6,6.18,6.04,16.3,1,6.9,1.8,168.2,"B74","U111","PT","PT1","PT15","PT150"
27701848,"No",NA,NA,NA,NA,4,1014,6,6.33,14.17,9.7,0,54.6,1.1,177.7,"B81","U111","PT","PT1","PT18","PT184"
27702222,"No",NA,NA,NA,NA,1,1387,4.8,5.11,29.2,34.1,1,148.5,3.3,90.6,"B16","U111","PT","PT1","PT11","PT11A"
27721828,"No",NA,NA,NA,NA,1,1283,7.4,7.95,12.91,10.1,108,10.7,1.1,206.3,"E10","U111","PT","PT1","PT18","PT184"
27722026,"No",NA,NA,NA,NA,1,933,3.8,4.38,6.94,27.3,0,4.8,1,66,"C22","U120","PT","PT1","PT16","PT16I"
27722056,"No",NA,NA,NA,NA,1,1050,3.9,4.36,4.89,48.2,0,7.2,2.2,35.3,"C32","U120","PT","PT1","PT16","PT16F"
27722080,"No",NA,NA,NA,NA,1,1349,4.2,4.5,18.39,15.1,0,11.8,1.5,60.8,"E20","U120","PT","PT1","PT16","PT16E"
27722128,"No",NA,NA,NA,NA,1,892,5.8,5.9,43.1,48.5,0,82.1,3.8,67.1,"C10","U120","PT","PT1","PT16","PT16D"
27722228,"No",NA,NA,NA,NA,1,1217,4.5,4.74,35.1,36.9,1,145.6,3.5,194.9,"B16","U111","PT","PT1","PT11","PT11A"
27722242,"No",NA,NA,NA,NA,1,997,5.1,5.25,8.5,42.5,1,50.2,4.3,427.5,"B16","U111","PT","PT1","PT11","PT112"
27741830,"No",NA,NA,NA,NA,2,875,7.4,7.78,26.3,7.8,22,7.4,1,191.3,"B31","U111","PT","PT1","PT18","PT184"
27741866,"No",NA,NA,NA,NA,1,1450,5.1,5.67,5.26,20.9,0,5.5,1.7,100.5,"C10","U120","PT","PT1","PT18","PT187"
27741890,"No",NA,NA,NA,NA,1,915,4.6,5.13,7.2,9.5,0,22.5,0.9,58.8,"E30","U111","PT","PT1","PT18","PT187"
27741908,"No",NA,NA,NA,NA,1,1017,4.9,5.33,4.91,6.2,0,25.2,0.7,58.5,"E30","U111","PT","PT1","PT18","PT187"
27742232,"No",NA,NA,NA,NA,1,807,3.7,4.36,8.33,103.1,0,18.9,5.1,38.1,"C10","U120","PT","PT1","PT11","PT112"
27742276,"No",NA,NA,NA,NA,2,1427,4.3,4.91,16.8,39,1,225.4,3.6,288.1,"A21","U370","PT","PT1","PT11","PT111"
27742358,"No",NA,NA,NA,NA,2,1172,4.7,5.18,4.63,10.5,1,6.2,0.8,36,"D20","U420","ES","ES1","ES11","ES111"
27742394,"No",NA,NA,NA,NA,1,1391,4.2,4.73,4.45,73.3,1,7.2,4.5,32.2,"D10","U410","ES","ES1","ES11","ES111"
27742406,"No",NA,NA,NA,NA,2,1073,3.8,4.51,12,116.1,1,6,9.3,32.8,"C10","U120","ES","ES1","ES11","ES111"
27762242,"No",NA,NA,NA,NA,2,798,3.6,4.32,6.44,97.9,1,7.3,3.4,54.2,"C22","U120","PT","PT1","PT11","PT112"
27762290,"No",NA,NA,NA,NA,1,1235,4.1,4.32,12.75,25.1,0,0,1.7,40.9,"C22","U120","ES","ES1","ES11","ES114"
27781794,"No",NA,NA,NA,NA,2,1184,5.2,5.95,3.46,6.2,0,3.8,1,43,"E20","U111","PT","PT1","PT18","PT184"
27781812,"No",NA,NA,NA,NA,2,1236,4.6,5.13,3.73,10.1,0,6.9,1.4,45.8,"C10","U120","PT","PT1","PT18","PT184"
27781884,"No",NA,NA,NA,NA,1,500,6.6,6.66,12.06,21.5,0,31.3,2.1,128.3,"B81","U111","PT","PT1","PT18","PT187"
27781902,"No",NA,NA,NA,NA,1,1166,5.2,5.61,5.8,10.6,0,13.6,1.2,76.4,"B81","U111","PT","PT1","PT18","PT187"
27781996,"No",NA,NA,NA,NA,2,1241,4.5,4.89,2.04,10.6,0,4.1,0.8,12.2,"C10","U120","PT","PT1","PT16","PT16I"
27782150,"No",NA,NA,NA,NA,3,1041,6.4,6.54,31.8,26.8,8,4.1,1.6,33.2,"C10","U120","PT","PT1","PT16","PT16D"
27782158,"No",NA,NA,NA,NA,2,1038,3.7,4.48,4.76,42.1,0,5.8,2,54.8,"C10","U120","PT","PT1","PT11","PT11A"
27782168,"No",NA,NA,NA,NA,1,1288,3.5,4.37,13,112.1,0,19.1,5.3,83.3,"C10","U120","PT","PT1","PT11","PT11A"
27782284,"No",NA,NA,NA,NA,1,1320,5.2,5.48,24.7,29.8,1,81.7,3,178.7,"D20","U410","PT","PT1","PT11","PT111"
27801810,"No",NA,NA,NA,NA,2,894,4.7,5.1,6.62,17.6,0,34,1.8,99.3,"C10","U120","PT","PT1","PT18","PT184"
27802116,"No",NA,NA,NA,NA,1,656,4.3,4.92,5.27,30.5,0,0,2.4,73.6,"F40","U120","PT","PT1","PT16","PT16E"
27802188,"No",NA,NA,NA,NA,4,1420,4,4.12,125.1,74,0,70.3,6.8,156.1,"C10","U120","PT","PT1","PT11","PT11A"
27802242,"No",NA,NA,NA,NA,4,499,4.9,5.16,85.9,28.6,0,26.2,2.7,148.7,"B16","U111","PT","PT1","PT11","PT112"
27821832,"No",NA,NA,NA,NA,2,1387,6.9,7.24,7.51,6.5,0,23.1,0.8,236.1,"B11","U111","PT","PT1","PT18","PT184"
27821838,"No",NA,NA,NA,NA,4,1076,7.6,7.9,15.39,13,52,27.7,1.5,365,"B81","U111","PT","PT1","PT18","PT184"
27821842,"No",NA,NA,NA,NA,1,1237,7,7.29,8.96,10.3,2,4.7,1.1,305.6,"B81","U111","PT","PT1","PT18","PT184"
27821886,"No",NA,NA,NA,NA,1,1244,4.7,4.77,18.14,8.4,0,39.3,1.1,169.7,"B81","U111","PT","PT1","PT18","PT187"
27821982,"No",NA,NA,NA,NA,3,1251,4.5,5.23,4.97,13,1,6.3,0.8,57,"C10","U120","PT","PT1","PT18","PT186"
27822210,"No",NA,NA,NA,NA,2,653,4.3,4.6,9.45,12.7,0,3.3,1.4,48.5,"A22","U312","PT","PT1","PT11","PT11A"
27841822,"No",NA,NA,NA,NA,3,1320,6,6.27,13.96,25.4,0,6.9,2.6,98.1,"E20","U111","PT","PT1","PT18","PT184"
27841840,"No",NA,NA,NA,NA,1,1166,6.7,7.27,10.92,11.6,1,6.9,1.1,177,"B81","U111","PT","PT1","PT18","PT184"
27841900,"No",NA,NA,NA,NA,1,1009,5.9,6.17,10.7,10.5,0,29.8,1.1,96.3,"E20","U111","PT","PT1","PT18","PT187"
27842206,"No",NA,NA,NA,NA,2,1157,4.3,4.51,9.52,28,0,7.2,2.4,27.5,"C10","U120","PT","PT1","PT11","PT11A"
27842308,"No",NA,NA,NA,NA,1,182,3.3,4.2,23.8,120,0,42.6,7.1,120.6,"C10","U120","ES","ES1","ES11","ES114"
27842394,"No",NA,NA,NA,NA,1,286,4.1,4.83,7.27,104.7,0,26.6,8.9,136.1,"C22","U120","ES","ES1","ES11","ES111"
27842416,"No",NA,NA,NA,NA,1,484,4.1,4.16,12.17,70.2,0,16.6,5.6,106.9,"C22","U120","ES","ES1","ES11","ES111"
27862032,"No",NA,NA,NA,NA,4,411,4.1,4.68,5.19,27.6,0,5.9,2.2,78,"C22","U120","PT","PT1","PT16","PT16H"
27862072,"No",NA,NA,NA,NA,1,502,3.9,4.38,7.51,50.9,0,7.2,3.9,46.2,"C22","U120","PT","PT1","PT16","PT16E"
27881848,"No",NA,NA,NA,NA,1,354,7.7,8.16,13.29,9.2,152,11.1,0.9,210,"B15","U111","PT","PT1","PT18","PT184"
27881902,"No",NA,NA,NA,NA,2,313,5.8,6.18,5.76,10.6,0,4.9,1.1,76.3,"C10","U120","PT","PT1","PT18","PT187"
27881934,"No",NA,NA,NA,NA,3,321,4.9,5.58,5.42,8.6,0,8.5,0.9,104.3,"C10","U120","PT","PT1","PT18","PT187"
27881938,"No",NA,NA,NA,NA,1,307,5.9,6.32,12.41,12.2,0,5.2,1.4,220.4,"C10","U120","PT","PT1","PT18","PT187"
27882010,"No",NA,NA,NA,NA,1,347,4.3,5.18,2.09,9,0,6.4,1.4,92.4,"C10","U120","PT","PT1","PT18","PT186"
27882226,"No",NA,NA,NA,NA,2,351,3.9,4.37,11.52,54.6,2,151.7,3.8,48,"C10","U120","PT","PT1","PT11","PT119"
27882298,"No",NA,NA,NA,NA,1,284,4.3,4.69,11.22,37.7,0,6.8,2.7,56.2,"C10","U120","ES","ES1","ES11","ES114"
27882370,"No",NA,NA,NA,NA,1,478,3.8,3.91,25.2,80.3,1,11.3,6.8,38.3,"C22","U120","ES","ES1","ES11","ES111"
27882384,"No",NA,NA,NA,NA,1,254,3.8,4.03,33.4,93.7,0,14.8,5,83.9,"C22","U120","ES","ES1","ES11","ES111"
27882424,"No",NA,NA,NA,NA,1,282,3.8,4.55,6.78,72.9,1,12.6,5.5,41.7,"C22","U120","ES","ES1","ES11","ES111"
27901822,"No",NA,NA,NA,NA,4,447,4.7,5.21,5.35,17.6,0,4.9,1.8,64.5,"E10","U111","PT","PT1","PT18","PT184"
27901900,"No",NA,NA,NA,NA,4,464,5.5,5.7,13.4,18.9,0,10.1,1.8,153.9,"C10","U120","PT","PT1","PT18","PT187"
27901954,"No",NA,NA,NA,NA,4,509,5.9,6.18,7.46,19,1,28.8,2,130.3,"B81","U111","PT","PT1","PT18","PT186"
27901972,"No",NA,NA,NA,NA,3,485,6.6,6.7,123.9,23.2,1,13.6,2.5,94.7,"E20","U111","PT","PT1","PT18","PT186"
27902146,"No",NA,NA,NA,NA,4,497,4.1,4.87,4.14,42.6,0,19.4,3.3,65.3,"C10","U120","PT","PT1","PT16","PT16G"
27902200,"No",NA,NA,NA,NA,1,293,4.5,4.65,9.2,4.7,0,12.7,0.5,42.8,"A21","U341","PT","PT1","PT11","PT11A"
27902332,"No",NA,NA,NA,NA,2,632,3.7,3.95,20,83.9,0,16.5,6.1,43.5,"C33","U120","ES","ES1","ES11","ES114"
27921800,"No",NA,NA,NA,NA,2,511,5.1,5.63,11.84,16.5,0,23.8,1.7,125,"C10","U120","ES","ES6","ES61","ES615"
27921848,"No",NA,NA,NA,NA,1,502,7.6,7.96,16.95,9.2,724,8.8,1.5,130.5,"B81","U111","PT","PT1","PT18","PT184"
27921944,"No",NA,NA,NA,NA,1,533,5.7,6.07,7.95,28,0,17.7,2.5,113.6,"C10","U120","PT","PT1","PT18","PT186"
27921970,"No",NA,NA,NA,NA,2,595,6.1,6.36,10.52,17.6,2,99.4,2.1,176.5,"E30","U111","PT","PT1","PT18","PT186"
27922046,"No",NA,NA,NA,NA,1,490,4.2,4.86,5.55,53.2,0,5.1,2.4,75.5,"C32","U120","PT","PT1","PT16","PT16I"
27922096,"No",NA,NA,NA,NA,1,570,4.5,4.97,18.41,29.3,0,10.8,2.5,128.1,"C10","U420","PT","PT1","PT16","PT16E"
27922124,"No",NA,NA,NA,NA,2,586,4.6,5.1,4.98,39,2,9.7,2.2,57.9,"C32","U120","PT","PT1","PT16","PT16G"
27922190,"No",NA,NA,NA,NA,1,462,3.8,4.48,7.6,56.9,0,17.9,3.5,28.8,"C10","U120","PT","PT1","PT11","PT11C"
27922208,"No",NA,NA,NA,NA,2,490,4.3,4.82,49.1,140.8,1,69,8.5,138.1,"C10","U120","PT","PT1","PT11","PT11C"
27922244,"No",NA,NA,NA,NA,2,348,4.1,4.29,10.6,16.8,0,107.4,1.9,85.8,"B16","U111","PT","PT1","PT11","PT112"
27922352,"No",NA,NA,NA,NA,2,612,5.8,6.22,19.36,23.2,0,34.3,2.5,116.9,"B16","U111","ES","ES1","ES11","ES114"
27922412,"No",NA,NA,NA,NA,4,318,4.1,5.14,18.2,121.6,2,22.9,7.4,85,"C10","U120","ES","ES1","ES11","ES111"
27942164,"No",NA,NA,NA,NA,2,472,3.9,4.6,13.83,81.2,0,24.5,4.6,83.6,"C10","U120","PT","PT1","PT11","PT11A"
27942398,"No",NA,NA,NA,NA,3,351,4.7,4.97,37.1,89.4,1,34,9,110.7,"B16","U111","ES","ES1","ES11","ES111"
27961830,"No",NA,NA,NA,NA,3,423,5.9,6.45,4.33,7.7,1,13.2,0.9,104,"B11","U111","PT","PT1","PT18","PT184"
27961888,"No",NA,NA,NA,NA,3,435,5.6,6.06,6.94,10.4,0,8.4,1.1,79.2,"C10","U120","PT","PT1","PT18","PT187"
27961906,"No",NA,NA,NA,NA,1,760,6.7,7.03,16.4,3.9,0,22.6,0.5,45.3,"B82","U111","PT","PT1","PT18","PT187"
27961960,"No",NA,NA,NA,NA,1,754,6,6.34,6.01,10.7,1,16.4,1.1,159.5,"C10","U120","PT","PT1","PT18","PT186"
