"POINTID","Elevation","Coarse","Clay","Sand","Silt","Soil_Stones","pH_CaCl2","pH_H20","EC","OC","CaCO3","P","N","K","LC","LU","NUTS_0","NUTS_1","NUTS_2","NUTS_3","LC0_Desc.x","Revisited_point","BD.0.10","BD.10.20","BD.20.30","BD.0.20","BDsample_0","coarse_mas","BDfine_0_2","coarse_vol"
50323026,582,NA,NA,NA,NA,1,5.8,6.12,61.6,32.3,1,138.5,3.5,518.1,"C10","U370","PL","PL2","PL21","PL214","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50323074,156,NA,NA,NA,NA,1,4.2,4.4,27.1,9.2,0,46.3,1.4,143,"B21","U111","PL","PL2","PL21","PL214","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50323380,341,NA,NA,NA,NA,1,5.9,6.34,13.96,17.5,0,45.3,2,148.6,"B32","U111","PL","PL9","PL92","PL922","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50323462,214,NA,NA,NA,NA,1,3.9,4.49,5.49,13.2,0,44.7,1.2,19.1,"C21","U120","PL","PL6","PL62","PL622","Woodland","Yes",1.007,0.974,NA,0.99,0.9905,0.03,0.971892611130672,0.011428846153846
50323502,368,NA,NA,NA,NA,1,5.7,6.09,18.41,10.4,0,22.3,1.4,73,"B11","U111","PL","PL6","PL62","PL622","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50323756,345,NA,NA,NA,NA,2,6.1,6.33,7.88,17.8,0,56.3,1.8,121.2,"B13","U111","LV","LV0","LV00","LV003","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50323762,270,NA,NA,NA,NA,1,6.7,6.86,15.43,26.4,3,21.5,2.6,204.8,"E10","U420","LV","LV0","LV00","LV003","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50323806,250,NA,NA,NA,NA,1,4.6,5.1,6.06,16.2,1,16.3,1.6,86.3,"E20","U111","LV","LV0","LV00","LV003","Grassland","Yes",1.365,1.364,NA,1.365,1.3645,0.07,1.3173810184529,0.036736538461538
50324178,340,NA,NA,NA,NA,1,4.1,5.01,56.1,398,0,40.2,17.6,416.8,"C23","U120","FI","FI1","FI1C","FI1C1","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50324190,180,NA,NA,NA,NA,1,3.5,4.47,9.08,33,0,27.2,1.8,60.2,"C32","U120","FI","FI1","FI1C","FI1C1","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50324316,319,NA,NA,NA,NA,1,3.9,4.6,10.2,35.6,0,22.1,1.8,56.7,"C21","U120","FI","FI1","FI19","FI197","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50324416,80,NA,NA,NA,NA,1,3.6,4.63,23.2,67.7,0,26.6,2.9,123.5,"C21","U120","FI","FI1","FI19","FI197","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50324484,301,NA,NA,NA,NA,1,4.3,4.67,20.3,22.3,0,58.4,1.3,22.8,"C10","U120","FI","FI1","FI19","FI194","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50324538,266,NA,NA,NA,NA,1,3.5,4.47,93.8,405.5,0,116.1,19.2,176.6,"C33","U120","FI","FI1","FI1D","FI1D5","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50324550,218,NA,NA,NA,NA,1,3.5,4.1,131,434.2,0,47.8,28.2,144.8,"C32","U120","FI","FI1","FI1D","FI1D5","Woodland","Yes",0.126,0.163,NA,0.145,0.1445,0.01,0.143134549778627,0.000555769230769
50324560,234,NA,NA,NA,NA,1,2.9,3.84,72.3,515.6,0,119.6,17.4,133.2,"C32","U120","FI","FI1","FI1D","FI1D5","Woodland","Yes",0.107,0.138,NA,0.122,0.1225,0.01,0.121332166116728,0.000471153846154
50324578,327,NA,NA,NA,NA,1,4.9,5.28,15.55,17.8,0,34.9,1.7,80,"B32","U111","FI","FI1","FI1D","FI1D5","Cropland","Yes",NA,1.284,NA,NA,1.284,0.03,1.26420975373612,0.014815384615385
50324884,339,NA,NA,NA,NA,1,3.4,4.28,3.09,8,1,6.8,0.6,23.7,"C22","U120","FI","FI1","FI1D","FI1D7","Woodland","Yes",0.659,NA,NA,NA,0.659,0.16,0.576957860304022,0.040553846153846
50324938,320,NA,NA,NA,NA,1,4.4,4.95,3.26,12.9,0,11.1,0.6,20.7,"C32","U120","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50325010,184,7,6,72,21,1,4,4.36,3.37,7,1,0,0.4,15,"C22","U120","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50341908,287,NA,NA,NA,NA,2,6,6.42,14.15,15.6,0,24,1.7,268.5,"E30","U112","IT","ITF","ITF4","ITF45","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50342764,133,NA,NA,NA,NA,1,7.7,8.08,14.06,12.2,193,17,1.1,87.3,"B11","U111","HU","HU1","HU12","HU120","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50342776,141,15,33,11,56,1,6,6.23,6.66,18.4,1,30.6,1.9,202.7,"B12","U111","HU","HU1","HU12","HU120","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50342794,287,NA,NA,NA,NA,1,4.8,5.21,13.31,12.8,0,8,1.4,96.6,"E20","U111","HU","HU3","HU31","HU313","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50342988,244,9,10,55,35,2,4.6,4.76,4.44,12.8,0,15.5,1.6,52.1,"E20","U111","PL","PL2","PL21","PL219","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50343024,340,NA,NA,NA,NA,1,4.3,4.72,23.6,23.8,0,41.1,2.5,276.8,"E10","U420","PL","PL2","PL21","PL214","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50343142,238,NA,NA,NA,NA,1,5.1,5.49,18.11,23.8,0,17.9,2.3,37.7,"E20","U111","PL","PL7","PL72","PL721","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50343154,650,NA,NA,NA,NA,1,4.5,4.91,21.3,9.1,0,41.5,1.3,303.7,"B18","U111","PL","PL7","PL72","PL721","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50343244,206,NA,NA,NA,NA,2,4.7,5.42,4.15,7.9,0,54,0.9,25.7,"B13","U111","PL","PL7","PL71","PL715","Cropland","Yes",1.38,1.062,NA,1.221,1.221,0.04,1.19460010348234,0.018784615384615
50343250,612,NA,NA,NA,NA,1,5.4,5.68,20.1,8.8,1,35.1,1,80.4,"E20","U111","PL","PL7","PL71","PL715","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50343442,650,NA,NA,NA,NA,1,5,5.47,9.24,11.4,0,14,1.3,62.3,"E20","U111","PL","PL6","PL62","PL622","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50343732,972,NA,NA,NA,NA,1,7.1,7.23,13.29,18.6,8,10.1,1.9,59.7,"E20","U111","LT","LT0","LT02","LT023","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50343746,715,NA,NA,NA,NA,2,7.1,7.34,50,155.8,61,32.3,11.8,76.9,"E30","U112","LT","LT0","LT02","LT023","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50343760,477,NA,NA,NA,NA,1,6.1,6.35,16.92,167.9,0,27.3,13.3,109.1,"E20","U111","LV","LV0","LV00","LV003","Grassland","Yes",0.521,0.629,NA,0.575,0.575,0.16,0.500717703349282,0.035384615384615
50343778,643,NA,NA,NA,NA,1,7.2,7.72,16.94,11.9,53,15.4,1.3,119.9,"B15","U111","LV","LV0","LV00","LV003","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50343782,503,NA,NA,NA,NA,1,3.1,3.96,47.2,395.2,0,80.6,17.2,456.5,"F40","U120","LV","LV0","LV00","LV003","Bareland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50343800,615,NA,NA,NA,NA,3,6.1,6.38,20.3,147.1,0,34,11.3,211.9,"E30","U111","LV","LV0","LV00","LV003","Grassland","Yes",0.608,0.596,NA,0.602,0.602,0.03,0.588024508702758,0.006946153846154
50343970,359,NA,NA,NA,NA,1,5.8,6.07,16.07,39.7,1,15.2,3.7,51.8,"C10","U120","EE","EE0","EE00","EE004","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50344270,581,NA,NA,NA,NA,1,3.4,4.09,11.92,37.8,0,14.1,2.8,45.1,"C32","U120","FI","FI1","FI1C","FI1C1","Woodland","Yes",0.255,NA,NA,NA,0.255,0.31,0.181467303992542,0.030403846153846
50344330,591,NA,NA,NA,NA,1,4.5,4.73,28.1,37.6,0,48.6,3.2,261.3,"E20","U111","FI","FI1","FI19","FI197","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50344348,465,NA,NA,NA,NA,1,3.5,4.48,5.93,27.7,0,19.4,1.3,45,"C33","U120","FI","FI1","FI19","FI197","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50344366,568,NA,NA,NA,NA,1,4.6,4.92,19.96,24.5,0,9.2,2,76.5,"E20","U111","FI","FI1","FI19","FI197","Grassland","Yes",0.967,1.191,NA,1.079,1.079,0.07,1.03349297080179,0.02905
50344878,931,22,4,73,23,2,3.8,4.43,7.04,30.9,0,18.8,1.2,61.8,"C31","U120","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50344932,549,18,5,74,21,1,4.3,4.47,3.08,13,1,8.9,0.6,16.1,"C22","U120","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50345050,488,NA,NA,NA,NA,1,4,4.35,17.48,17,0,11.6,1.4,20.2,"C32","U420","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50345130,238,20,6,76,19,1,4,4.39,3.09,7.9,0,0,0.5,14.6,"C22","U120","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50361942,355,NA,NA,NA,NA,1,7.2,7.5,9.35,13.6,3,5.5,1.5,77.9,"B81","U111","IT","ITF","ITF4","ITF45","Cropland","Yes",1.238,1.193,NA,1.216,1.2155,0.08,1.16170787450655,0.0374
50362630,407,NA,NA,NA,NA,1,7.5,7.58,11.96,18.5,72,7.5,1.4,56.1,"C10","U420","HU","HU3","HU33","HU331","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50362720,410,NA,NA,NA,NA,1,4.9,5.37,5.32,4.6,2,7,0.6,23.6,"C22","U120","HU","HU1","HU12","HU120","Woodland","Yes",1.295,1.267,NA,1.281,1.281,0.02,1.267873429719,0.009853846153846
50362756,415,NA,NA,NA,NA,1,6.4,6.57,10.54,8.9,3,15.9,1,100.4,"B16","U111","HU","HU1","HU12","HU120","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50362788,372,NA,NA,NA,NA,1,6.9,7.01,37.2,15.8,1,32.1,1.8,329.7,"B32","U111","HU","HU3","HU31","HU313","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50362842,610,NA,NA,NA,NA,1,6,6.17,12.21,19.4,0,21,2.3,125.3,"B11","U111","SK","SK0","SK03","SK032","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50363004,357,NA,NA,NA,NA,1,4.5,4.71,40.1,26.4,0,55.6,3,161.2,"E30","U112","PL","PL2","PL21","PL214","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50363022,336,NA,NA,NA,NA,1,4.3,4.69,18.36,14.8,0,21.2,1.9,47.8,"E20","U111","PL","PL2","PL21","PL214","Grassland","Yes",1.18,1.122,NA,1.151,1.151,0.05,1.11820094790458,0.022134615384615
50363026,460,NA,NA,NA,NA,1,6.7,6.92,19.95,10.4,3,169.5,1.3,346.8,"B11","U111","PL","PL2","PL21","PL214","Cropland","Yes",1.07,1.148,NA,1.109,1.109,0.09,1.04947783968418,0.038388461538462
50363130,449,NA,NA,NA,NA,1,6.3,6.49,13.05,11,0,54.3,1.2,89.7,"C22","U120","PL","PL7","PL72","PL722","Woodland","Yes",1.453,1.558,NA,1.505,1.5055,0.04,1.47954862232162,0.023161538461538
50363296,602,9,7,52,41,1,4.9,5.21,70.4,230.7,0,112,12.8,472.1,"C10","U120","PL","PL9","PL91","PL913","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50363490,634,NA,NA,NA,NA,1,5.9,5.99,19.71,33.9,0,53,3.6,84,"E20","U111","PL","PL6","PL62","PL622","Grassland","Yes",0.954,0.925,NA,0.939,0.9395,0.06,0.902701257651466,0.021680769230769
50363718,671,NA,NA,NA,NA,1,5.7,5.87,7.48,15.9,1,24.7,1.6,111.7,"E20","U111","LT","LT0","LT02","LT023","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50363736,646,NA,NA,NA,NA,1,5.9,6.13,13.9,26.7,1,10.1,2.5,25.3,"C10","U120","LT","LT0","LT02","LT023","Woodland","Yes",0.807,0.906,NA,0.856,0.8565,0.09,0.803229201142329,0.029648076923077
50364240,300,NA,NA,NA,NA,1,6,6.29,35.1,33.4,1,22.3,3.2,338.4,"B15","U111","FI","FI1","FI1C","FI1C1","Cropland","Yes",0.963,NA,NA,NA,0.963,0.23,0.810560392850987,0.085188461538462
50364354,375,NA,NA,NA,NA,1,3.8,4.55,13.5,60.2,0,23.7,3.2,83.1,"C21","U120","FI","FI1","FI19","FI197","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50364448,394,NA,NA,NA,NA,1,4,4.53,21,51.5,0,22.7,3.3,88.6,"C33","U120","FI","FI1","FI19","FI194","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50364606,606,NA,NA,NA,NA,3,5.4,5.72,77,161,1,76.6,9.6,44.1,"B55","U111","FI","FI1","FI1D","FI1D9","Cropland","Yes",0.902,0.908,NA,0.905,0.905,0.08,0.856448805190695,0.027846153846154
50364624,138,NA,NA,NA,NA,2,4.6,5.01,24.1,26.4,0,46.6,2.3,121.7,"B13","U111","FI","FI1","FI1D","FI1D9","Cropland","Yes",0.749,0.81,NA,0.78,0.7795,0.06,0.746152128872056,0.017988461538462
50364678,95,NA,NA,NA,NA,2,3.9,4.55,14.57,184.8,0,123.9,9.8,94.2,"C31","U120","FI","FI1","FI1D","FI1D9","Woodland","Yes",0.171,0.176,NA,0.173,0.1735,0.03,0.168632589472386,0.002001923076923
50364808,65,NA,NA,NA,NA,2,3.7,4.87,57.5,549.8,0,92.4,26.6,117.9,"C33","U120","FI","FI1","FI1D","FI1D9","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50382636,81,NA,NA,NA,NA,1,7.4,8.2,16.39,7.5,42,0,0.6,31.4,"C22","U120","HU","HU3","HU33","HU331","Woodland","Yes",1.406,1.371,NA,1.389,1.3885,0.13,1.29811675576928,0.069425
50382658,76,NA,NA,NA,NA,1,7.4,7.31,13.5,6.6,105,8.3,0.8,36.7,"E30","U112","HU","HU3","HU33","HU331","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50382730,555,NA,NA,NA,NA,1,7.2,7.62,13.24,13.7,13,24.4,1.3,147.8,"B11","U111","HU","HU1","HU12","HU120","Cropland","Yes",1.506,NA,NA,NA,1.506,0.05,1.47337109359528,0.028961538461538
50382960,191,9,26,19,55,1,4.1,4.55,14.98,25.5,0,75.4,3,94.2,"E20","U111","PL","PL2","PL21","PL219","Grassland","Yes",0.764,0.782,NA,0.773,0.773,0.09,0.722769647846414,0.026757692307692
50383086,450,NA,NA,NA,NA,1,4.7,5.08,24,12,0,73.9,1.6,176.6,"B16","U111","PL","PL2","PL21","PL214","Cropland","Yes",1.538,1.57,NA,1.554,1.554,0.08,1.50147353454405,0.047815384615385
50383320,490,NA,NA,NA,NA,1,6.1,6.28,19.82,7.5,3,89.6,1.1,139.4,"B21","U111","PL","PL9","PL91","PL913","Cropland","Yes",1.185,1.397,NA,1.291,1.291,0.09,1.22976636699264,0.044688461538462
50383356,423,NA,NA,NA,NA,1,5,5.57,9.31,14.7,0,45.8,1.5,109.4,"F40","U111","PL","PL9","PL92","PL922","Bareland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50383410,541,NA,NA,NA,NA,1,5.6,5.81,170.2,371.1,0,29.5,27.3,218.2,"E20","U111","PL","PL6","PL62","PL622","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50383432,504,NA,NA,NA,NA,1,4,4.59,4.42,15.8,0,62,0.8,2,"C22","U120","PL","PL6","PL62","PL622","Woodland","Yes",0.687,1.149,NA,0.918,0.918,0.04,0.893904684622827,0.014123076923077
50383504,312,NA,NA,NA,NA,2,7.2,7.63,28.6,19.4,8,93,2.3,517.2,"B32","U111","PL","PL6","PL62","PL622","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50383522,611,NA,NA,NA,NA,1,5.3,5.74,21,22.5,0,27.6,2.5,181.7,"E20","U111","PL","PL6","PL62","PL622","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50383668,158,NA,NA,NA,NA,1,5.1,5.58,3.66,20.6,0,13.8,1.6,44.5,"C10","U120","LT","LT0","LT02","LT023","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50383678,322,NA,NA,NA,NA,1,6.2,6.4,14.85,29,0,12.5,2.7,38.5,"C10","U420","LT","LT0","LT02","LT023","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50383732,142,NA,NA,NA,NA,1,6,6.11,12.85,25.6,0,11.5,2.6,65.1,"B15","U111","LT","LT0","LT02","LT023","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50383750,164,NA,NA,NA,NA,2,6,6.24,11.23,20.5,7,62,2.2,167.6,"E20","U111","LV","LV0","LV00","LV003","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50383804,158,NA,NA,NA,NA,1,5.9,6.2,10.46,18,0,60.7,1.5,111.2,"B41","U111","LV","LV0","LV00","LV003","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50384260,106,NA,NA,NA,NA,2,5.3,5.78,9.04,22.4,0,44.1,2,252,"B13","U111","FI","FI1","FI1C","FI1C2","Cropland","Yes",1.222,1.235,NA,1.228,1.2285,0.05,1.19531430034567,0.023625
50384346,202,NA,NA,NA,NA,1,4.3,4.87,21.9,38.3,0,22.7,2.4,95.3,"C31","U120","FI","FI1","FI19","FI197","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50384436,885,NA,NA,NA,NA,3,3.3,4.17,11.56,64.4,0,63.3,2.8,77.3,"C22","U120","FI","FI1","FI19","FI197","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50384494,271,NA,NA,NA,NA,1,3.7,4.06,32.8,84.2,0,40.3,4.2,71.3,"C33","U120","FI","FI1","FI19","FI194","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50384652,495,NA,NA,NA,NA,1,4.6,5.28,23.9,116.7,1,99.4,7.3,271,"C21","U120","FI","FI1","FI1D","FI1D9","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50384994,164,11,11,35,53,2,4.6,5.11,3.04,8.9,1,9.1,0.5,21.1,"C10","U120","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50385232,138,14,2,93,6,1,4.3,4.62,2.15,9.6,0,6.4,0.3,14,"C32","U120","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50401930,200,NA,NA,NA,NA,2,7.4,7.86,17.16,16.2,579,30.8,2.4,212.5,"B81","U111","IT","ITF","ITF4","ITF45","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50402656,166,NA,NA,NA,NA,1,7.8,8.16,12.89,9.2,72,15.2,0.9,97.4,"B82","U111","HU","HU3","HU33","HU331","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50402876,257,NA,NA,NA,NA,2,4.3,4.7,9.28,54.7,1,33.3,4.6,243.6,"C21","U120","SK","SK0","SK03","SK032","Woodland","Yes",0.029,0.033,NA,0.031,NA,NA,NA,NA
50402884,160,NA,NA,NA,NA,1,3.9,4.33,10.42,47.9,1,41.5,3.4,122.6,"C21","U120","SK","SK0","SK03","SK032","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50402992,186,NA,NA,NA,NA,1,5.4,5.63,8.91,22.8,0,6,2.6,92.6,"E20","U111","PL","PL2","PL21","PL219","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50403010,352,42,18,27,56,1,3.7,4.16,9.56,52.3,0,14.8,3.1,78.1,"C31","U120","PL","PL2","PL21","PL214","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50403182,456,4,12,45,43,1,3.9,4.01,7.12,12.2,1,10.1,1.1,23.9,"C10","U120","PL","PL7","PL71","PL713","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50403208,158,NA,NA,NA,NA,1,4,4.83,2.51,10,0,59.6,0.9,13,"E30","U420","PL","PL7","PL71","PL713","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50403244,410,NA,NA,NA,NA,2,4,4.18,28.5,12.7,0,94.5,1.5,137.6,"B71","U111","PL","PL7","PL71","PL715","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50403250,19,NA,NA,NA,NA,1,4.1,4.28,23.6,11.2,0,18.7,1,26.4,"C10","U120","PL","PL7","PL71","PL715","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50403352,14,NA,NA,NA,NA,3,6.9,7.25,12.35,18,7,12.2,2,55.2,"F40","U111","PL","PL9","PL92","PL922","Bareland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50403370,474,NA,NA,NA,NA,2,6.7,6.97,10.34,14.8,1,61.8,1.8,153.6,"B22","U111","PL","PL9","PL92","PL922","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50403388,379,NA,NA,NA,NA,3,3.9,4.29,4.53,13.9,0,54.8,0.9,24.1,"C22","U120","PL","PL9","PL92","PL924","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50403710,44,NA,NA,NA,NA,1,5.3,5.52,21.3,19.3,0,13,1.8,92.7,"B11","U111","LT","LT0","LT02","LT023","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50403872,517,6,20,19,62,2,4.9,5.19,32.7,75.7,1,19.7,6.6,143.1,"C31","U120","LV","LV0","LV00","LV003","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50404972,255,7,5,72,23,1,4.3,4.49,77.4,65.6,0,93.8,4.5,123.7,"C22","U150","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50405140,243,24,9,59,31,1,4.1,4.4,5.09,17.6,1,0,0.7,29.7,"C32","U120","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50405152,149,17,6,71,23,1,3.7,4.21,4.65,16.3,0,12.1,0.6,24.4,"C10","U120","FI","FI1","FI1D","FI1D7","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50422622,397,NA,NA,NA,NA,2,7.6,7.99,9.38,11.8,9,12.7,1.2,61.2,"F40","U111","HU","HU3","HU33","HU331","Bareland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50422708,247,NA,NA,NA,NA,1,7.8,8.02,14.04,17.2,86,12.8,1.9,137.7,"B13","U111","HU","HU3","HU33","HU331","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50422798,613,NA,NA,NA,NA,1,6.5,6.72,14.74,16.8,2,53.3,1.8,241.3,"C10","U120","HU","HU3","HU31","HU313","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50422852,438,NA,NA,NA,NA,1,5.7,5.98,6.22,14.5,1,24.4,1.7,230.3,"B13","U111","SK","SK0","SK03","SK032","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50422996,481,NA,NA,NA,NA,1,7.2,7.55,24.4,13.9,8,20.5,1.3,113.6,"E30","U420","PL","PL2","PL21","PL218","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50423006,669,NA,NA,NA,NA,1,4.4,4.72,23.8,17.7,0,34,2.2,189.2,"E20","U111","PL","PL2","PL21","PL218","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50423036,525,NA,NA,NA,NA,1,4.9,5.23,27.7,23,0,44,2.4,341.6,"C10","U420","PL","PL2","PL21","PL214","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50423060,501,NA,NA,NA,NA,1,4.7,4.93,34,14,1,48.7,1.8,16.3,"B43","U111","PL","PL2","PL21","PL214","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50423090,477,NA,NA,NA,NA,1,7,7.35,27.8,30.6,135,19.5,3.7,1123.3,"E20","U111","PL","PL2","PL21","PL214","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50423194,395,NA,NA,NA,NA,2,5,5.52,8.63,9,0,23.4,1,32.3,"B14","U111","PL","PL7","PL71","PL713","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50423230,428,NA,NA,NA,NA,1,4.2,4.59,11.41,10.8,0,60.1,1.2,21.4,"B18","U111","PL","PL7","PL71","PL715","Cropland","Yes",1.146,0.981,NA,1.064,1.0635,0.18,0.941380985397975,0.073626923076923
50423252,27,NA,NA,NA,NA,2,5.4,5.82,13.38,9.2,0,34.9,1.1,32,"E30","U112","PL","PL9","PL92","PL926","Grassland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50423288,517,NA,NA,NA,NA,1,4.5,4.78,31.4,5.4,0,93.1,1,132.4,"B21","U111","PL","PL9","PL91","PL913","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50423360,339,NA,NA,NA,NA,1,4.7,5.38,6.54,10.6,0,78.9,1.1,111.2,"B15","U111","PL","PL9","PL92","PL922","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50423474,581,NA,NA,NA,NA,1,5.5,5.95,8.17,38.9,0,48.6,3.2,133.3,"E20","U111","PL","PL6","PL62","PL622","Grassland","Yes",0.527,0.454,NA,0.49,0.4905,0.06,0.466348708652167,0.011319230769231
50423510,678,NA,NA,NA,NA,1,6.5,6.98,6.42,12.3,0,57.7,1.1,105.1,"C22","U120","PL","PL6","PL62","PL622","Woodland","Yes",1.054,1.033,NA,1.044,1.0435,0.09,0.985170495015133,0.036121153846154
50424278,775,NA,NA,NA,NA,4,3.5,4.48,9.67,46.6,0,22.2,1.8,58.7,"C31","U120","FI","FI1","FI1C","FI1C2","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50424332,636,NA,NA,NA,NA,2,5.1,5.47,27.7,28.5,0,67.3,2.7,185.3,"B11","U111","FI","FI1","FI19","FI197","Cropland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50424476,528,NA,NA,NA,NA,2,3.7,4.26,7.27,11.5,0,9.8,0.8,21.4,"C23","U120","FI","FI1","FI19","FI194","Woodland","Yes",NA,NA,NA,NA,NA,NA,NA,NA
50424512,509,NA,NA,NA,NA,2,3.7,4.58,15.74,29.1,0,17.4,1.7,42.6,"C32","U120","FI","FI1","FI19","FI193","Woodland","Yes",0.485,0.79,NA,0.638,0.6375,0.16,0.557365892714171,0.039230769230769
