"SURVEY_DATE","POINTID_2018","Elev","Depth","Coarse","Clay","Sand","Silt","Soil_Stones","pH_CaCl2_2018","pH_H2O","EC_2018","OC_2018","OC..20.30.cm.","CaCO3_2018","CaCO3..20.30.cm.","P_2018","N_2018","K_2018","Ox_Al","Ox_Fe","NUTS_0_2018","NUTS_1_2018","NUTS_2_2018","NUTS_3_2018","TH_LAT","TH_LONG","LC_2018","LU_2018","BD.0.10","BD.10.20","BD.20.30","BD.0.20","BDsample_0","coarse_mas","BDfine_0_2","coarse_vol"
"02-07-18",40243170,27,"0-20 cm",NA,NA,NA,NA,1,5.4,5.64,57.89,"28.1","",NA,NA,"142.4","2.6","461.1",NA,NA,"NL","NL4","NL41","NL414",51.56210492,5.714287309,"E30","U111",NA,NA,NA,NA,NA,NA,NA,NA
"17-07-18",40243210,4,"0-20 cm",NA,NA,NA,NA,1,5,5.54,15.64,"70.1","",NA,NA,"44.9","6.6","346.6",NA,NA,"NL","NL2","NL22","NL224",51.9208923,5.680151171,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"23-06-18",40243246,10076,"0-20 cm",NA,NA,NA,NA,1,3.3,3.92,4.45,"11","",NA,NA,"19.3","0.7","14.3",NA,NA,"NL","NL2","NL22","NL221",52.24377152,5.648850653,"C33","U120",NA,NA,NA,NA,NA,NA,NA,NA
"09-06-18",40243254,2,"0-20 cm",5,2,80,18,1,3.5,4.16,4.66,"14.1","","1",NA,"10.1","0.9","33.9",NA,NA,"NL","NL2","NL22","NL221",52.31551892,5.641819128,"C32","U361",NA,NA,NA,NA,NA,NA,NA,NA
"01-06-18",40243278,0,"0-20 cm",NA,NA,NA,NA,1,7.2,7.95,16.42,"18.8","","54",NA,"75.3","1.6","305.9",NA,NA,"NL","NL2","NL23","NL230",52.53075383,5.620556353,"B21","U111",NA,NA,NA,NA,NA,NA,NA,NA
"26-07-18",40243296,10040,"0-20 cm",2,11,60,29,1,7,7.4,24.77,"11.5","","28",NA,"64.1","1.2","63",0.2,1.3,"NL","NL2","NL23","NL230",52.69217315,5.604441697,"B23","U111",NA,NA,NA,NA,NA,NA,NA,NA
"05-07-18",40262560,890,"0-20 cm",NA,NA,NA,NA,1,5,5.57,9.38,"29.2","",NA,NA,"44.3","3.4","109.9",NA,NA,"FR","FRK","FRK2","FRK28",46.08496582,6.188650434,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"09-07-18",40262632,1126,"0-10 cm",47,27,14,59,1,7,7.31,30.8,"99.5","","295",NA,"18.4","7.2","126",NA,NA,"FR","FRC","FRC2","FRC22",46.73240226,6.142211375,"C33","U120",0.537,NA,NA,NA,0.537,0.47,0.315208233054042,0.097073076923077
"08-08-18",40262650,898,"0-20 cm",NA,NA,NA,NA,1,4.3,4.55,8.58,"41.3","","2",NA,"< LOD","2.9","92.4",1.8,7.5,"FR","FRC","FRC2","FRC21",46.89421934,6.130372068,"C31","U120",NA,NA,NA,NA,NA,NA,NA,NA
"03-08-18",40262704,302,"0-20 cm",NA,NA,NA,NA,1,4.9,5.6,11.21,"11.9","",NA,NA,"23.4","1.5","161.2",1.5,3.4,"FR","FRC","FRC2","FRC21",47.37957462,6.094286641,"B16","U111",1.644,1.259,NA,1.452,1.4515,0.05,1.41852082653293,0.027913461538462
"24-06-18",40262884,400,"0-20 cm",NA,NA,NA,NA,1,6.6,6.93,20.6,"56.5","","14",NA,"< LOD","4.2","251.2",NA,NA,"FR","FRF","FRF3","FRF31",48.99647814,5.967516531,"C10","U120",0.873,1.031,NA,0.952,0.952,0.19,0.828777406660273,0.069569230769231
"31-05-18",40263286,-10,"0-20 cm",NA,NA,NA,NA,1,6,6.33,11.67,"18.1","","3",NA,"21.9","1.8","104.2",NA,NA,"NL","NL2","NL23","NL230",52.60357617,5.642885563,"C10","U420",NA,NA,NA,NA,NA,NA,NA,NA
"26-07-18",40263298,10042,"0-20 cm",NA,NA,NA,NA,1,7.2,7.62,56.07,"13.1","","27",NA,"84.4","1.2","182.4",0.1,1.9,"NL","NL2","NL23","NL230",52.71119103,5.632187549,"B21","U111",NA,NA,NA,NA,NA,NA,NA,NA
"04-09-18",40263330,-3,"0-20 cm",9,38,9,53,1,5.4,5.98,15.19,"48","","1",NA,"48.9","4.8","223.4",NA,NA,"NL","NL1","NL12","NL125",52.99815229,5.603342987,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"25-05-18",40282490,966,"0-20 cm",NA,NA,NA,NA,1,4.2,4.8,10.94,"45.5","","2",NA,"17","4","106.2",NA,NA,"FR","FRK","FRK2","FRK27",45.45614914,6.257941843,"C31","U120",NA,NA,NA,NA,NA,NA,NA,NA
"03-08-18",40282720,404,"0-20 cm",NA,NA,NA,NA,1,3.7,3.85,10.28,"36.6","","1",NA,"< LOD","3","84.2",NA,NA,"FR","FRC","FRC2","FRC23",47.52430562,6.109937899,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"21-08-18",40282972,341,"0-20 cm",9,20,24,56,1,5.4,5.9,9.64,"28.3","",NA,NA,"105.4","3.4","128.9",NA,NA,"LU","LU0","LU00","LU000",49.7874991,5.929382498,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"11-09-18",40283004,525,"0-20 cm",NA,NA,NA,NA,1,5.6,6.28,9.5,"25.3","",NA,NA,"32.8","3.1","212.2",NA,NA,"LU","LU0","LU00","LU000",50.07472065,5.904920076,"B55","U111",1.298,1.254,NA,1.276,1.276,0.14,1.17831962203059,0.068707692307692
"12-06-18",40302366,1196,"0-20 cm",19,21,18,61,4,7.3,7.6,37.13,"42","","298",NA,"11.6","5","118.1",NA,NA,"FR","FRL","FRL0","FRL01",44.34078354,6.356879559,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"12-06-18",40302370,1365,"0-20 cm",21,19,26,55,1,7.3,7.59,27.3,"40.6","","25",NA,"< LOD","4.8","77.5",NA,NA,"FR","FRL","FRL0","FRL01",44.37680717,6.354570114,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"19-06-18",40302406,1925,"0-20 cm",40,20,25,55,1,7,7.32,25.55,"51","","35",NA,"< LOD","5.6","254.9",NA,NA,"FR","FRL","FRL0","FRL02",44.70097371,6.333610119,"E10","U420",NA,NA,NA,NA,NA,NA,NA,NA
"09-07-18",40302636,1099,"0-20 cm",40,13,49,38,1,5.9,6.08,27.4,"156.4","",NA,NA,"17.4","10.3","147.8",NA,NA,"FR","FRC","FRC2","FRC22",46.77022298,6.191852066,"C31","U120",0.339,0.321,NA,0.33,0.33,0.4,0.208589951377634,0.050769230769231
"02-08-18",40302672,404,"0-20 cm",NA,NA,NA,NA,2,7.1,7.41,27.38,"66.6","","130",NA,"11.6","6","187.9",NA,NA,"FR","FRC","FRC2","FRC21",47.09384701,6.168358718,"D10","U420",NA,NA,NA,NA,NA,NA,NA,NA
"10-09-18",40302942,344,"0-20 cm",17,30,12,58,1,7.1,7.78,19.03,"28.9","","15",NA,"37.9","3","317.1",NA,NA,"LU","LU0","LU00","LU000",49.51918463,5.979568136,"A30","U319",NA,NA,NA,NA,NA,NA,NA,NA
"11-06-18",40303258,8,"0-20 cm",NA,NA,NA,NA,1,4.3,5.23,4.95,"27.5","",NA,NA,"134","2.3","65",NA,NA,"NL","NL2","NL22","NL221",52.35458861,5.726218546,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"19-07-18",40303288,0,"0-20 cm",NA,NA,NA,NA,1,7.1,7.84,17.37,"13.6","","63",NA,"136.3","1.4","268.9",NA,NA,"NL","NL2","NL23","NL230",52.62365077,5.700081736,"B13","U111",1.341,1.58,NA,1.461,1.4605,0.16,1.34797153385848,0.089876923076923
"26-07-18",40303302,-5,"0-20 cm",NA,NA,NA,NA,1,7.3,7.86,35.76,"15.7","","40",NA,"67.3","1.5","259",0.2,2.1,"NL","NL2","NL23","NL230",52.74920774,5.687750085,"B21","U111",NA,NA,NA,NA,NA,NA,NA,NA
"14-06-18",40322462,1524,"0-20 cm",43,22,14,64,1,7.1,7.18,46.3,"57.7","","221",NA,"18.7","5.7","196.1",NA,NA,"FR","FRK","FRK2","FRK27",45.20596222,6.325759254,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"07-08-18",40322632,1064,"0-20 cm",14,16,32,52,1,5.2,5.48,15.98,"113.5","","1",NA,"< LOD","6.3","160.3",NA,NA,"FR","FRC","FRC2","FRC21",46.7351805,6.220554977,"C21","U120",NA,NA,NA,NA,NA,NA,NA,NA
"05-08-18",40322650,873,"0-20 cm",NA,NA,NA,NA,1,7,7.34,21.38,"66.6","","84",NA,"15.6","6.5","173.4",NA,NA,"FR","FRC","FRC2","FRC21",46.89700743,6.20895501,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"04-08-18",40322728,414,"0-20 cm",NA,NA,NA,NA,1,5.5,5.83,9.68,"35.3","","1",NA,"< LOD","3.3","212.3",NA,NA,"FR","FRC","FRC2","FRC23",47.59807513,6.15761208,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"22-05-18",40322818,357,"0-20 cm",NA,NA,NA,NA,1,5,5.54,10.56,"18.4","",NA,NA,"14","2.2","169",NA,NA,"FR","FRF","FRF3","FRF31",48.4066558,6.096109921,"B16","U111",1.065,1.037,NA,1.051,1.051,0.08,0.99923367992623,0.032338461538462
"27-06-18",40322848,414,"0-20 cm",NA,NA,NA,NA,1,6.3,6.48,20,"80.2","","3",NA,"31.7","6.3","409.3",NA,NA,"FR","FRF","FRF3","FRF31",48.67610708,6.075047982,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"10-07-18",40322908,340,"0-20 cm",NA,NA,NA,NA,1,6.8,7.09,18.155,"21.8","","112",NA,"31.55","2.2","294.7",1.4,2.2,"FR","FRF","FRF3","FRF33",49.21490462,6.032049024,"B32","U111",0.991,0.887,NA,0.939,0.939,0.09,0.883197309470521,0.032503846153846
"21-08-18",40322962,383,"0-20 cm",6,3,83,15,1,3.3,4.11,6.07,"42.6","","1",NA,"< LOD","2.1","43.4",NA,NA,"LU","LU0","LU00","LU000",49.69971032,5.992320443,"C21","U120",NA,NA,NA,NA,NA,NA,NA,NA
"05-06-18",40323280,-3,"0-20 cm",NA,NA,NA,NA,1,7.2,7.88,18.01,"15.2","","81",NA,"79.4","1.4","263.6",0.4,3.8,"NL","NL2","NL23","NL230",52.55295885,5.736531328,"B23","U111",NA,NA,NA,NA,NA,NA,NA,NA
"30-07-18",40323304,-2,"0-20 cm",NA,NA,NA,NA,1,6.9,7.64,14.81,"15.1","","45",NA,"73.5","1.4","220.5",NA,NA,"NL","NL2","NL23","NL230",52.76820655,5.71556683,"F40","U111",1.357,1.633,NA,1.495,1.495,0.07,1.44865850481896,0.04025
"17-07-18",40342298,1098,"0-20 cm",23,18,34,47,1,6.2,6.48,11.55,"60.6","","4",NA,"< LOD","4.4","387.7",NA,NA,"FR","FRL","FRL0","FRL05",43.72994163,6.445039903,"C10","U420",NA,NA,NA,NA,NA,NA,NA,NA
"09-06-18",40342388,841,"0-20 cm",15,10,64,27,1,7.7,8.05,10.76,"6.8","","365",NA,"< LOD","0.5","33.2",NA,NA,"FR","FRL","FRL0","FRL02",44.54065084,6.394315244,"G21","U420",NA,NA,NA,NA,NA,NA,NA,NA
"14-06-18",40342466,1364,"0-20 cm",34,15,31,54,1,5.1,5.31,42.6,"55.5","","3",NA,"33.2","5.9","210.7",NA,NA,"FR","FRK","FRK2","FRK27",45.24284739,6.348779666,"C10","U420",NA,NA,NA,NA,NA,NA,NA,NA
"24-05-18",40342510,365,"0-20 cm",NA,NA,NA,NA,1,7.4,7.8,25.06,"21.4","","309",NA,"< LOD","2.6","100.3",NA,NA,"FR","FRK","FRK2","FRK27",45.63879716,6.322420702,"B16","U111",NA,NA,NA,NA,NA,NA,NA,NA
"04-07-18",40342546,1324,"0-20 cm",49,26,28,46,1,6.9,7.46,16.24,"76.8","","138",NA,"< LOD","4","120.9",NA,NA,"FR","FRK","FRK2","FRK28",45.96267367,6.300482115,"C31","U120",NA,NA,NA,NA,NA,NA,NA,NA
"22-05-18",40342820,344,"0-20 cm",NA,NA,NA,NA,1,6,6.26,59.08,"62.8","",NA,NA,"28.9","6.4","359.6",NA,NA,"FR","FRF","FRF3","FRF31",48.42556894,6.121696389,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"30-06-18",40342916,392,"0-20 cm",NA,NA,NA,NA,1,3.9,4.23,26.5,"33.3","","2",NA,"37","2.6","112.6",2.1,8.3,"FR","FRF","FRF3","FRF33",49.28770194,6.05367835,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"02-07-18",40342928,432,"0-20 cm",NA,NA,NA,NA,1,6.4,6.75,8.89,"14.2","",NA,NA,"17.9","1.8","135.2",NA,NA,"FR","FRF","FRF3","FRF33",49.39544443,6.044963365,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"16-09-18",40342942,318,"0-20 cm",11,47,9,44,1,6.5,6.96,22.14,"19.6","",NA,NA,"73.6","2.2","266.9",NA,NA,"LU","LU0","LU00","LU000",49.5211376,6.034734521,"F40","U111",NA,NA,NA,NA,NA,NA,NA,NA
"19-07-18",40343288,-21,"0-20 cm",NA,NA,NA,NA,1,7.3,7.92,16.29,"17.1","","77",NA,"62.3","1.6","183.8",NA,NA,"NL","NL2","NL23","NL230",52.62576029,5.759061723,"B41","U111",NA,NA,NA,NA,NA,NA,NA,NA
"30-07-18",40343302,-4,"0-20 cm",NA,NA,NA,NA,1,7.2,7.89,14.02,"14.2","","57",NA,"55","1.4","171.2",NA,NA,"NL","NL2","NL23","NL230",52.75132418,5.746898234,"B22","U111",1.313,1.441,NA,1.377,1.377,0.14,1.27905716968121,0.074146153846154
"07-06-18",40362386,994,"0-20 cm",29,28,21,52,1,7.1,7.41,22.2,"76.4","","20",NA,"11","4.5","140.5",NA,NA,"FR","FRL","FRL0","FRL02",44.52350647,6.420549149,"C32","U120",NA,NA,NA,NA,NA,NA,NA,NA
"25-05-18",40362476,1388,"0-20 cm",21,19,33,47,1,7.2,7.39,19.23,"40.9","","179",NA,"< LOD","2.7","53.3",NA,NA,"FR","FRK","FRK2","FRK27",45.33372621,6.368282984,"C21","U120",NA,NA,NA,NA,NA,NA,NA,NA
"24-05-18",40362506,999,"0-20 cm",31,19,26,55,1,3.9,4.26,5.87,"54.6","","1",NA,"10.2","3.8","60.5",NA,NA,"FR","FRK","FRK2","FRK27",45.60369167,6.350412858,"C21","U120",NA,NA,NA,NA,NA,NA,NA,NA
"27-06-18",40362566,509,"0-20 cm",NA,NA,NA,NA,1,7.1,7.31,16.64,"30.4","","157",NA,"< LOD","2.5","87.9",NA,NA,"FR","FRK","FRK2","FRK28",46.14346955,6.313975975,"C10","U420",NA,NA,NA,NA,NA,NA,NA,NA
"19-06-18",40362794,407,"0-20 cm",NA,NA,NA,NA,1,7.3,7.57,28.27,"26.1","","44",NA,"14.5","3.2","343.2",1.3,3.8,"FR","FRF","FRF3","FRF34",48.19294885,6.166470777,"B32","U111",NA,NA,NA,NA,NA,NA,NA,NA
"11-07-18",40363052,531,"0-20 cm",NA,NA,NA,NA,1,5.2,5.86,15.05,"77.1","",NA,NA,"19.3","5.5","84.9",NA,NA,"BE","BE3","BE33","BE335",50.50949256,5.980151995,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"04-06-18",40363272,-4,"0-20 cm",NA,NA,NA,NA,1,7.4,7.86,22.61,"14.5","","72",NA,"57.5","1.5","235.6",NA,NA,"NL","NL2","NL23","NL230",52.48329459,5.80225568,"B44","U111",NA,NA,NA,NA,NA,NA,NA,NA
"03-08-18",40363308,-3,"0-20 cm",NA,NA,NA,NA,1,7,7.35,36.01,"14.4","","38",NA,"160.8","1.4","234.2",NA,NA,"NL","NL2","NL23","NL230",52.80618505,5.771271426,"B44","U111",NA,NA,NA,NA,NA,NA,NA,NA
"30-07-18",40382762,287,"0-20 cm",NA,NA,NA,NA,1,5.5,5.87,18.53,"31.8","",NA,NA,"16.1","3.9","163.4",NA,NA,"FR","FRC","FRC2","FRC23",47.90637312,6.214792798,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"06-07-18",40382968,290,"0-20 cm",23,22,20,58,1,6.9,7.13,33.73,"69.1","","123",NA,"37.9","6.4","513.3",NA,NA,"LU","LU0","LU00","LU000",49.75648669,6.070996623,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"18-07-18",40382982,333,"0-20 cm",NA,NA,NA,NA,1,4,4.45,15.8,"45.7","","2",NA,"40.9","3.9","98.4",NA,NA,"LU","LU0","LU00","LU000",49.88216676,6.060719906,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"29-08-18",40382996,553,"0-20 cm",41,20,35,46,1,5,5.72,5.86,"28.1","",NA,NA,"45.5","3.2","79",NA,NA,"LU","LU0","LU00","LU000",50.00784052,6.050375657,"B55","U111",NA,NA,NA,NA,NA,NA,NA,NA
"10-07-18",40383036,438,"0-20 cm",NA,NA,NA,NA,1,5.3,5.83,17.01,"48.5","",NA,NA,"94.7","5","92.7",NA,NA,"BE","BE3","BE33","BE335",50.36687488,6.020442814,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"17-05-18",40383202,11,"0-20 cm",NA,NA,NA,NA,1,7.4,7.99,12.09,"7.5","","95",NA,"10.8","0.6","61.2",NA,NA,"NL","NL2","NL22","NL226",51.8564008,5.889929749,"E10","U420",1.336,1.424,NA,1.38,1.38,0.04,1.35353662370324,0.021230769230769
"23-08-18",40383310,1,"0-20 cm",4,26,11,63,1,4.7,5.39,12.28,"73.2","",NA,NA,"68.7","5.9","261.4",NA,NA,"NL","NL1","NL12","NL125",52.82516472,5.799159338,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"07-06-18",40383360,0,"0-20 cm",NA,NA,NA,NA,1,6.6,6.95,11.85,"11.1","",NA,NA,"58.2","1.3","116.9",0.2,0.9,"NL","NL1","NL12","NL124",53.27360116,5.755447796,"B21","U111",1.468,1.589,NA,1.528,1.5285,0.03,1.50926317808895,0.017636538461538
"14-06-18",40402458,1436,"0-20 cm",38,18,35,47,1,6.6,6.52,29.1,"36.9","","3",NA,"< LOD","3.4","233.2",NA,NA,"FR","FRK","FRK2","FRK27",45.1734579,6.429651345,"C31","U120",NA,NA,NA,NA,NA,NA,NA,NA
"29-05-18",40402524,545,"0-20 cm",NA,NA,NA,NA,1,7,7.35,15.57,"33.2","","18",NA,"11.5","3.4","136.7",NA,NA,"FR","FRK","FRK2","FRK27",45.76740423,6.390884454,"E20","U370",NA,NA,NA,NA,NA,NA,NA,NA
"09-07-18",40402632,1217,"0-20 cm",30,16,34,50,1,5.7,5.91,36,"155.5","","5",NA,"19.4","9.8","220.6",NA,NA,"FR","FRC","FRC2","FRC21",46.73879624,6.325024555,"C31","U111",NA,NA,NA,NA,NA,NA,NA,NA
"21-07-18",40402692,451,"0-20 cm",NA,NA,NA,NA,1,5.2,5.73,11.16,"41.4","","2",NA,"< LOD","3.6","101",NA,NA,"FR","FRC","FRC2","FRC21",47.27820031,6.287072516,"C32","U120",NA,NA,NA,NA,NA,NA,NA,NA
"20-07-18",40402890,218,"0-20 cm",NA,NA,NA,NA,1,6.4,6.79,23.52,"30.5","","1",NA,"45","3.4","226.7",0.9,1.6,"FR","FRF","FRF3","FRF33",49.05708955,6.15437098,"B31","U111",1.037,1.234,NA,1.135,1.1355,0.27,0.939724820845769,0.117917307692308
"06-08-18",40403298,-3,"0-20 cm",NA,NA,NA,NA,1,7.1,7.73,27.22,"19.7","","72",NA,"88.5","1.9","384",NA,NA,"NL","NL2","NL23","NL230",52.71856612,5.839041975,"B23","U111",NA,NA,NA,NA,NA,NA,NA,NA
"06-07-18",40422544,1116,"0-20 cm",30,27,21,52,2,4.5,5.05,15.32,"32.5","","2",NA,"18.8","2.8","72.3",NA,NA,"FR","FRK","FRK2","FRK28",45.9482121,6.404656983,"C33","U120",NA,NA,NA,NA,NA,NA,NA,NA
"25-07-18",40422576,969,"0-20 cm",32,13,49,38,1,3.8,4.43,6.57,"62.7","","3",NA,"< LOD","3.5","75.4",NA,NA,"FR","FRK","FRK2","FRK28",46.23606754,6.385433605,"C31","U120",NA,NA,NA,NA,NA,NA,NA,NA
"20-07-18",40422580,584,"0-20 cm",22,24,25,50,1,7.1,7.43,16.7,"26.3","","66",NA,"43.1","2.7","125.5",NA,NA,"FR","FRK","FRK2","FRK28",46.27204559,6.383011927,"B11","U111",NA,NA,NA,NA,NA,NA,NA,NA
"01-08-18",40422750,332,"0-20 cm",NA,NA,NA,NA,1,4.4,5.02,5.86,"24.4","","1",NA,"< LOD","2","99.8",NA,NA,"FR","FRC","FRC2","FRC23",47.8003718,6.276070211,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"22-08-18",40422976,364,"0-20 cm",NA,NA,NA,NA,2,6.6,6.82,12.17,"38.7","",NA,NA,"< LOD","3.1","203.2",NA,NA,"LU","LU0","LU00","LU000",49.83021755,6.120654721,"C10","U120",NA,NA,NA,NA,NA,NA,NA,NA
"12-07-18",40423056,577,"0-20 cm",NA,NA,NA,NA,2,3.9,4.33,9.12,"78.8","","2",NA,"13.5","5.7","47.3",NA,NA,"BE","BE3","BE33","BE335",50.54832057,6.061625848,"C21","U120",NA,NA,NA,NA,NA,NA,NA,NA
"20-07-18",40423294,-6,"0-20 cm",NA,NA,NA,NA,1,7.2,7.87,25.19,"14.1","","53",NA,"61.7","1.1","167.1",NA,NA,"NL","NL2","NL23","NL230",52.68371133,5.871978627,"B21","U111",NA,NA,NA,NA,NA,NA,NA,NA
"14-07-18",40442268,70,"0-20 cm",NA,NA,NA,NA,1,7.1,7.54,14.95,"23.6","","269",NA,"< LOD","1.6","167.2",NA,NA,"FR","FRL","FRL0","FRL05",43.46376133,6.584677565,"C10","U120",1.13,1.226,NA,1.178,1.178,0.03,1.15840540266546,0.013592307692308
"07-06-18",40442394,1036,"0-20 cm",35,22,12,66,1,7,7.37,46.17,"55.7","","345",NA,"15.2","6.2","72.9",NA,NA,"FR","FRL","FRL0","FRL02",44.59895352,6.516460984,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"26-06-18",40442560,770,"0-20 cm",46,19,39,41,1,5.6,5.91,7.95,"107.8","","3",NA,"< LOD","5.6","282.8",NA,NA,"FR","FRK","FRK2","FRK28",46.09301627,6.42088546,"C33","U120",NA,NA,NA,NA,NA,NA,NA,NA
"25-07-18",40442574,863,"0-20 cm",37,18,34,48,1,5.8,6.28,9.9,"66.3","","2",NA,"< LOD","3.7","207",NA,NA,"FR","FRK","FRK2","FRK28",46.21895007,6.412509976,"C31","U120",NA,NA,NA,NA,NA,NA,NA,NA
"07-08-18",40442638,1092,"0-20 cm",9,17,25,58,1,5.1,6.35,13.81,"39.6","",NA,NA,"< LOD","4.3","83.6",NA,NA,"FR","FRC","FRC2","FRC21",46.7945166,6.373566883,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"01-08-18",40442740,362,"0-20 cm",NA,NA,NA,NA,1,4.7,5.31,9.73,"35.7","",NA,NA,"< LOD","3.6","108.9",NA,NA,"FR","FRC","FRC2","FRC23",47.71140897,6.309194773,"C10","U120",1.102,0.879,NA,0.99,0.9905,0.12,0.913396261395971,0.045715384615385
"27-06-18",40442848,258,"0-20 cm",NA,NA,NA,NA,3,6.7,6.82,26.78,"64","","4",NA,"36.8","5.8","185.8",NA,NA,"FR","FRF","FRF3","FRF31",48.68173252,6.237763526,"E10","U361",NA,NA,NA,NA,NA,NA,NA,NA
"24-06-18",40442866,391,"0-20 cm",NA,NA,NA,NA,1,7.1,7.65,13.53,"20.5","","42",NA,"11","2.4","253.2",NA,NA,"FR","FRF","FRF3","FRF31",48.84340726,6.225514852,"B52","U112",NA,NA,NA,NA,NA,NA,NA,NA
"23-05-18",40442880,275,"0-20 cm",NA,NA,NA,NA,1,7.2,7.91,18.15,"41.4","","165",NA,"15.1","2","436.8",NA,NA,"FR","FRF","FRF3","FRF33",48.96914578,6.215918187,"E20","U111",0.988,1.22,NA,1.104,1.104,0.04,1.07815199699512,0.016984615384615
"13-09-18",40442956,467,"0-20 cm",12,13,40,47,1,3.8,4.34,6.06,"23.2","","1",NA,"< LOD","1.5","62.5",0.8,5.6,"LU","LU0","LU00","LU000",49.65160273,6.162728912,"C21","U120",NA,NA,NA,NA,NA,NA,NA,NA
"25-05-18",40443286,-3,"0-20 cm",NA,NA,NA,NA,1,5.3,5.51,0.24,"198.4","",NA,NA,"51","14.8","462.8",NA,NA,"NL","NL2","NL21","NL211",52.6129664,5.908205097,"H11","U420",0.179,0.401,NA,0.29,0.29,0.01,0.287420584498094,0.001115384615385
"07-06-18",40443366,-2,"0-20 cm",7,19,34,47,1,6.4,6.87,14.43,"12","",NA,NA,"76.5","1.4","193.6",NA,NA,"NL","NL1","NL12","NL124",53.33053431,5.840044187,"B21","U111",NA,NA,NA,NA,NA,NA,NA,NA
"17-07-18",40462302,1073,"0-20 cm",51,24,26,50,1,7.1,7.41,22.5,"99.4","","101",NA,"20.6","8.3","494.7",NA,NA,"FR","FRL","FRL0","FRL05",43.77101034,6.591380464,"C22","U120",0.754,0.684,NA,0.719,0.719,0.51,0.410156225512804,0.141034615384615
"08-06-18",40462418,1477,"0-20 cm",44,24,26,50,1,6.9,7.32,18.99,"55.1","","121",NA,"< LOD","2.7","65.2",NA,NA,"FR","FRL","FRL0","FRL02",44.81590444,6.528273084,"C22","U120",0.632,0.959,NA,0.795,0.7955,0.44,0.514781464724131,0.134623076923077
"06-07-18",40462544,1480,"0-20 cm",60,25,19,56,1,5.1,5.7,16.27,"78.2","",NA,NA,"12.7","5.2","198.5",NA,NA,"FR","FRK","FRK2","FRK28",45.9499396,6.456135047,"C21","U120",0.724,0.811,NA,0.768,0.7675,0.6,0.37307782192101,0.177115384615385
"20-07-18",40462580,797,"0-20 cm",14,16,34,50,1,5.7,6.11,10.69,"36.7","","4",NA,"< LOD","2.9","131.4",NA,NA,"FR","FRK","FRK2","FRK28",46.27378512,6.434798671,"C21","U120",NA,NA,NA,NA,NA,NA,NA,NA
"01-08-18",40462680,687,"0-20 cm",NA,NA,NA,NA,1,5.7,6.25,11.37,"61.3","",NA,NA,"22.3","6","180.9",NA,NA,"FR","FRC","FRC2","FRC21",47.17300398,6.373746927,"E20","U111",0.911,0.815,NA,0.863,0.863,0.03,0.845529522825365,0.009957692307692
"23-07-18",40462774,424,"0-10 cm",NA,NA,NA,NA,1,5.3,5.94,17.73,"29.5","",NA,NA,"92.5","3.1","290.3",NA,NA,"FR","FRF","FRF3","FRF34",48.01783473,6.313849192,"E20","U111",1.246,NA,NA,NA,1.246,0.1,1.17784600468611,0.047923076923077
"29-06-18",40462792,407,"0-20 cm",NA,NA,NA,NA,1,6,6.24,11.7,"44.6","",NA,NA,"< LOD","4.9","147.4",NA,NA,"FR","FRF","FRF3","FRF34",48.17956649,6.302089471,"E20","U111",NA,NA,NA,NA,NA,NA,NA,NA
"23-05-18",40462878,306,"0-20 cm",NA,NA,NA,NA,2,7.3,7.91,16.61,"19.4","","87",NA,"25.6","1.9","224.8",NA,NA,"FR","FRF","FRF3","FRF33",48.95210375,6.24456231,"B13","U111",NA,NA,NA,NA,NA,NA,NA,NA
"08-06-18",40463138,22,"0-20 cm",NA,NA,NA,NA,1,6,6.39,10.45,"7.3","",NA,NA,"78.8","0.9","194.5",NA,NA,"NL","NL4","NL42","NL421",51.286143,6.056009518,"B21","U111",NA,NA,NA,NA,NA,NA,NA,NA
